time,country_code,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui
2013-11-01,CY,26,10,0,0,9,0,0
2013-12-01,CY,24,3,0,0,0,0,5
2014-01-01,CY,31,19,6,5,9,0,0
2014-02-01,CY,30,11,0,0,0,0,0
2014-03-01,CY,29,13,4,8,0,4,0
2014-04-01,CY,30,21,7,3,6,0,0
2014-05-01,CY,35,9,0,0,0,6,4
2014-06-01,CY,39,13,5,0,0,0,0
2014-07-01,CY,48,26,4,0,0,18,4
2014-08-01,CY,42,27,0,0,15,0,11
2014-09-01,CY,32,19,0,0,5,0,4
2014-10-01,CY,32,14,0,0,0,0,0
2014-11-01,CY,27,8,4,0,0,5,8
2014-12-01,CY,20,9,0,0,0,0,0
2015-01-01,CY,26,18,0,0,0,0,0
2015-02-01,CY,20,7,0,0,0,0,0
2015-03-01,CY,18,15,0,0,4,0,0
2015-04-01,CY,23,14,0,0,0,0,0
2015-05-01,CY,26,14,3,3,0,0,0
2015-06-01,CY,30,9,3,3,0,0,9
2015-07-01,CY,28,0,6,0,0,0,0
2015-08-01,CY,30,11,2,0,0,0,0
2015-09-01,CY,27,6,0,5,0,0,0
2015-10-01,CY,25,15,0,0,12,0,0
2015-11-01,CY,18,7,0,0,0,0,0
2015-12-01,CY,15,11,3,0,0,0,0
2016-01-01,CY,19,11,0,0,0,25,0
2016-02-01,CY,19,19,3,0,4,0,7
2016-03-01,CY,20,16,0,3,0,0,0
2016-04-01,CY,22,12,0,0,13,0,0
2016-05-01,CY,23,11,2,0,0,0,0
2016-06-01,CY,25,17,9,0,0,0,0
2016-07-01,CY,34,14,3,5,0,0,0
2016-08-01,CY,32,16,0,0,4,0,0
2016-09-01,CY,26,10,2,0,0,0,0
2016-10-01,CY,22,9,0,0,0,0,0
2016-11-01,CY,17,10,0,0,0,0,0
2016-12-01,CY,15,8,0,0,0,5,0
2017-01-01,CY,19,12,0,0,0,4,0
2017-02-01,CY,20,14,2,0,0,0,0
2017-03-01,CY,18,9,0,7,0,3,7
2017-04-01,CY,20,9,3,0,0,0,0
2017-05-01,CY,23,5,0,0,0,0,0
2017-06-01,CY,28,11,0,3,0,0,0
2017-07-01,CY,30,13,0,0,0,0,0
2017-08-01,CY,33,11,4,0,0,0,0
2017-09-01,CY,25,18,0,0,14,0,0
2017-10-01,CY,24,12,2,0,0,10,5
2017-11-01,CY,19,8,0,3,0,0,0
2017-12-01,CY,16,10,0,0,6,6,3
2018-01-01,CY,18,11,0,3,0,0,3
2018-02-01,CY,22,13,0,0,0,0,3
2018-03-01,CY,21,16,0,0,0,0,0
2018-04-01,CY,24,16,0,0,0,0,0
2018-05-01,CY,27,21,0,3,0,0,0
2018-06-01,CY,30,15,3,0,0,0,0
2018-07-01,CY,31,16,0,0,0,0,3
2018-08-01,CY,34,13,0,0,0,0,0
2018-09-01,CY,29,17,3,0,4,9,0
2018-10-01,CY,28,11,2,0,0,0,4
2018-11-01,CY,23,10,0,0,0,0,4
2018-12-01,CY,19,9,3,0,0,0,3
2019-01-01,CY,22,13,3,0,0,0,0
2019-02-01,CY,21,17,4,0,0,0,3
2019-03-01,CY,21,8,3,0,0,0,0
2019-04-01,CY,24,18,0,0,4,0,0
2019-05-01,CY,27,10,2,2,6,0,0
2019-06-01,CY,31,16,0,0,0,0,0
2019-07-01,CY,32,15,4,0,3,0,0
2019-08-01,CY,37,19,0,0,0,0,0
2019-09-01,CY,31,15,0,0,0,4,0
2019-10-01,CY,28,8,0,0,0,0,0
2019-11-01,CY,22,8,0,0,0,0,0
2019-12-01,CY,19,6,3,0,5,7,0
2020-01-01,CY,21,12,0,2,0,5,0
2020-02-01,CY,23,12,2,6,0,0,10
2020-03-01,CY,17,6,0,0,0,5,0
2020-04-01,CY,9,6,5,0,4,0,3
2020-05-01,CY,14,9,4,0,0,0,0
2020-06-01,CY,22,8,0,0,0,0,4
2020-07-01,CY,30,26,0,0,0,0,0
2020-08-01,CY,30,25,2,0,3,3,0
2020-09-01,CY,22,17,0,0,3,0,3
2020-10-01,CY,19,7,0,0,0,7,0
2020-11-01,CY,14,5,0,0,0,0,0
2020-12-01,CY,15,0,0,0,0,0,0
2021-01-01,CY,13,3,0,0,12,0,6
2021-02-01,CY,12,7,0,0,0,0,0
2021-03-01,CY,14,4,3,0,0,0,0
2021-04-01,CY,15,5,0,0,0,4,0
2021-05-01,CY,20,12,0,3,0,0,2
2021-06-01,CY,28,16,0,0,0,8,0
2021-07-01,CY,34,26,0,3,0,4,0
2021-08-01,CY,36,17,0,0,5,5,0
2021-09-01,CY,28,17,0,0,0,0,0
2021-10-01,CY,27,14,3,0,0,0,0
2021-11-01,CY,20,9,0,0,4,0,0
2021-12-01,CY,17,4,2,0,4,0,0
2022-01-01,CY,17,9,0,0,0,0,3
2022-02-01,CY,20,9,2,0,0,0,7
2022-03-01,CY,22,15,0,3,0,0,0
2022-04-01,CY,24,20,0,3,0,0,0
2022-05-01,CY,28,15,0,3,0,0,0
2022-06-01,CY,29,12,0,0,0,0,0
2022-07-01,CY,30,17,4,0,0,0,0
2022-08-01,CY,29,16,0,0,0,0,0
2022-09-01,CY,26,20,2,6,0,0,5
