date,country_code,yhat,h,bic,aicc,rmse,mae,acf
2023-02-01,AT,12672349.809854373,1,-2137.1090018096443,-2195.608203500267,0.20899906486676526,0.11615374430716786,0.012671721383327533
2023-03-01,AT,10058730.523240548,2,-2137.1090018096443,-2195.608203500267,0.20899906486676526,0.11615374430716786,0.012671721383327533
2023-04-01,AT,4966405.806069322,3,-2137.1090018096443,-2195.608203500267,0.20899906486676526,0.11615374430716786,0.012671721383327533
2023-05-01,AT,5526935.170825139,4,-2137.1090018096443,-2195.608203500267,0.20899906486676526,0.11615374430716786,0.012671721383327533
2023-02-01,BE,2230089.1732459697,1,-2043.8227582121588,-2102.2808134862394,0.21434913942090084,0.1124748078880977,0.002432900968542305
2023-03-01,BE,2302374.259693453,2,-2043.8227582121588,-2102.2808134862394,0.21434913942090084,0.1124748078880977,0.002432900968542305
2023-04-01,BE,2730182.934377456,3,-2043.8227582121588,-2102.2808134862394,0.21434913942090084,0.1124748078880977,0.002432900968542305
2023-05-01,BE,2961489.7018038444,4,-2043.8227582121588,-2102.2808134862394,0.21434913942090084,0.1124748078880977,0.002432900968542305
2023-01-01,CY,293344.83981249214,1,-918.0108894388619,-939.3980831890404,0.45608277066783315,0.22023247218649772,-0.06302159184552296
2023-02-01,CY,239437.01647506026,2,-918.0108894388619,-939.3980831890404,0.45608277066783315,0.22023247218649772,-0.06302159184552296
2023-03-01,CY,278169.7694075562,3,-918.0108894388619,-939.3980831890404,0.45608277066783315,0.22023247218649772,-0.06302159184552296
2023-04-01,CY,409434.457820781,4,-918.0108894388619,-939.3980831890404,0.45608277066783315,0.22023247218649772,-0.06302159184552296
2023-02-01,CZ,3209037.011800492,1,-1225.451057271288,-1273.1538042311204,0.24117926257952546,0.10543621730855289,0.05725988222347648
2023-03-01,CZ,2941387.4457700895,2,-1225.451057271288,-1273.1538042311204,0.24117926257952546,0.10543621730855289,0.05725988222347648
2023-04-01,CZ,2449738.8385838475,3,-1225.451057271288,-1273.1538042311204,0.24117926257952546,0.10543621730855289,0.05725988222347648
2023-05-01,CZ,3252673.9826851827,4,-1225.451057271288,-1273.1538042311204,0.24117926257952546,0.10543621730855289,0.05725988222347648
