date,geo,yhat,bic,rmse,mae,acf
2022-09-01,AT,145.57368421052274,-28.365995255964958,0.0957491278614508,0.07601203832555516,0.1761661425564491
2022-10-01,AT,147.74736842104548,-28.365995255964958,0.0957491278614508,0.07601203832555516,0.1761661425564491
2022-11-01,AT,149.92105263156822,-28.365995255964958,0.0957491278614508,0.07601203832555516,0.1761661425564491
2022-12-01,AT,152.09473684209092,-28.365995255964958,0.0957491278614508,0.07601203832555516,0.1761661425564491
2022-09-01,BE,205.03157894737194,-11.544631693933507,0.14906699817661861,0.10828421970029835,-0.18723734175707632
2022-10-01,BE,209.3631578947439,-11.544631693933507,0.14906699817661861,0.10828421970029835,-0.18723734175707632
2022-11-01,BE,213.69473684211587,-11.544631693933507,0.14906699817661861,0.10828421970029835,-0.18723734175707632
2022-12-01,BE,218.0263157894878,-11.544631693933507,0.14906699817661861,0.10828421970029835,-0.18723734175707632
2022-09-01,CY,149.3263157894723,-4.459050191905472,0.17962256266550003,0.1410947348995968,-0.16452342185450383
2022-10-01,CY,151.7526315789446,-4.459050191905472,0.17962256266550003,0.1410947348995968,-0.16452342185450383
2022-11-01,CY,154.1789473684169,-4.459050191905472,0.17962256266550003,0.1410947348995968,-0.16452342185450383
2022-12-01,CY,156.6052631578892,-4.459050191905472,0.17962256266550003,0.1410947348995968,-0.16452342185450383
2022-09-01,CZ,142.61052631578897,-14.171240381001251,0.13911133260144068,0.09443871894277026,0.12632398085133034
2022-10-01,CZ,144.52105263157793,-14.171240381001251,0.13911133260144068,0.09443871894277026,0.12632398085133034
2022-11-01,CZ,146.43157894736692,-14.171240381001251,0.13911133260144068,0.09443871894277026,0.12632398085133034
2022-12-01,CZ,148.34210526315587,-14.171240381001251,0.13911133260144068,0.09443871894277026,0.12632398085133034
2022-09-01,DE,181,-12.335450373782212,0.15038521615513006,0.10612849735941433,-0.21864240209370717
2022-10-01,DE,193.5,-12.335450373782212,0.15038521615513006,0.10612849735941433,-0.21864240209370717
2022-11-01,DE,206,-12.335450373782212,0.15038521615513006,0.10612849735941433,-0.21864240209370717
2022-12-01,DE,218.5,-12.335450373782212,0.15038521615513006,0.10612849735941433,-0.21864240209370717
2022-09-01,DK,212.61052631577144,-17.276207168247392,0.12819669937804704,0.10459446501326347,-0.01896361765265063
2022-10-01,DK,217.82105263154284,-17.276207168247392,0.12819669937804704,0.10459446501326347,-0.01896361765265063
2022-11-01,DK,223.0315789473143,-17.276207168247392,0.12819669937804704,0.10459446501326347,-0.01896361765265063
2022-12-01,DK,228.24210526308573,-17.276207168247392,0.12819669937804704,0.10459446501326347,-0.01896361765265063
2022-09-01,EL,154.8897217198557,2.292101283744339,0.19506250940672185,0.15018944369647794,-0.01816852709974842
2022-10-01,EL,157.66492741431352,2.292101283744339,0.19506250940672185,0.15018944369647794,-0.01816852709974842
2022-11-01,EL,160.4401331087713,2.292101283744339,0.19506250940672185,0.15018944369647794,-0.01816852709974842
2022-12-01,EL,163.21533880322914,2.292101283744339,0.19506250940672185,0.15018944369647794,-0.01816852709974842
2022-09-01,ES,168.8263157894732,-22.27287234657943,0.11240127489712055,0.08258470516026899,-0.002653656264675855
2022-10-01,ES,172.0526315789464,-22.27287234657943,0.11240127489712055,0.08258470516026899,-0.002653656264675855
2022-11-01,ES,175.2789473684196,-22.27287234657943,0.11240127489712055,0.08258470516026899,-0.002653656264675855
2022-12-01,ES,178.5052631578928,-22.27287234657943,0.11240127489712055,0.08258470516026899,-0.002653656264675855
2022-09-01,FI,151.7421052631556,-11.54721491237363,0.14905688832003564,0.11848849850869464,-0.1072870975914672
2022-10-01,FI,154.08421052631118,-11.54721491237363,0.14905688832003564,0.11848849850869464,-0.1072870975914672
2022-11-01,FI,156.42631578946677,-11.54721491237363,0.14905688832003564,0.11848849850869464,-0.1072870975914672
2022-12-01,FI,158.76842105262236,-11.54721491237363,0.14905688832003564,0.11848849850869464,-0.1072870975914672
2022-09-01,FR,144.8315789473684,-15.176115613221523,0.1354808864756633,0.10348006255827821,0.03458818001834671
2022-10-01,FR,146.86315789473682,-15.176115613221523,0.1354808864756633,0.10348006255827821,0.03458818001834671
2022-11-01,FR,148.8947368421052,-15.176115613221523,0.1354808864756633,0.10348006255827821,0.03458818001834671
2022-12-01,FR,150.92631578947362,-15.176115613221523,0.1354808864756633,0.10348006255827821,0.03458818001834671
2022-09-01,HR,143.2105263157894,-19.356030326879743,0.12136878078354314,0.09341341239372963,0.18246321319760786
2022-10-01,HR,145.3210526315788,-19.356030326879743,0.12136878078354314,0.09341341239372963,0.18246321319760786
2022-11-01,HR,147.4315789473682,-19.356030326879743,0.12136878078354314,0.09341341239372963,0.18246321319760786
2022-12-01,HR,149.5421052631576,-19.356030326879743,0.12136878078354314,0.09341341239372963,0.18246321319760786
2022-09-01,HU,243.89999999999998,-17.335500017650734,0.13088396902277122,0.09107463725278271,-0.054281928794126084
2022-10-01,HU,265.19999999999993,-17.335500017650734,0.13088396902277122,0.09107463725278271,-0.054281928794126084
2022-11-01,HU,286.49999999999994,-17.335500017650734,0.13088396902277122,0.09107463725278271,-0.054281928794126084
2022-12-01,HU,307.79999999999995,-17.335500017650734,0.13088396902277122,0.09107463725278271,-0.054281928794126084
2022-09-01,IT,173.45263157893385,-3.6077802069747484,0.18369180307128505,0.14060852598003024,-0.18720734622716287
2022-10-01,IT,177.00526315786772,-3.6077802069747484,0.18369180307128505,0.14060852598003024,-0.18720734622716287
2022-11-01,IT,180.5578947368016,-3.6077802069747484,0.18369180307128505,0.14060852598003024,-0.18720734622716287
