country_code,date,mean,sd,preds,resid_total_hat
AT,2022-12-01,8319533.817721519,3589401.635449032,0.00877117121712409,8351017.074033068
AT,2023-01-01,8319533.817721519,3589401.635449032,0.5713577941727486,10370366.418551734
BE,2022-12-01,2594755.6607594937,1287840.7737956785,0.703590046834078,3500867.6111092307
BE,2023-01-01,2594755.6607594937,1287840.7737956785,-0.09353615755696586,2474295.9832334565
HR,2022-12-01,4792507.380753138,6746855.587627256,-0.048544391642355966,4464985.3807529425
HR,2023-01-01,4792507.380753138,6746855.587627256,-0.1176850845698306,3998503.1103427904
CY,2022-11-01,1208675.1386861317,786341.0204228141,-0.8516019225068614,539025.6139480561
CY,2022-12-01,1208675.1386861317,786341.0204228141,-1.2983532375326106,187726.72901547444
CY,2023-01-01,1208675.1386861317,786341.0204228141,-1.1744224917363348,285178.5581266782
CZ,2022-12-01,3560858.944223108,1567014.3568106366,-1.344114480250505,1454612.2564734998
CZ,2023-01-01,3560858.944223108,1567014.3568106366,-0.5300090807718775,2730327.1054135673
DK,2022-12-01,2487403.884816754,1681759.236118735,-0.4703360770498806,1696411.8431582644
DK,2023-01-01,2487403.884816754,1681759.236118735,-0.579164086091832,1513389.3338035494
FI,2022-12-01,1432996.592405063,575142.6355802678,-0.07647308601772984,1389013.6601618694
FI,2023-01-01,1432996.592405063,575142.6355802678,0.176214639746233,1534345.1447365389
FR,2022-12-01,33239956.774193548,22303835.48156836,-0.6786137223243713,18104267.955936056
FR,2023-01-01,33239956.774193548,22303835.48156836,-0.5770337581634521,20369890.76480481
DE,2022-12-01,27076108.797468353,10411202.95171831,-0.2923596179291529,24032293.48032112
DE,2023-01-01,27076108.797468353,10411202.95171831,-0.1475154792515139,25540295.20446085
GR,2022-12-01,6470850.155619596,6705980.026015368,-0.7671192570611759,1326563.7401956022
GR,2023-01-01,6470850.155619596,6705980.026015368,-0.6808167091204251,1905306.9028805103
HU,2022-12-01,1882579.1787072243,1039339.2474948764,-0.3474169101327727,1521495.1487628333
HU,2023-01-01,1882579.1787072243,1039339.2474948764,-0.46238588911660483,1402003.376660523
IT,2022-12-01,28237447.6556962,20506823.2221439,-0.7014952803303913,13852007.950792585
IT,2023-01-01,28237447.6556962,20506823.2221439,-0.7566803089585183,12720338.324206633
LV,2022-12-01,292202.78661087865,144715.67819531477,-0.08169394731521606,280380.39162070485
LV,2023-01-01,292202.78661087865,144715.67819531477,-0.495978444814682,220426.92959926446
LT,2022-12-01,425977.29515418503,263801.0067694599,0.34262729340300496,516362.7201005929
LT,2023-01-01,425977.29515418503,263801.0067694599,0.41433991354245164,535280.5814914547
LU,2022-12-01,216647.57215189873,142281.16976894383,-0.8014087048542233,102622.20416222558
LU,2023-01-01,216647.57215189873,142281.16976894383,-0.9164800543990453,86249.71794209728
MT,2022-12-01,665121.0322580645,285156.75978031463,-0.8654711379637947,418326.08687292715
MT,2023-01-01,665121.0322580645,285156.75978031463,-0.7363963150285734,455132.6451503527
NL,2022-12-01,7031879.096202532,3993776.9555520583,0.41528647499225485,8690440.649979046
NL,2023-01-01,7031879.096202532,3993776.9555520583,0.6037157960104662,9442985.330011899
PL,2022-12-01,5348669.20502092,2724638.000925838,-0.19088164567602917,4828585.81953275
PL,2023-01-01,5348669.20502092,2724638.000925838,0.1707036606501928,5813774.885725584
PT,2022-12-01,3867124.840506329,2199149.126490419,0.40283045791749894,4753009.090159332
PT,2023-01-01,3867124.840506329,2199149.126490419,0.10536202052737587,4098831.635914373
RO,2022-12-01,1727413.9601593623,958650.6812343724,0.04801187560909259,1773440.5774193588
RO,2023-01-01,1727413.9601593623,958650.6812343724,0.24491797539213844,1962204.7441155792
SK,2022-12-01,977983.5062761506,407638.06788195914,-0.28187610807651464,863080.0741977538
SK,2023-01-01,977983.5062761506,407638.06788195914,0.35043860820613393,1120835.6234365418
SI,2022-12-01,845056.6327272727,543508.8043887824,-0.330424644841248,665467.929069018
SI,2023-01-01,845056.6327272727,543508.8043887824,-0.2555374868058048,706169.7587969354
ES,2022-12-01,26272656.448101267,15533797.631093694,-0.03097097817648703,25791559.5406707
ES,2023-01-01,26272656.448101267,15533797.631093694,-0.15232588897822702,23906456.914737042
SE,2022-11-01,3386701.8680203045,2408723.2894817693,-0.11757706956322106,3103491.242254356
SE,2022-12-01,3386701.8680203045,2408723.2894817693,-0.4646723716566327,2267434.704432245
SE,2023-01-01,3386701.8680203045,2408723.2894817693,-0.09790541417209947,3150874.81673761
