time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2010-07-01,PT,32,36,18,26
2010-08-01,PT,29,34,16,26
2010-09-01,PT,32,37,17,26
2010-10-01,PT,33,32,17,24
2010-11-01,PT,33,36,19,23
2010-12-01,PT,34,32,16,22
2011-01-01,PT,49,51,25,39
2011-02-01,PT,51,44,25,36
2011-03-01,PT,49,46,25,44
2011-04-01,PT,47,44,23,36
2011-05-01,PT,47,44,25,41
2011-06-01,PT,58,42,25,38
2011-07-01,PT,54,45,25,39
2011-08-01,PT,48,44,26,38
2011-09-01,PT,52,54,27,47
2011-10-01,PT,55,53,25,49
2011-11-01,PT,52,46,27,41
2011-12-01,PT,59,50,28,36
2012-01-01,PT,52,48,26,42
2012-02-01,PT,54,52,22,48
2012-03-01,PT,55,61,23,76
2012-04-01,PT,56,53,26,49
2012-05-01,PT,54,49,37,41
2012-06-01,PT,51,42,26,45
2012-07-01,PT,50,44,25,40
2012-08-01,PT,50,50,26,43
2012-09-01,PT,51,55,28,43
2012-10-01,PT,56,48,28,40
2012-11-01,PT,58,47,30,40
2012-12-01,PT,62,48,32,40
2013-01-01,PT,53,46,28,45
2013-02-01,PT,54,50,28,41
2013-03-01,PT,56,47,29,38
2013-04-01,PT,49,45,31,38
2013-05-01,PT,53,50,34,41
2013-06-01,PT,49,47,34,41
2013-07-01,PT,50,50,38,39
2013-08-01,PT,48,49,35,39
2013-09-01,PT,49,46,44,36
2013-10-01,PT,54,47,47,37
2013-11-01,PT,53,45,48,37
2013-12-01,PT,61,49,52,39
2014-01-01,PT,56,48,46,45
2014-02-01,PT,57,51,45,40
2014-03-01,PT,55,45,41,40
2014-04-01,PT,57,45,44,37
2014-05-01,PT,52,47,46,36
2014-06-01,PT,49,43,46,39
2014-07-01,PT,55,50,48,40
2014-08-01,PT,50,48,47,37
2014-09-01,PT,53,48,50,38
2014-10-01,PT,51,47,49,35
2014-11-01,PT,53,47,55,37
2014-12-01,PT,60,49,52,37
2015-01-01,PT,52,45,51,43
2015-02-01,PT,52,49,52,40
2015-03-01,PT,50,47,52,49
2015-04-01,PT,48,43,52,35
2015-05-01,PT,45,44,46,36
2015-06-01,PT,46,41,54,36
2015-07-01,PT,50,47,59,39
2015-08-01,PT,48,49,50,38
2015-09-01,PT,50,44,57,38
2015-10-01,PT,53,46,55,40
2015-11-01,PT,50,42,57,40
2015-12-01,PT,56,48,55,41
2016-01-01,PT,59,48,52,45
2016-02-01,PT,57,50,51,47
2016-03-01,PT,58,52,53,46
2016-04-01,PT,54,49,53,47
2016-05-01,PT,55,52,52,48
2016-06-01,PT,51,50,51,49
2016-07-01,PT,51,51,51,50
2016-08-01,PT,54,53,55,50
2016-09-01,PT,52,52,49,49
2016-10-01,PT,56,53,52,51
2016-11-01,PT,57,52,55,50
2016-12-01,PT,62,56,57,51
2017-01-01,PT,55,52,50,48
2017-02-01,PT,56,56,53,53
2017-03-01,PT,55,54,50,54
2017-04-01,PT,56,58,48,53
2017-05-01,PT,56,57,51,52
2017-06-01,PT,51,56,48,50
2017-07-01,PT,55,63,49,54
2017-08-01,PT,59,66,54,54
2017-09-01,PT,53,63,52,56
2017-10-01,PT,59,61,54,55
2017-11-01,PT,58,59,56,58
2017-12-01,PT,70,65,58,64
2018-01-01,PT,58,56,53,59
2018-02-01,PT,59,63,50,62
2018-03-01,PT,64,65,54,61
2018-04-01,PT,59,64,51,59
2018-05-01,PT,57,65,50,62
2018-06-01,PT,59,68,51,66
2018-07-01,PT,63,74,54,64
2018-08-01,PT,63,79,57,68
2018-09-01,PT,61,75,53,63
2018-10-01,PT,62,69,52,66
2018-11-01,PT,67,68,56,65
2018-12-01,PT,69,74,56,73
2019-01-01,PT,59,65,50,67
2019-02-01,PT,60,66,50,66
2019-03-01,PT,61,70,52,67
2019-04-01,PT,64,73,55,70
2019-05-01,PT,60,71,56,66
2019-06-01,PT,66,80,54,78
2019-07-01,PT,68,83,59,80
2019-08-01,PT,71,94,63,85
2019-09-01,PT,65,80,59,75
2019-10-01,PT,66,78,59,74
2019-11-01,PT,69,79,63,82
2019-12-01,PT,78,82,65,87
2020-01-01,PT,67,76,52,79
2020-02-01,PT,65,77,52,87
2020-03-01,PT,75,51,95,70
2020-04-01,PT,100,47,92,78
2020-05-01,PT,82,59,91,88
2020-06-01,PT,73,68,79,80
2020-07-01,PT,71,74,77,87
2020-08-01,PT,75,86,77,86
2020-09-01,PT,69,71,72,80
2020-10-01,PT,75,68,79,84
2020-11-01,PT,74,60,90,88
2020-12-01,PT,90,67,100,87
2021-01-01,PT,78,59,85,100
2021-02-01,PT,82,53,89,86
2021-03-01,PT,76,56,92,83
2021-04-01,PT,75,67,93,96
2021-05-01,PT,70,78,84,88
2021-06-01,PT,72,81,75,90
2021-07-01,PT,71,88,83,95
2021-08-01,PT,76,100,77,97
2021-09-01,PT,68,85,65,80
2021-10-01,PT,70,83,60,79
2021-11-01,PT,69,79,66,79
2021-12-01,PT,80,76,77,89
2022-01-01,PT,68,78,63,92
2022-02-01,PT,72,80,62,83
2022-03-01,PT,72,79,71,78
2022-04-01,PT,70,84,74,81
2022-05-01,PT,67,77,68,80
2022-06-01,PT,71,85,69,87
2022-07-01,PT,74,96,74,91
2022-08-01,PT,82,99,75,95
2022-09-01,PT,73,88,68,83
