time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2004-01-01,PT,29,22,14,16
2004-02-01,PT,27,21,9,12
2004-03-01,PT,32,24,13,22
2004-04-01,PT,29,24,14,16
2004-05-01,PT,33,25,16,23
2004-06-01,PT,31,23,9,22
2004-07-01,PT,29,30,17,18
2004-08-01,PT,25,23,12,11
2004-09-01,PT,31,26,17,16
2004-10-01,PT,33,35,17,39
2004-11-01,PT,37,38,19,27
2004-12-01,PT,36,33,22,22
2005-01-01,PT,33,32,18,25
2005-02-01,PT,35,31,21,22
2005-03-01,PT,33,26,18,19
2005-04-01,PT,38,35,20,26
2005-05-01,PT,37,33,20,23
2005-06-01,PT,34,28,22,20
2005-07-01,PT,35,35,23,22
2005-08-01,PT,31,31,21,22
2005-09-01,PT,32,32,23,21
2005-10-01,PT,34,31,25,20
2005-11-01,PT,36,36,26,25
2005-12-01,PT,39,39,22,27
2006-01-01,PT,37,34,22,27
2006-02-01,PT,34,38,19,29
2006-03-01,PT,40,35,23,25
2006-04-01,PT,40,36,21,28
2006-05-01,PT,43,42,23,24
2006-06-01,PT,36,38,22,28
2006-07-01,PT,35,39,25,27
2006-08-01,PT,34,34,24,22
2006-09-01,PT,41,38,29,27
2006-10-01,PT,44,40,26,30
2006-11-01,PT,44,40,31,30
2006-12-01,PT,44,42,25,29
2007-01-01,PT,42,40,25,32
2007-02-01,PT,43,43,23,29
2007-03-01,PT,43,44,23,37
2007-04-01,PT,41,42,24,32
2007-05-01,PT,42,41,26,34
2007-06-01,PT,43,42,26,32
2007-07-01,PT,41,42,26,33
2007-08-01,PT,42,40,23,28
2007-09-01,PT,41,40,27,32
2007-10-01,PT,45,43,25,34
2007-11-01,PT,44,45,30,37
2007-12-01,PT,46,45,28,32
2008-01-01,PT,44,44,25,39
2008-02-01,PT,43,42,21,32
2008-03-01,PT,43,45,21,38
2008-04-01,PT,45,44,22,36
2008-05-01,PT,45,50,23,42
2008-06-01,PT,38,38,21,34
2008-07-01,PT,42,43,23,36
2008-08-01,PT,38,42,21,32
2008-09-01,PT,42,43,23,32
2008-10-01,PT,43,40,24,30
2008-11-01,PT,43,44,22,36
2008-12-01,PT,45,44,26,34
2009-01-01,PT,43,43,24,39
2009-02-01,PT,42,43,19,35
2009-03-01,PT,43,41,22,39
2009-04-01,PT,43,42,22,36
2009-05-01,PT,42,44,21,33
2009-06-01,PT,40,37,22,31
2009-07-01,PT,39,41,23,31
2009-08-01,PT,37,39,22,30
2009-09-01,PT,39,42,23,33
2009-10-01,PT,42,43,25,29
2009-11-01,PT,42,41,28,30
2009-12-01,PT,46,46,25,31
2010-01-01,PT,41,40,22,30
2010-02-01,PT,40,42,21,31
2010-03-01,PT,40,41,20,34
2010-04-01,PT,40,42,21,30
2010-05-01,PT,37,37,19,26
2010-06-01,PT,32,37,18,28
