country,TrainRMSE,TrainRsquared,TrainMAE,method
Austria,0.3916951006475197,0.8597414422295157,0.3105043275154902,RAI
Austria,0.5592520507279771,0.7714845868871244,0.43733226089455673,svmRadialSigma
Austria,0.49205730314749635,0.7867339116790897,0.3931533352066759,gbm
Austria,0.6002344801606979,0.7632204982045804,0.48626301892252344,rf
Austria,0.563072047500799,0.7620819106125263,0.41641248825775523,brnn
Austria,0.519800412930548,0.7662872680343705,0.4006459633749991,xgbTree
Austria,0.418791888575536,0.8424299515757876,0.32285393993744727,svmPoly
Austria,0.5280360566527905,0.7661283160262486,0.41163227404312797,svmLinear3
Belgium,0.5873811743266083,0.5845666896798128,0.4419475965606987,RAI
Belgium,0.5042342264460054,0.7263345123869636,0.37037220595451015,svmRadialSigma
Belgium,0.40517841901864,0.8062596866095681,0.31584985928714177,gbm
Belgium,0.4792541854411256,0.7587808169794539,0.3722268374435908,rf
Belgium,0.4837628301900199,0.752776445492048,0.36936601547402387,brnn
Belgium,0.462665828929435,0.7483232434380275,0.3445377579119083,xgbTree
Belgium,0.39348939088571816,0.8203864719919818,0.30764417864055654,svmPoly
Belgium,0.509507615509887,0.7101098562798112,0.4042348611034919,svmLinear3
Cyprus,0.32804822483126006,0.8931270975203415,0.24998716235270552,RAI
Cyprus,0.37762723123596176,0.8712420337691013,0.2875346359747013,svmRadialSigma
Cyprus,0.29750244245719476,0.9187902828776314,0.2289156468384833,gbm
Cyprus,0.35346096409497396,0.9102048925270703,0.2875887025561995,rf
Cyprus,0.3572453451382955,0.895420123049628,0.2589211911959015,brnn
Cyprus,0.32448158570162244,0.8998865999452891,0.24660402992931427,xgbTree
Cyprus,0.22950555372339929,0.9523515948914145,0.18310099599633742,svmPoly
Cyprus,0.4689559880919635,0.8183600055691395,0.3847148358227612,svmLinear3
Czech Republic,0.6692479665217078,0.5784200016743687,0.5053721867768132,RAI
Czech Republic,0.7513932010025263,0.5278565256451266,0.4994036583622342,svmRadialSigma
Czech Republic,0.6028500634975144,0.6475833244929731,0.4464276116235525,gbm
Czech Republic,0.6802264057833739,0.6067159648091678,0.4935706384371921,rf
Czech Republic,0.7043720602042971,0.6032401177635598,0.5286383135810029,brnn
Czech Republic,0.6803253158474056,0.5948181846895575,0.4669546084126504,xgbTree
Czech Republic,0.725339617893572,0.5409277424084793,0.5114790630162704,svmPoly
Czech Republic,0.6458601498160044,0.6218488549461869,0.4793791055253753,svmLinear3
Germany,0.3556419359662907,0.888517423111422,0.2818472860821398,RAI
Germany,0.415403123608469,0.8641438274012715,0.2978885534984719,svmRadialSigma
Germany,0.3197674373116162,0.9166480010104268,0.24482252145711614,gbm
Germany,0.37610022347985733,0.8990190088927938,0.28239455276314734,rf
Germany,0.3578696635900557,0.8974385932754599,0.2801995653905255,brnn
Germany,0.350167008925214,0.8925350045009869,0.25147240812401683,xgbTree
Germany,0.2821429809719804,0.9358023290506096,0.20938309883261477,svmPoly
Germany,0.45055320971080354,0.846183040016071,0.3484639312231535,svmLinear3
Denmark,0.33081999587139854,0.8771656331297466,0.2550141142396501,RAI
Denmark,0.41845590539580346,0.8521593695033859,0.2750020436525908,svmRadialSigma
Denmark,0.3540266743115301,0.8507652090849389,0.2585593753417621,gbm
Denmark,0.38991561094457894,0.8311639278837936,0.27353881179685263,rf
Denmark,0.4321400554890179,0.8188500489201354,0.3154032826976433,brnn
Denmark,0.4147251872547528,0.8029840640501971,0.2715938822973374,xgbTree
Denmark,0.330162529305491,0.9000622485570183,0.2357354583572369,svmPoly
Denmark,0.35738865706403045,0.862022526850064,0.2714425752357372,svmLinear3
Greece,0.4229664775256239,0.8675754728502897,0.3254207758922515,RAI
Greece,0.2716030197823476,0.9516250558745007,0.20536495835664056,svmRadialSigma
Greece,0.273049035082078,0.9480783177313451,0.19615064089337406,gbm
Greece,0.3002917897007077,0.9451076885287752,0.21829105708108817,rf
Greece,0.3524218361601909,0.91548761558352,0.2553985788876922,brnn
Greece,0.2664314809849347,0.9468718826039285,0.18458934167263222,xgbTree
Greece,0.2510995941513361,0.9536488097578144,0.1910874366584352,svmPoly
Greece,0.566515734559939,0.7958975977093483,0.44869679674491864,svmLinear3
Spain,0.2621344923059449,0.9355792250612128,0.20741617874225962,RAI
Spain,0.30656706006942663,0.9241567771834295,0.21425774974319178,svmRadialSigma
Spain,0.30352383501924063,0.9158567305920171,0.22601285672917482,gbm
Spain,0.3716850973860847,0.8931148747680469,0.26705742575289154,rf
Spain,0.3327312453772806,0.9025477035571681,0.24201755321741966,brnn
Spain,0.35458670684714344,0.8861810416462886,0.25183320244265583,xgbTree
Spain,0.24578231451111596,0.9418954503437694,0.17624606008175103,svmPoly
Spain,0.3584005137647974,0.884811251445147,0.2563316591561112,svmLinear3
Finland,0.5914348150276949,0.6219142914007623,0.451018846630331,RAI
Finland,0.6638656958092345,0.615089889208604,0.4704636783784458,svmRadialSigma
Finland,0.596033901998241,0.6217435051905903,0.4454785285058872,gbm
Finland,0.6826979259353501,0.5793093983290605,0.5081996817530011,rf
Finland,0.6890777706312968,0.616237243332016,0.5249981584541984,brnn
Finland,0.6452774945466347,0.5606004549091718,0.460280933080697,xgbTree
Finland,0.5081706117603477,0.7281422015417062,0.3971048560181627,svmPoly
Finland,0.6455953271339046,0.5996488276923089,0.4965411595025732,svmLinear3
France,0.3362372814896024,0.8907004197509689,0.2596824563047202,RAI
France,0.3373470542006517,0.9212881145847173,0.2386992744160467,svmRadialSigma
France,0.2974709849765802,0.9200022254156017,0.20974201604513676,gbm
