geo,date,yhat
AT,2023-03-01,129.7
BE,2023-03-01,122.7
BG,2023-03-01,119
CY,2023-03-01,130.2
CZ,2023-03-01,113.9
DE,2023-03-01,95.4
DK,2023-03-01,142.4
EE,2023-03-01,121.5
EL,2023-03-01,114.4
ES,2023-03-01,104.9
FI,2023-03-01,120.6
FR,2023-03-01,96.3
HR,2023-03-01,109.8
HU,2023-03-01,120.4
IT,2023-03-01,103.9
LT,2023-03-01,145.6
LV,2023-03-01,116.2
MT,2023-03-01,110.4
PL,2023-03-01,151.2
PT,2023-03-01,97.2
RO,2023-03-01,106.8
SE,2023-03-01,119.3
SI,2023-03-01,133.7
SK,2023-03-01,105.8
