country_code,date,resid_total,resid_total_sqrt,resid_total_log,resid_total_std,mean,sd,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
AT,2004-01-01,9881024,3143.4096137792794,16.106126708078108,0.42761860805806207,8345111.957286432,3591780.1839554687,0.79,0.78,0.89,0.57,0.43,0.73,0.58,0.66,0.65,0.41,0.66
AT,2004-02-01,11704874,3421.238664577495,16.27551589421871,0.9354030231921404,8345111.957286432,3591780.1839554687,0.84,0.76,0.78,0.29,0.93,0.19,0.26,0.65,0.68,0.39,0.48
AT,2004-03-01,9105015,3017.4517394649415,16.024335918588946,0.2115672462663681,8345111.957286432,3591780.1839554687,0.94,0.65,0.79,0.26,1,0.46,0.64,0.71,0.7,0.46,0.63
AT,2004-04-01,5725945,2392.8946905369653,15.56051815928495,-0.729211372395863,8345111.957286432,3591780.1839554687,0.84,0.6,0.85,0.24,0.38,0.64,0.4,0.66,0.73,0.45,0.59
AT,2004-05-01,5487056,2342.446584236234,15.517902421930348,-0.7957212888621101,8345111.957286432,3591780.1839554687,0.76,0.59,0.89,0.22,0.4,0.5,0.6,0.67,0.67,0.41,0.48
AT,2004-06-01,7376325,2715.939064117603,15.81378610507,-0.2697233426516514,8345111.957286432,3591780.1839554687,0.81,0.63,0.96,1,0,0.44,1,0.66,0.7,0.51,0.59
AT,2004-07-01,10921631,3304.789100684036,16.20625587610245,0.7173376183272332,8345111.957286432,3591780.1839554687,0.8,0.67,1,0.47,0.36,1,0.7,0.63,0.67,0.47,0.53
AT,2004-08-01,13353057,3654.1834929297133,16.407255905360653,1.3942793785332763,8345111.957286432,3591780.1839554687,0.93,0.6,0.89,0.12,0.45,0.72,0.49,0.57,0.64,0.42,0.55
AT,2004-09-01,7724524,2779.3027902695308,15.859910760726631,-0.17278004930775198,8345111.957286432,3591780.1839554687,0.73,0.62,0.77,0.15,0.9,0.22,0.3,0.65,0.68,0.44,0.47
AT,2004-10-01,4838332,2199.620876423935,15.39208059119573,-0.9763347915752937,8345111.957286432,3591780.1839554687,0.78,0.57,0.65,0,0.3,0.39,0.36,0.68,0.69,0.41,0.48
AT,2004-11-01,2871048,1694.4167137985862,14.870187677876713,-1.5240531649846367,8345111.957286432,3591780.1839554687,0.71,0.66,0.57,0.16,0.31,0,0.37,0.79,0.82,0.47,0.61
AT,2004-12-01,6279333,2505.8597327065218,15.652774322612597,-0.575140696670218,8345111.957286432,3591780.1839554687,0.69,0.64,0.86,0.32,0.76,0.36,0.5,0.78,0.68,0.48,0.48
AT,2005-01-01,10692001,3269.8625353369216,16.185006449768814,0.6534055322196923,8345111.957286432,3591780.1839554687,0.66,0.71,0.8,0.16,0.49,0,0.42,0.69,0.66,0.45,0.57
AT,2005-02-01,11374506,3372.611154580379,16.246885093286814,0.8434241205087973,8345111.957286432,3591780.1839554687,0.69,0.67,0.66,0.36,0.59,0.27,0.89,0.69,0.68,0.42,0.51
AT,2005-03-01,11316881,3364.057223056707,16.2418060627386,0.8273805440512481,8345111.957286432,3591780.1839554687,0.74,0.57,0.65,0.51,0,0.25,0.73,0.7,0.66,0.54,0.5
AT,2005-04-01,4257535,2063.3795094456086,15.264200912272036,-1.1380365022185084,8345111.957286432,3591780.1839554687,0.71,0.5,0.63,0.18,0,0.41,0.53,0.67,0.75,0.49,0.61
