date,country_code,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2012-11-01,DE,50,32,17,15,30,28,26,61,69,59,73
2012-12-01,DE,44,29,15,14,28,28,20,65,67,65,72
2013-01-01,DE,39,34,18,23,34,47,20,58,73,56,75
2013-02-01,DE,43,34,17,23,38,47,27,58,70,54,79
2013-03-01,DE,51,37,18,23,31,57,24,57,69,54,76
2013-04-01,DE,49,39,19,23,34,53,32,52,65,56,70
2013-05-01,DE,58,40,21,26,35,62,33,56,70,52,71
2013-06-01,DE,57,45,21,25,38,66,28,55,67,53,72
2013-07-01,DE,68,47,22,26,35,79,33,55,66,51,69
2013-08-01,DE,66,43,21,25,37,67,27,54,71,54,71
2013-09-01,DE,52,35,21,22,39,37,26,54,62,59,66
2013-10-01,DE,59,35,18,18,42,36,24,58,61,61,65
2013-11-01,DE,48,32,17,19,36,37,25,60,70,61,69
2013-12-01,DE,48,30,14,17,33,34,21,65,65,63,69
2014-01-01,DE,44,35,16,16,40,47,26,55,65,53,71
2014-02-01,DE,44,33,18,18,33,43,28,55,62,53,63
2014-03-01,DE,46,37,19,21,35,56,24,53,61,58,61
2014-04-01,DE,54,39,17,21,32,55,29,54,59,54,59
2014-05-01,DE,54,42,21,25,38,53,33,59,63,57,64
2014-06-01,DE,57,46,22,31,45,74,30,53,60,53,58
2014-07-01,DE,74,68,27,31,59,99,44,51,63,53,63
2014-08-01,DE,65,45,22,23,46,64,32,58,67,56,65
2014-09-01,DE,54,39,24,23,43,47,29,55,61,56,60
2014-10-01,DE,62,37,17,20,35,43,34,57,63,57,59
2014-11-01,DE,48,32,16,17,38,29,27,59,67,59,64
2014-12-01,DE,46,30,14,17,33,40,25,68,67,64,70
2015-01-01,DE,38,32,17,18,39,45,25,59,64,55,67
2015-02-01,DE,37,34,16,19,37,38,22,58,65,56,63
2015-03-01,DE,48,41,20,23,38,52,31,57,62,55,59
2015-04-01,DE,53,39,19,21,35,49,25,56,60,55,59
2015-05-01,DE,63,42,20,26,40,66,29,56,61,52,60
2015-06-01,DE,65,46,21,28,44,72,35,54,61,56,60
2015-07-01,DE,69,46,22,29,42,80,33,57,64,54,63
2015-08-01,DE,66,42,19,23,44,67,32,54,64,54,64
2015-09-01,DE,54,39,23,19,44,42,31,54,59,54,60
2015-10-01,DE,60,36,18,16,36,28,23,58,60,61,57
2015-11-01,DE,45,34,18,16,35,34,37,56,63,62,60
2015-12-01,DE,50,33,16,17,33,30,20,66,64,62,65
2016-01-01,DE,41,34,22,17,39,45,27,63,71,57,74
2016-02-01,DE,43,34,17,17,37,48,28,63,69,59,67
2016-03-01,DE,50,40,18,19,39,42,24,61,67,55,66
2016-04-01,DE,52,36,18,20,39,42,27,57,66,59,63
2016-05-01,DE,64,39,18,22,40,63,38,60,68,56,64
2016-06-01,DE,57,43,20,22,44,64,36,60,70,57,74
2016-07-01,DE,73,51,23,24,44,100,42,61,75,57,81
2016-08-01,DE,64,41,18,22,35,61,33,57,71,57,70
2016-09-01,DE,53,35,19,21,43,47,27,57,70,60,70
2016-10-01,DE,54,34,18,16,38,36,23,64,75,66,71
2016-11-01,DE,45,31,16,16,38,25,23,65,71,69,72
2016-12-01,DE,49,31,14,14,37,37,23,71,73,67,71
2017-01-01,DE,40,33,16,20,0,47,24,63,73,63,82
2017-02-01,DE,44,34,18,18,0,42,23,62,72,59,73
2017-03-01,DE,50,37,18,19,0,47,28,59,72,63,69
2017-04-01,DE,57,40,18,23,0,57,27,65,75,64,72
2017-05-01,DE,60,39,18,22,0,61,34,58,69,64,70
2017-06-01,DE,65,42,20,22,0,72,31,64,79,64,86
2017-07-01,DE,70,45,21,26,0,94,29,63,83,61,88
2017-08-01,DE,66,47,19,23,0,67,32,65,77,65,79
2017-09-01,DE,55,38,19,21,0,46,28,66,80,72,90
2017-10-01,DE,62,38,19,18,0,40,25,69,81,68,84
2017-11-01,DE,49,33,17,19,0,29,23,69,77,71,76
2017-12-01,DE,49,33,14,18,0,36,20,79,78,72,85
2018-01-01,DE,41,37,17,19,0,46,29,68,81,66,89
2018-02-01,DE,43,36,18,21,0,52,28,63,81,65,91
2018-03-01,DE,51,38,18,19,0,47,27,68,84,69,93
2018-04-01,DE,53,38,17,21,0,44,25,59,76,70,74
2018-05-01,DE,58,41,17,23,0,59,24,63,77,72,76
2018-06-01,DE,65,47,20,23,0,70,30,64,77,68,86
2018-07-01,DE,73,43,19,24,0,94,26,65,80,68,85
2018-08-01,DE,67,40,18,22,0,77,30,65,82,68,79
2018-09-01,DE,53,37,17,20,0,46,23,69,81,69,89
2018-10-01,DE,60,37,17,19,0,43,25,70,86,74,88
2018-11-01,DE,40,31,13,17,0,33,25,73,85,75,85
2018-12-01,DE,45,31,14,15,0,27,20,83,82,81,87
2019-01-01,DE,36,33,14,20,0,39,23,70,83,75,94
2019-02-01,DE,39,33,15,16,0,40,25,71,85,75,87
2019-03-01,DE,43,35,16,19,0,43,26,69,88,73,91
2019-04-01,DE,51,36,15,19,0,50,23,71,84,78,83
2019-05-01,DE,53,44,30,21,0,62,30,74,83,75,83
2019-06-01,DE,64,44,19,26,0,69,28,69,87,80,91
2019-07-01,DE,67,42,20,25,0,74,29,69,92,72,92
2019-08-01,DE,62,41,17,21,0,67,20,71,98,70,91
2019-09-01,DE,59,38,18,22,0,56,26,69,85,76,91
2019-10-01,DE,58,37,17,20,0,39,20,73,87,74,90
2019-11-01,DE,45,33,15,17,0,34,23,76,89,80,93
2019-12-01,DE,42,31,14,17,0,26,22,86,88,87,90
2020-01-01,DE,41,34,16,19,0,41,25,73,87,68,90
2020-02-01,DE,52,42,35,17,0,41,35,73,85,75,89
2020-03-01,DE,100,68,100,11,0,42,57,88,70,92,81
2020-04-01,DE,57,36,40,8,0,35,25,88,59,100,78
2020-05-01,DE,54,34,29,10,0,51,26,86,75,84,86
2020-06-01,DE,63,38,28,12,0,56,31,85,84,85,89
2020-07-01,DE,80,46,42,13,0,87,39,81,91,73,98
2020-08-01,DE,87,48,47,14,0,71,38,76,91,73,90
2020-09-01,DE,71,43,45,9,0,52,38,76,92,87,85
2020-10-01,DE,65,43,41,12,0,44,36,83,80,83,88
2020-11-01,DE,31,20,9,9,0,30,15,85,64,91,79
2020-12-01,DE,33,19,8,7,0,28,20,100,64,100,84
2021-01-01,DE,26,20,8,9,0,25,20,89,64,86,88
2021-02-01,DE,27,18,7,8,0,26,15,86,64,93,88
2021-03-01,DE,32,21,7,10,0,27,16,86,67,89,88
2021-04-01,DE,29,21,8,8,0,31,19,84,66,88,88
2021-05-01,DE,41,26,9,10,0,41,21,80,82,88,98
2021-06-01,DE,53,34,12,14,0,54,28,76,90,79,96
2021-07-01,DE,62,39,12,13,0,58,43,77,97,76,98
2021-08-01,DE,64,40,16,17,0,55,35,77,100,74,100
2021-09-01,DE,50,34,12,14,0,35,28,73,94,76,93
2021-10-01,DE,54,33,12,11,0,37,29,76,95,79,94
2021-11-01,DE,47,33,12,12,0,28,34,84,78,87,82
2021-12-01,DE,50,32,11,9,0,25,27,83,76,83,82
2022-01-01,DE,44,31,10,9,0,42,23,78,82,69,92
2022-02-01,DE,51,34,11,13,0,40,28,72,75,66,85
2022-03-01,DE,55,33,12,14,0,44,30,69,72,67,75
2022-04-01,DE,64,37,13,16,0,43,28,75,83,73,82
2022-05-01,DE,66,37,14,19,0,47,32,68,82,75,81
2022-06-01,DE,81,43,15,18,0,55,26,68,82,73,88
2022-07-01,DE,74,43,16,17,0,56,28,71,87,73,90
2022-08-01,DE,76,39,15,17,0,57,27,71,84,68,85
2022-09-01,DE,62,35,15,14,0,41,24,66,75,62,75
2022-10-01,DE,64,34,13,14,0,35,19,71,84,69,83
2022-11-01,DE,49,34,13,12,0,28,33,72,72,71,76
2022-12-01,DE,50,31,12,13,0,31,21,79,75,83,81
2023-01-01,DE,50,32,13,13,0,36,23,69,78,66,86
2023-02-01,DE,48,31,12,12,0,27,14,66,76,66,78
2023-03-01,DE,60,34,12,15,0,39,20,65,72,64,71
2023-04-01,DE,65,35,15,18,0,43,19,73,77,69,76
2004-01-01,DK,36,30,28,93,0,66,0,61,77,37,52
2004-02-01,DK,15,32,30,0,100,100,85,62,80,38,52
2004-03-01,DK,41,34,55,95,0,42,59,63,83,38,54
2004-04-01,DK,100,39,71,37,0,0,0,58,84,34,53
2004-05-01,DK,26,38,61,82,0,43,0,53,77,36,50
2004-06-01,DK,45,42,76,42,0,0,100,57,77,41,45
2004-07-01,DK,63,41,100,100,40,51,0,51,69,36,41
2004-08-01,DK,56,38,55,79,0,0,0,59,78,39,41
2004-09-01,DK,52,30,53,0,19,0,0,68,87,40,58
2004-10-01,DK,46,25,46,79,22,42,0,67,83,42,54
2004-11-01,DK,39,24,30,40,14,0,0,68,88,51,53
2004-12-01,DK,49,24,39,21,32,26,0,84,75,61,53
2005-01-01,DK,46,26,38,19,27,0,0,71,82,47,52
2005-02-01,DK,36,26,41,55,0,0,0,70,96,44,45
2005-03-01,DK,32,25,39,40,15,0,0,67,91,42,58
2005-04-01,DK,39,29,36,37,0,21,0,65,87,44,44
2005-05-01,DK,47,38,44,60,17,22,0,66,84,46,53
2005-06-01,DK,53,29,36,0,14,26,0,60,79,43,40
2005-07-01,DK,56,35,54,35,0,49,31,57,72,44,49
2005-08-01,DK,37,33,47,18,10,35,0,67,84,49,50
2005-09-01,DK,44,26,38,0,8,22,0,67,85,46,44
2005-10-01,DK,59,25,43,26,15,0,20,67,87,46,54
2005-11-01,DK,37,25,40,19,11,16,0,70,88,52,50
2005-12-01,DK,36,20,26,16,0,0,13,86,74,66,45
2006-01-01,DK,48,24,35,13,0,15,12,65,88,50,59
2006-02-01,DK,31,27,33,0,0,0,35,63,82,46,48
2006-03-01,DK,35,22,21,19,0,19,0,69,90,47,48
2006-04-01,DK,43,25,30,37,18,14,32,66,82,47,49
2006-05-01,DK,46,29,30,18,0,65,30,61,82,49,45
2006-06-01,DK,48,33,55,14,24,30,18,60,83,47,53
2006-07-01,DK,50,30,55,33,12,61,30,55,70,46,44
2006-08-01,DK,44,24,32,13,15,25,10,68,88,53,53
2006-09-01,DK,40,20,36,0,12,0,0,70,88,49,57
2006-10-01,DK,44,21,26,29,7,45,0,69,92,54,55
2006-11-01,DK,19,17,30,14,5,0,8,73,97,58,58
2006-12-01,DK,27,18,21,14,0,0,0,84,80,68,54
2007-01-01,DK,27,22,34,0,0,0,21,69,87,52,58
2007-02-01,DK,34,20,30,30,7,13,8,69,96,47,57
2007-03-01,DK,43,23,30,19,13,9,0,65,91,48,53
2007-04-01,DK,59,26,38,38,8,0,28,59,87,49,54
2007-05-01,DK,51,27,37,25,4,19,14,63,85,47,51
2007-06-01,DK,51,28,41,30,6,29,0,62,84,48,50
2007-07-01,DK,62,32,48,18,12,37,0,57,79,45,51
2007-08-01,DK,63,26,36,17,0,16,11,63,84,50,49
2007-09-01,DK,42,21,27,13,13,0,8,66,83,50,54
2007-10-01,DK,31,18,23,12,10,19,14,68,81,50,49
2007-11-01,DK,24,18,22,17,6,0,0,68,85,51,50
2007-12-01,DK,24,16,22,5,10,16,0,79,81,74,56
2008-01-01,DK,26,19,28,6,17,8,0,62,80,54,50
2008-02-01,DK,36,19,33,9,16,17,5,64,81,46,53
2008-03-01,DK,29,19,23,9,5,14,18,64,85,49,53
2008-04-01,DK,35,20,28,22,5,8,10,61,79,43,49
2008-05-01,DK,36,22,37,18,8,16,0,58,73,46,50
2008-06-01,DK,38,24,35,0,11,28,0,60,75,48,54
2008-07-01,DK,63,23,29,19,0,27,0,50,68,40,46
2008-08-01,DK,39,23,25,11,3,9,11,61,75,49,51
2008-09-01,DK,31,17,25,0,11,15,5,58,75,44,49
2008-10-01,DK,44,17,22,16,0,9,7,63,70,47,50
2008-11-01,DK,31,14,17,0,3,0,9,65,75,50,50
2008-12-01,DK,31,12,16,4,6,0,13,78,67,80,50
2009-01-01,DK,31,18,21,5,13,5,0,65,69,50,50
2009-02-01,DK,29,17,26,11,8,8,0,58,73,46,52
2009-03-01,DK,35,18,25,11,3,6,12,61,68,46,53
2009-04-01,DK,37,19,27,15,12,17,0,55,64,45,44
2009-05-01,DK,46,21,29,9,7,17,4,56,64,46,48
2009-06-01,DK,69,23,34,20,10,9,4,56,65,48,45
2009-07-01,DK,65,22,33,12,8,21,5,49,61,41,43
2009-08-01,DK,54,22,25,18,8,0,9,57,66,47,46
2009-09-01,DK,65,19,21,12,4,14,0,56,57,41,43
2009-10-01,DK,42,16,18,9,6,16,5,58,61,49,47
2009-11-01,DK,39,17,17,9,3,4,12,57,65,51,42
2009-12-01,DK,32,15,19,12,0,9,0,67,57,66,42
2010-01-01,DK,36,17,19,11,5,12,5,56,60,48,46
2010-02-01,DK,35,17,22,16,6,11,4,59,59,44,40
2010-03-01,DK,41,18,24,14,5,28,4,57,68,42,40
2010-04-01,DK,59,23,22,17,4,7,5,53,60,45,42
2010-05-01,DK,51,20,24,6,2,7,0,54,59,46,38
2010-06-01,DK,55,21,29,11,8,33,11,48,53,38,37
2010-07-01,DK,65,20,28,8,7,23,0,39,48,34,32
2010-08-01,DK,34,17,24,5,7,14,12,49,53,39,40
2010-09-01,DK,38,15,22,10,6,0,0,50,56,37,39
2010-10-01,DK,39,14,21,4,6,4,9,49,52,42,40
2010-11-01,DK,32,13,18,6,7,9,3,52,55,42,39
2010-12-01,DK,28,12,15,0,6,12,3,61,47,55,37
2011-01-01,DK,26,14,19,7,3,7,7,65,75,58,54
2011-02-01,DK,34,18,20,11,7,10,6,67,78,51,52
2011-03-01,DK,30,14,18,5,8,7,6,68,81,50,54
2011-04-01,DK,30,15,21,8,7,8,6,67,72,55,52
2011-05-01,DK,36,17,22,6,7,11,5,64,77,53,56
2011-06-01,DK,41,17,24,17,9,15,3,63,75,54,54
2011-07-01,DK,49,18,27,11,6,30,8,62,72,53,52
2011-08-01,DK,45,16,23,8,5,10,3,69,80,58,55
2011-09-01,DK,37,13,19,5,4,8,2,66,82,55,57
2011-10-01,DK,37,13,21,9,8,7,3,69,83,60,59
2011-11-01,DK,28,12,19,4,4,4,5,76,90,65,76
2011-12-01,DK,32,11,17,7,3,13,5,87,77,83,64
2012-01-01,DK,34,14,23,6,6,4,7,68,82,62,64
2012-02-01,DK,34,15,23,6,6,12,4,70,83,63,57
2012-03-01,DK,38,14,19,11,5,10,5,69,85,61,61
2012-04-01,DK,39,16,23,11,8,12,5,76,90,73,79
2012-05-01,DK,45,17,26,14,5,13,3,67,75,64,59
2012-06-01,DK,38,17,26,15,9,14,4,72,82,68,65
2012-07-01,DK,56,17,26,8,6,19,6,63,77,55,60
2012-08-01,DK,48,15,22,7,6,15,3,68,79,62,64
2012-09-01,DK,42,14,21,9,7,9,3,79,84,66,63
2012-10-01,DK,40,12,19,7,3,11,5,75,81,64,62
2012-11-01,DK,28,10,16,7,3,6,10,77,84,70,69
2012-12-01,DK,24,10,11,5,5,11,3,96,74,98,64
2013-01-01,DK,30,13,19,10,8,10,7,77,80,66,72
2013-02-01,DK,27,13,18,3,5,12,5,75,84,63,61
2013-03-01,DK,27,13,18,6,7,13,3,79,86,71,64
2013-04-01,DK,38,14,22,11,6,20,4,72,83,68,68
2013-05-01,DK,39,15,19,7,4,15,3,73,81,67,59
2013-06-01,DK,45,17,24,12,9,14,6,71,79,64,64
2013-07-01,DK,54,17,25,9,9,23,3,66,70,59,58
2013-08-01,DK,46,15,21,9,10,15,7,76,80,63,70
2013-09-01,DK,40,13,19,5,8,2,7,75,73,59,54
2013-10-01,DK,33,13,21,5,6,7,4,81,79,60,60
2013-11-01,DK,30,11,16,8,5,11,4,77,76,69,56
2013-12-01,DK,27,10,14,5,5,9,3,96,70,94,59
2014-01-01,DK,25,14,22,6,10,16,8,74,75,64,61
2014-02-01,DK,26,16,17,6,7,13,7,76,79,58,54
2014-03-01,DK,36,18,19,9,7,9,8,76,80,59,58
2014-04-01,DK,37,15,19,9,6,18,5,77,73,70,58
2014-05-01,DK,41,16,20,10,6,16,6,71,76,66,58
2014-06-01,DK,48,17,25,11,11,25,7,68,74,66,63
2014-07-01,DK,66,19,24,10,5,25,8,63,72,61,50
2014-08-01,DK,56,17,24,10,6,17,8,77,79,69,65
2014-09-01,DK,43,14,19,7,11,11,2,76,72,61,59
2014-10-01,DK,38,13,19,11,7,11,5,75,78,62,60
2014-11-01,DK,28,12,18,6,5,11,5,79,78,69,61
2014-12-01,DK,29,12,16,6,6,7,5,95,71,100,62
2015-01-01,DK,30,14,19,5,7,11,6,74,74,63,58
2015-02-01,DK,28,15,20,7,5,8,9,80,85,56,59
2015-03-01,DK,38,15,20,9,7,14,9,78,82,61,61
2015-04-01,DK,43,15,20,6,6,11,7,75,75,68,60
2015-05-01,DK,39,16,21,9,7,13,8,77,83,67,66
2015-06-01,DK,49,19,23,14,6,10,9,70,77,57,64
2015-07-01,DK,60,19,24,12,9,20,7,65,76,58,62
2015-08-01,DK,57,18,24,10,12,23,7,71,76,62,62
2015-09-01,DK,41,14,19,9,6,5,4,72,77,54,64
2015-10-01,DK,35,14,19,4,5,13,5,78,77,58,63
2015-11-01,DK,30,13,17,8,4,13,7,75,73,69,63
2015-12-01,DK,25,13,15,7,6,8,7,94,75,91,69
2016-01-01,DK,38,16,21,7,9,13,8,73,75,63,67
2016-02-01,DK,38,15,17,7,9,14,7,75,83,54,64
2016-03-01,DK,34,16,21,6,6,20,5,73,78,61,65
2016-04-01,DK,42,16,19,12,4,19,8,72,79,61,71
2016-05-01,DK,51,17,22,7,5,12,7,70,73,64,68
2016-06-01,DK,51,18,21,13,6,14,8,68,72,58,64
2016-07-01,DK,64,19,25,8,9,23,5,67,82,56,66
2016-08-01,DK,53,17,22,9,7,22,8,71,79,54,67
2016-09-01,DK,47,14,18,9,8,10,2,68,76,51,64
2016-10-01,DK,36,14,17,6,6,14,3,75,78,54,63
2016-11-01,DK,37,14,16,5,7,10,4,70,78,63,64
2016-12-01,DK,33,13,14,7,5,10,4,93,74,82,68
2017-01-01,DK,32,16,20,6,5,17,8,69,84,55,67
2017-02-01,DK,34,16,17,10,7,12,7,70,83,47,62
2017-03-01,DK,44,17,21,8,6,12,9,70,77,50,64
2017-04-01,DK,45,17,19,9,7,17,3,79,86,69,75
2017-05-01,DK,46,18,21,13,6,13,6,68,77,59,66
2017-06-01,DK,48,18,22,13,7,19,6,70,83,60,75
2017-07-01,DK,61,19,23,10,7,26,9,71,83,54,72
2017-08-01,DK,56,18,23,14,6,19,6,73,79,52,66
2017-09-01,DK,44,16,19,8,8,13,4,70,84,56,71
2017-10-01,DK,37,15,18,9,6,12,5,78,85,56,77
2017-11-01,DK,31,16,20,10,6,12,6,78,83,65,69
2017-12-01,DK,27,14,15,6,6,15,3,96,76,92,72
2018-01-01,DK,36,16,20,7,7,15,5,75,81,56,73
2018-02-01,DK,42,17,21,7,5,11,6,71,82,48,68
2018-03-01,DK,38,17,21,8,7,16,7,75,85,63,75
2018-04-01,DK,39,16,21,9,7,16,5,70,81,60,73
2018-05-01,DK,43,19,22,9,7,18,7,71,80,63,74
2018-06-01,DK,57,21,27,15,8,24,10,72,83,58,76
2018-07-01,DK,76,22,28,11,10,34,6,68,83,53,78
2018-08-01,DK,65,19,23,11,8,23,6,70,84,52,74
2018-09-01,DK,44,15,19,6,5,9,5,73,83,54,75
2018-10-01,DK,41,16,14,7,5,11,6,73,88,54,72
2018-11-01,DK,27,13,17,8,5,11,4,81,82,67,72
2018-12-01,DK,31,13,16,7,4,18,6,98,78,93,84
2019-01-01,DK,32,16,16,7,6,14,7,69,74,53,76
2019-02-01,DK,32,16,16,8,7,14,3,76,87,50,72
2019-03-01,DK,33,15,17,9,7,16,8,73,82,49,76
2019-04-01,DK,45,16,16,8,6,10,5,73,81,58,72
2019-05-01,DK,42,18,23,8,4,18,8,71,82,57,78
2019-06-01,DK,53,19,21,16,9,23,6,69,83,63,82
2019-07-01,DK,66,19,23,12,8,27,4,67,86,52,78
2019-08-01,DK,56,18,21,8,7,18,5,72,84,50,80
2019-09-01,DK,42,15,18,12,6,11,5,71,83,48,76
2019-10-01,DK,39,14,15,8,4,12,10,74,82,50,73
2019-11-01,DK,33,15,15,9,7,9,6,83,81,62,73
2019-12-01,DK,29,13,15,10,6,11,5,95,76,82,80
2020-01-01,DK,31,16,17,11,7,8,4,71,74,50,76
2020-02-01,DK,37,15,19,8,5,10,4,68,81,43,77
2020-03-01,DK,48,15,22,5,4,14,10,74,62,48,73
2020-04-01,DK,28,9,14,6,6,7,5,82,58,63,81
2020-05-01,DK,33,11,17,8,7,13,5,79,72,61,86
2020-06-01,DK,48,13,21,9,8,15,8,75,78,63,80
2020-07-01,DK,61,16,24,11,8,21,6,79,100,55,92
2020-08-01,DK,51,14,23,10,7,18,8,70,83,51,80
2020-09-01,DK,39,17,21,8,6,14,11,72,77,46,81
2020-10-01,DK,38,16,19,9,5,11,7,74,79,54,76
2020-11-01,DK,33,10,13,7,4,6,4,75,68,59,69
2020-12-01,DK,27,10,12,7,7,11,4,100,59,92,83
2021-01-01,DK,27,10,13,6,7,13,4,79,56,57,87
2021-02-01,DK,27,8,10,4,6,11,5,78,56,51,85
2021-03-01,DK,30,10,11,10,5,11,7,73,55,53,81
2021-04-01,DK,31,10,14,7,4,17,5,78,75,63,92
2021-05-01,DK,41,12,13,14,4,11,10,74,89,61,92
2021-06-01,DK,54,18,19,16,7,20,12,65,80,54,81
2021-07-01,DK,85,91,24,12,9,27,17,68,97,54,100
2021-08-01,DK,61,18,18,9,9,19,12,67,85,50,80
2021-09-01,DK,46,16,21,11,7,13,7,66,86,45,80
2021-10-01,DK,57,17,19,8,6,8,12,71,88,49,80
2021-11-01,DK,42,15,24,5,5,10,10,72,79,54,73
2021-12-01,DK,42,14,12,6,5,12,12,90,71,77,83
2022-01-01,DK,41,15,17,7,5,17,8,74,80,51,88
2022-02-01,DK,45,16,15,9,6,15,8,69,80,43,76
2022-03-01,DK,47,16,15,9,7,16,9,62,72,41,67
2022-04-01,DK,57,15,16,10,8,13,7,66,77,56,81
2022-05-01,DK,49,16,16,10,6,19,6,64,77,51,72
2022-06-01,DK,80,27,18,10,6,15,6,63,72,51,77
2022-07-01,DK,74,19,21,14,7,19,8,64,81,47,80
2022-08-01,DK,61,16,18,10,6,19,3,63,71,47,74
2022-09-01,DK,45,14,17,3,6,10,4,60,72,45,70
2022-10-01,DK,51,13,14,7,6,7,7,64,71,48,69
2022-11-01,DK,56,100,15,8,5,12,5,65,66,53,65
2022-12-01,DK,35,13,13,6,5,12,3,84,67,71,71
2023-01-01,DK,35,15,16,9,7,12,3,66,70,47,71
2023-02-01,DK,49,14,14,7,6,14,5,65,69,44,71
2023-03-01,DK,42,14,16,7,5,13,5,64,66,43,67
2023-04-01,DK,56,16,16,6,3,8,4,69,72,54,69
2004-01-01,ES,56,87,77,70,75,27,83,64,53,45,37
2004-02-01,ES,68,87,72,67,70,45,60,62,57,39,31
2004-03-01,ES,54,100,100,73,58,66,78,59,59,38,32
2004-04-01,ES,65,89,78,74,81,52,88,64,60,42,30
2004-05-01,ES,57,91,79,100,100,65,82,62,56,47,31
2004-06-01,ES,52,89,68,87,62,42,69,61,58,47,32
2004-07-01,ES,69,94,68,87,97,100,96,62,72,49,28
2004-08-01,ES,76,87,62,77,51,65,63,53,57,41,29
2004-09-01,ES,55,75,64,58,55,21,47,62,59,50,30
2004-10-01,ES,57,61,59,39,34,33,67,66,62,54,33
2004-11-01,ES,48,55,48,31,45,29,36,76,68,58,35
2004-12-01,ES,40,47,42,34,25,27,48,77,65,61,27
2005-01-01,ES,52,82,68,63,65,23,76,61,55,55,34
2005-02-01,ES,53,78,67,59,69,59,100,67,69,50,33
2005-03-01,ES,55,79,69,66,59,47,81,65,69,51,31
2005-04-01,ES,45,84,68,77,58,53,89,63,73,53,31
2005-05-01,ES,52,85,71,79,72,38,69,60,68,55,29
2005-06-01,ES,56,82,72,87,89,53,54,62,78,55,31
2005-07-01,ES,68,89,69,87,78,69,65,60,84,56,29
2005-08-01,ES,69,77,57,80,63,54,50,55,74,50,29
2005-09-01,ES,56,67,57,58,56,27,55,63,72,63,31
2005-10-01,ES,49,55,48,38,50,26,50,65,74,67,36
2005-11-01,ES,41,48,38,35,43,30,46,71,80,67,35
2005-12-01,ES,37,44,34,30,32,13,33,79,78,77,34
2006-01-01,ES,39,70,56,51,68,46,41,65,69,65,34
2006-02-01,ES,45,68,54,49,50,38,35,67,75,72,36
2006-03-01,ES,46,66,56,54,72,18,48,67,79,63,31
2006-04-01,ES,50,65,51,63,66,47,48,65,80,57,35
2006-05-01,ES,53,70,54,66,52,58,70,67,77,60,36
2006-06-01,ES,50,70,53,64,62,70,48,65,88,63,33
2006-07-01,ES,59,68,54,74,65,54,56,65,100,65,34
2006-08-01,ES,55,62,49,51,53,50,66,61,87,55,32
2006-09-01,ES,52,58,55,49,45,28,47,65,84,59,36
2006-10-01,ES,47,50,44,34,41,15,62,68,86,69,38
2006-11-01,ES,45,46,38,28,31,19,38,72,86,73,38
2006-12-01,ES,42,40,33,32,23,14,45,77,80,76,40
2007-01-01,ES,47,59,50,50,55,41,50,61,68,66,36
2007-02-01,ES,44,60,51,48,55,38,50,64,79,59,36
2007-03-01,ES,56,58,59,53,49,41,54,67,82,68,37
2007-04-01,ES,52,59,52,56,52,31,61,67,79,59,37
2007-05-01,ES,48,65,55,56,45,41,55,63,75,62,36
2007-06-01,ES,53,64,53,56,47,38,59,63,80,59,39
2007-07-01,ES,62,69,53,70,66,57,64,61,88,61,34
2007-08-01,ES,59,57,45,56,64,43,59,58,75,50,35
2007-09-01,ES,49,51,43,40,43,12,49,59,71,59,36
2007-10-01,ES,47,41,40,26,39,20,46,64,74,65,35
2007-11-01,ES,39,33,30,24,31,12,41,67,73,73,37
2007-12-01,ES,32,37,26,27,27,11,34,72,67,75,41
2008-01-01,ES,35,58,43,38,54,31,56,58,59,64,35
2008-02-01,ES,40,50,38,42,49,25,49,61,67,59,34
2008-03-01,ES,44,53,44,46,45,20,45,56,65,59,37
2008-04-01,ES,38,59,45,51,56,31,54,61,69,61,34
2008-05-01,ES,41,59,45,51,54,29,41,63,68,62,40
2008-06-01,ES,44,57,42,53,55,26,45,56,63,57,38
2008-07-01,ES,48,59,40,64,52,44,44,55,68,55,33
2008-08-01,ES,47,52,40,47,53,36,45,51,58,49,34
2008-09-01,ES,38,41,34,33,38,25,42,56,54,57,33
2008-10-01,ES,34,34,28,24,28,18,34,64,58,63,35
2008-11-01,ES,32,29,24,18,23,15,32,62,56,61,45
2008-12-01,ES,27,25,19,17,20,11,29,68,56,67,41
2009-01-01,ES,33,44,33,29,39,17,42,56,48,57,43
2009-02-01,ES,37,40,33,35,32,21,35,55,51,57,44
2009-03-01,ES,35,47,38,42,38,25,39,55,50,54,40
2009-04-01,ES,41,51,40,50,44,27,48,55,53,52,39
2009-05-01,ES,36,52,40,55,40,26,44,52,51,49,41
2009-06-01,ES,38,61,42,84,41,34,47,56,52,52,42
2009-07-01,ES,47,61,42,93,44,31,41,53,55,52,37
2009-08-01,ES,43,53,37,58,40,31,45,49,48,46,38
2009-09-01,ES,37,45,34,40,29,21,36,52,49,53,39
2009-10-01,ES,34,36,32,29,25,16,32,58,49,54,39
2009-11-01,ES,32,34,27,22,21,13,26,57,53,55,35
2009-12-01,ES,26,26,21,19,20,12,29,65,49,60,42
2010-01-01,ES,31,45,30,35,36,21,42,50,41,49,39
2010-02-01,ES,33,44,34,38,34,23,40,54,48,49,39
2010-03-01,ES,31,46,34,41,35,19,43,53,44,47,41
2010-04-01,ES,35,51,34,43,35,18,39,49,43,46,39
