time,country_code,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2019-01-01,DK,38,0,0,0,0,0,0,71,80,52,74
2019-02-01,DK,39,5,0,4,0,0,0,71,87,48,71
2019-03-01,DK,43,5,5,3,0,0,0,71,83,52,78
2019-04-01,DK,54,4,0,0,0,0,0,73,80,61,71
2019-05-01,DK,51,8,7,0,0,0,0,69,85,58,80
2019-06-01,DK,63,6,0,0,0,4,0,67,84,61,83
2019-07-01,DK,79,7,0,0,0,0,0,67,87,50,78
2019-08-01,DK,73,5,0,0,0,0,0,70,85,51,80
2019-09-01,DK,49,5,0,0,0,0,0,71,82,48,70
2019-10-01,DK,46,2,0,0,0,0,0,70,82,49,73
2019-11-01,DK,39,3,0,0,0,0,4,78,80,60,75
2019-12-01,DK,35,2,6,0,0,0,0,91,76,79,80
2020-01-01,DK,37,3,0,0,0,0,3,72,78,49,73
2020-02-01,DK,43,8,8,9,0,0,3,69,83,44,73
2020-03-01,DK,57,4,0,0,0,0,0,74,60,48,72
2020-04-01,DK,35,10,0,0,0,0,0,79,60,62,83
2020-05-01,DK,40,7,11,0,7,0,0,82,74,60,89
2020-06-01,DK,58,7,0,0,4,5,0,73,80,60,79
2020-07-01,DK,72,9,0,0,3,0,3,76,97,54,93
2020-08-01,DK,59,10,6,0,0,0,0,71,79,52,79
2020-09-01,DK,47,10,0,3,3,0,0,71,77,47,78
2020-10-01,DK,47,2,0,0,0,0,0,73,76,53,77
2020-11-01,DK,39,3,11,0,5,0,0,76,69,59,70
2020-12-01,DK,31,2,7,0,0,0,0,100,62,89,84
2021-01-01,DK,32,5,0,0,0,0,0,78,53,55,90
2021-02-01,DK,33,0,0,0,4,0,0,79,58,51,85
2021-03-01,DK,37,4,16,0,0,0,0,73,57,54,83
2021-04-01,DK,36,8,0,0,0,4,4,77,76,62,92
2021-05-01,DK,47,0,0,0,0,0,5,74,88,61,93
2021-06-01,DK,60,12,0,0,0,0,0,64,81,53,81
2021-07-01,DK,100,49,6,0,3,3,0,66,100,53,100
2021-08-01,DK,73,6,0,0,4,0,0,67,88,49,82
2021-09-01,DK,55,3,0,0,4,0,0,64,86,46,75
2021-10-01,DK,70,7,0,0,4,0,0,69,90,48,81
2021-11-01,DK,50,4,5,4,0,0,4,70,79,54,73
2021-12-01,DK,48,2,0,0,0,5,6,89,74,77,79
2022-01-01,DK,50,6,8,0,0,0,0,73,77,52,88
2022-02-01,DK,55,9,0,0,0,0,0,67,80,43,77
2022-03-01,DK,58,6,8,0,0,0,0,61,70,40,66
2022-04-01,DK,68,5,5,9,0,0,4,66,79,56,79
2022-05-01,DK,61,11,6,0,0,0,3,63,76,48,72
2022-06-01,DK,95,14,0,0,3,3,6,62,73,50,75
2022-07-01,DK,87,9,0,0,0,5,0,62,80,47,79
2022-08-01,DK,75,2,0,0,0,4,0,64,72,46,71
2022-09-01,DK,54,8,0,6,2,0,12,62,67,43,69
2004-01-01,ES,58,37,65,52,100,0,0,65,55,47,38
2004-02-01,ES,68,80,0,0,0,0,0,65,51,40,32
2004-03-01,ES,55,80,0,0,0,100,0,63,58,40,30
2004-04-01,ES,65,100,0,0,89,0,84,65,62,44,30
2004-05-01,ES,67,54,74,0,0,0,0,64,50,49,32
2004-06-01,ES,57,87,0,57,0,0,0,65,62,49,32
2004-07-01,ES,73,75,50,100,0,0,0,62,77,51,27
2004-08-01,ES,80,57,0,0,0,0,0,58,57,43,29
2004-09-01,ES,71,51,74,0,0,0,0,66,61,52,29
2004-10-01,ES,64,74,0,0,0,0,0,71,64,56,32
2004-11-01,ES,50,25,34,0,0,0,0,75,69,60,36
2004-12-01,ES,40,22,100,39,0,0,0,80,67,64,27
2005-01-01,ES,53,16,0,0,0,0,44,64,56,57,34
2005-02-01,ES,51,20,0,0,0,0,0,71,69,53,33
2005-03-01,ES,57,69,28,0,21,0,86,66,73,54,30
2005-04-01,ES,50,32,0,0,0,0,0,66,74,55,30
2005-05-01,ES,54,50,47,0,0,0,0,64,72,58,29
2005-06-01,ES,61,40,0,63,0,0,0,66,80,58,32
2005-07-01,ES,66,53,0,0,0,0,0,64,90,59,30
2005-08-01,ES,71,29,0,47,0,0,0,57,77,52,29
2005-09-01,ES,58,44,0,0,0,0,0,64,75,68,32
2005-10-01,ES,50,32,0,65,0,0,0,69,74,65,36
2005-11-01,ES,41,26,0,0,0,0,35,79,82,70,35
2005-12-01,ES,37,19,48,0,0,25,0,82,82,80,34
2006-01-01,ES,39,38,26,0,19,0,0,69,66,64,35
2006-02-01,ES,47,38,0,0,0,0,29,71,79,63,36
2006-03-01,ES,49,37,0,0,0,0,0,72,79,66,31
2006-04-01,ES,51,25,23,0,0,0,100,65,80,62,35
2006-05-01,ES,54,70,26,45,0,0,67,70,79,60,36
2006-06-01,ES,50,42,40,0,0,0,0,72,90,65,33
2006-07-01,ES,59,58,36,26,0,0,0,69,100,65,34
2006-08-01,ES,57,20,0,0,0,0,0,62,86,55,32
2006-09-01,ES,53,23,18,0,0,12,45,67,84,64,36
2006-10-01,ES,47,19,0,0,16,0,0,75,87,71,37
2006-11-01,ES,46,16,0,0,0,0,0,77,88,76,38
2006-12-01,ES,42,29,0,32,0,0,0,81,79,83,40
2007-01-01,ES,48,21,0,0,0,0,0,64,71,67,35
2007-02-01,ES,46,29,40,17,0,0,0,69,78,60,36
2007-03-01,ES,56,25,23,0,11,0,0,67,82,69,37
2007-04-01,ES,51,35,30,0,0,0,0,67,81,61,37
2007-05-01,ES,49,41,0,0,0,0,0,67,77,65,36
2007-06-01,ES,54,38,24,0,10,0,0,67,85,61,39
2007-07-01,ES,63,30,0,0,18,0,0,64,88,65,34
2007-08-01,ES,60,36,0,0,0,16,0,61,76,55,36
2007-09-01,ES,52,31,0,25,0,0,0,66,76,64,37
2007-10-01,ES,48,28,12,0,15,11,0,68,78,68,35
2007-11-01,ES,40,29,14,0,0,0,16,72,75,76,38
2007-12-01,ES,33,11,21,0,0,9,0,76,69,78,41
2008-01-01,ES,36,26,11,13,0,0,38,61,63,68,35
2008-02-01,ES,41,21,29,25,0,0,0,64,67,61,34
2008-03-01,ES,45,42,23,0,0,0,13,61,66,62,38
2008-04-01,ES,39,43,0,18,0,10,0,65,71,65,34
2008-05-01,ES,42,38,11,0,0,7,37,67,68,64,40
2008-06-01,ES,45,31,18,0,0,0,31,57,64,61,38
2008-07-01,ES,49,42,0,0,0,6,0,58,71,59,33
2008-08-01,ES,49,26,22,0,0,0,0,53,58,50,34
2008-09-01,ES,39,32,33,18,0,0,15,58,56,59,33
2008-10-01,ES,35,28,23,0,0,0,0,62,60,64,36
2008-11-01,ES,34,23,0,0,0,0,0,65,61,66,46
2008-12-01,ES,28,19,0,0,0,0,0,71,58,69,42
2009-01-01,ES,34,23,0,12,0,0,0,57,46,59,42
2009-02-01,ES,38,7,20,0,0,0,0,59,53,57,43
2009-03-01,ES,36,37,23,19,0,0,0,60,50,59,40
2009-04-01,ES,42,27,8,0,7,14,21,56,53,56,42
2009-05-01,ES,37,23,8,0,8,0,0,55,51,52,41
2009-06-01,ES,39,30,0,0,25,0,0,56,52,55,47
2009-07-01,ES,48,37,0,0,0,20,0,55,55,54,38
2009-08-01,ES,44,24,42,15,0,6,0,51,49,48,40
2009-09-01,ES,39,16,10,0,0,5,0,54,50,52,36
2009-10-01,ES,35,25,0,0,0,0,0,59,50,57,39
2009-11-01,ES,32,27,27,0,0,0,0,59,49,54,40
2009-12-01,ES,27,22,11,0,0,0,0,67,50,63,41
2010-01-01,ES,32,28,17,8,0,0,0,54,43,53,42
2010-02-01,ES,34,14,10,0,0,0,0,57,47,52,39
2010-03-01,ES,32,32,13,15,0,0,0,56,48,50,40
2010-04-01,ES,36,19,0,15,0,0,0,54,42,47,42
2010-05-01,ES,32,30,20,19,7,0,0,53,47,46,47
2010-06-01,ES,34,29,0,0,0,0,14,51,45,45,45
2010-07-01,ES,40,51,13,23,0,16,26,50,46,45,41
2010-08-01,ES,38,19,0,0,0,0,0,49,42,43,43
2010-09-01,ES,29,26,12,26,0,4,0,52,43,49,42
2010-10-01,ES,28,18,0,0,0,0,0,56,45,47,46
2010-11-01,ES,23,16,0,0,0,0,0,59,43,52,45
2010-12-01,ES,24,13,8,9,0,6,0,67,43,53,53
2011-01-01,ES,31,19,0,6,0,0,0,55,42,52,51
2011-02-01,ES,34,22,5,0,0,0,0,56,48,48,51
2011-03-01,ES,34,23,4,0,3,0,0,58,44,53,46
2011-04-01,ES,40,26,7,9,0,0,0,57,45,50,47
2011-05-01,ES,36,27,0,0,0,0,0,53,44,48,48
2011-06-01,ES,42,27,16,10,0,0,0,54,46,49,55
2011-07-01,ES,49,26,0,0,0,0,0,52,48,45,44
2011-08-01,ES,48,29,8,0,14,0,0,49,46,44,39
2011-09-01,ES,41,25,5,7,0,0,0,51,44,47,46
2011-10-01,ES,39,25,15,0,8,0,10,58,48,48,53
2011-11-01,ES,32,21,0,0,0,0,8,63,47,56,52
2011-12-01,ES,27,22,8,14,0,0,14,70,46,60,63
2012-01-01,ES,32,21,14,0,5,0,0,56,41,54,58
2012-02-01,ES,35,31,14,0,0,0,8,56,46,49,67
2012-03-01,ES,39,29,14,0,3,0,6,56,44,51,59
2012-04-01,ES,43,31,16,11,0,0,0,58,43,49,57
2012-05-01,ES,46,35,0,5,0,2,0,54,43,45,56
2012-06-01,ES,50,35,23,0,4,0,0,55,42,49,59
2012-07-01,ES,57,34,16,19,14,0,15,51,43,47,53
2012-08-01,ES,59,29,7,0,0,0,0,52,41,53,54
2012-09-01,ES,51,30,18,5,0,0,0,55,43,51,57
2012-10-01,ES,46,28,14,9,0,0,0,58,43,49,59
2012-11-01,ES,33,15,15,0,0,0,0,62,42,57,55
2012-12-01,ES,30,15,13,0,4,0,0,65,43,57,59
2013-01-01,ES,34,24,20,0,0,0,0,57,38,54,60
2013-02-01,ES,36,25,19,8,0,2,13,63,45,48,63
2013-03-01,ES,42,29,7,24,0,0,18,61,41,48,58
2013-04-01,ES,43,32,34,9,0,0,0,58,40,45,54
2013-05-01,ES,47,30,7,14,6,0,14,59,40,45,52
2013-06-01,ES,56,41,9,8,0,0,0,60,43,45,68
2013-07-01,ES,62,34,20,6,5,15,7,57,44,44,56
2013-08-01,ES,63,40,20,7,0,0,14,53,41,43,51
2013-09-01,ES,53,27,21,4,6,3,0,58,40,45,54
2013-10-01,ES,47,22,24,8,0,3,0,63,40,47,52
2013-11-01,ES,38,22,7,0,0,0,0,65,41,48,54
2013-12-01,ES,33,20,8,0,0,0,0,75,44,54,55
2014-01-01,ES,36,33,25,12,0,0,6,64,38,47,56
2014-02-01,ES,39,28,17,10,0,3,10,68,42,42,60
2014-03-01,ES,42,36,27,15,0,2,0,60,41,42,56
2014-04-01,ES,44,26,13,12,0,0,0,60,41,41,54
2014-05-01,ES,49,33,16,0,0,4,7,59,41,40,55
2014-06-01,ES,58,35,17,8,0,3,0,55,40,40,52
2014-07-01,ES,66,38,22,0,0,2,0,58,39,41,50
2014-08-01,ES,66,29,20,0,0,0,5,55,40,40,52
2014-09-01,ES,58,30,17,9,0,2,0,56,37,43,56
2014-10-01,ES,51,21,12,0,0,2,8,61,38,44,54
2014-11-01,ES,39,15,5,6,5,0,0,65,41,49,59
2014-12-01,ES,34,20,7,0,3,0,11,76,42,55,58
2015-01-01,ES,36,26,0,0,0,4,0,61,40,43,60
2015-02-01,ES,40,28,13,7,0,0,7,66,42,42,57
2015-03-01,ES,45,32,8,9,0,0,5,61,41,39,58
2015-04-01,ES,49,38,23,9,3,0,0,62,40,42,54
2015-05-01,ES,54,35,12,7,0,0,5,60,41,41,60
2015-06-01,ES,63,30,11,9,0,5,8,60,43,42,60
2015-07-01,ES,57,46,24,5,0,0,8,60,44,44,60
2015-08-01,ES,66,35,17,13,0,0,7,59,47,44,60
2015-09-01,ES,61,26,16,0,0,0,7,61,42,45,59
2015-10-01,ES,54,20,4,4,7,0,13,69,42,46,63
2015-11-01,ES,38,21,10,5,0,2,10,70,45,50,62
2015-12-01,ES,35,18,12,5,3,2,0,81,43,51,66
2016-01-01,ES,42,34,13,16,5,2,0,64,42,38,67
2016-02-01,ES,47,33,16,0,0,0,0,67,43,36,66
2016-03-01,ES,50,36,12,0,0,0,6,65,43,39,63
2016-04-01,ES,57,33,15,11,4,0,7,65,42,34,62
2016-05-01,ES,68,32,15,11,0,2,8,59,41,39,61
2016-06-01,ES,68,32,14,10,6,0,0,59,41,39,59
2016-07-01,ES,80,34,15,8,0,0,0,58,46,41,65
2016-08-01,ES,77,39,25,15,4,0,7,59,45,39,61
2016-09-01,ES,70,36,15,9,3,4,0,62,45,42,64
2016-10-01,ES,64,30,21,8,5,3,11,67,48,41,71
2016-11-01,ES,45,22,6,0,0,0,0,70,51,47,71
2016-12-01,ES,41,27,8,0,0,0,0,80,48,51,71
2017-01-01,ES,45,28,9,7,5,3,16,68,43,42,74
2017-02-01,ES,50,37,16,23,0,0,19,66,47,39,70
2017-03-01,ES,54,39,13,3,0,0,5,64,47,39,69
2017-04-01,ES,65,34,9,7,4,0,0,63,49,43,71
2017-05-01,ES,62,35,21,20,5,2,6,68,49,43,65
2017-06-01,ES,80,32,26,0,4,0,10,68,46,49,71
2017-07-01,ES,85,44,20,13,4,2,6,65,52,48,75
2017-08-01,ES,80,32,6,6,0,0,7,66,52,48,73
2017-09-01,ES,71,31,11,15,0,0,0,66,49,44,78
2017-10-01,ES,60,33,16,8,0,0,7,69,49,48,79
2017-11-01,ES,49,20,6,4,0,0,0,71,50,51,74
2017-12-01,ES,46,18,12,4,0,2,0,88,55,57,89
2018-01-01,ES,48,25,19,8,0,0,0,70,49,48,80
2018-02-01,ES,51,40,15,0,0,0,0,70,51,43,79
2018-03-01,ES,56,31,18,6,0,0,7,74,53,47,84
2018-04-01,ES,60,40,22,0,3,0,4,71,51,47,79
2018-05-01,ES,63,36,12,6,0,0,0,71,53,48,78
2018-06-01,ES,69,31,11,4,2,0,7,65,54,48,83
2018-07-01,ES,78,46,20,14,3,0,0,72,56,54,82
2018-08-01,ES,70,36,15,15,3,2,17,71,60,57,85
2018-09-01,ES,69,29,19,9,0,0,0,70,53,52,81
2018-10-01,ES,67,29,18,3,0,3,7,75,54,57,85
2018-11-01,ES,44,22,13,9,0,0,0,81,58,65,85
2018-12-01,ES,40,17,9,0,2,0,0,98,57,73,91
2019-01-01,ES,42,31,9,5,0,2,0,73,51,57,83
2019-02-01,ES,45,30,12,0,0,5,11,73,52,50,78
2019-03-01,ES,51,31,9,0,0,3,0,73,54,52,85
2019-04-01,ES,57,34,14,0,3,3,7,78,57,59,84
2019-05-01,ES,58,31,25,6,2,0,0,72,52,59,84
2019-06-01,ES,65,29,10,10,4,2,0,73,55,62,84
2019-07-01,ES,67,30,13,14,3,2,8,76,58,60,85
2019-08-01,ES,71,34,5,7,0,4,5,79,66,65,92
2019-09-01,ES,68,35,14,4,0,0,8,74,58,62,85
2019-10-01,ES,57,29,14,4,0,0,0,75,52,60,86
2019-11-01,ES,44,21,6,3,0,0,8,83,60,67,92
2019-12-01,ES,41,17,7,0,0,0,0,94,60,77,100
2020-01-01,ES,43,31,16,18,4,0,0,76,55,61,91
2020-02-01,ES,56,33,21,7,0,0,0,77,56,53,85
2020-03-01,ES,100,19,7,6,0,0,0,81,32,100,65
2020-04-01,ES,41,13,6,0,0,0,0,100,23,98,62
2020-05-01,ES,36,12,3,0,0,2,4,90,37,96,93
2020-06-01,ES,37,21,5,7,0,4,5,81,45,77,83
2020-07-01,ES,65,28,14,12,6,0,0,76,53,68,79
2020-08-01,ES,68,32,8,0,3,2,4,77,57,70,81
2020-09-01,ES,50,21,11,3,0,0,0,71,46,62,75
2020-10-01,ES,44,14,9,0,0,0,0,81,45,70,82
2020-11-01,ES,23,13,16,0,0,0,0,79,34,72,78
2020-12-01,ES,27,12,0,0,0,0,0,97,42,83,79
2021-01-01,ES,23,14,3,4,0,0,0,78,33,70,84
2021-02-01,ES,21,17,0,4,5,2,7,75,36,59,74
2021-03-01,ES,25,21,7,6,3,0,12,74,44,59,73
2021-04-01,ES,24,21,13,4,0,2,5,78,44,61,78
2021-05-01,ES,30,38,12,5,2,1,11,67,54,59,75
2021-06-01,ES,42,49,14,0,0,0,11,66,48,58,77
2021-07-01,ES,51,50,14,8,0,0,15,75,58,59,88
2021-08-01,ES,67,39,8,11,0,0,11,77,64,63,91
2021-09-01,ES,68,32,9,8,4,0,5,68,52,54,75
2021-10-01,ES,57,31,9,0,0,0,0,74,55,57,81
2021-11-01,ES,47,27,4,5,0,0,11,73,52,62,73
2021-12-01,ES,48,27,8,4,0,0,9,76,47,61,75
2022-01-01,ES,39,30,8,10,4,4,0,74,48,56,85
2022-02-01,ES,45,41,16,8,0,2,4,73,53,48,84
2022-03-01,ES,49,40,20,9,4,2,0,75,53,53,80
2022-04-01,ES,50,46,15,5,0,2,12,77,58,60,86
2022-05-01,ES,51,40,16,5,0,0,0,72,51,56,80
2022-06-01,ES,61,40,7,17,4,1,0,73,55,59,86
2022-07-01,ES,61,36,10,0,5,0,4,75,61,64,91
2022-08-01,ES,56,29,11,0,7,0,0,82,66,67,89
2022-09-01,ES,56,29,13,0,0,0,0,71,54,59,83
2004-01-01,FI,66,100,0,0,100,0,0,73,59,51,32
2004-02-01,FI,81,0,0,100,0,0,0,72,62,68,37
2004-03-01,FI,97,0,0,0,0,0,0,73,68,56,23
2004-04-01,FI,84,0,0,24,0,0,0,67,63,41,31
2004-05-01,FI,55,0,0,14,0,0,0,66,68,51,33
2004-06-01,FI,78,0,47,0,0,0,0,61,62,53,31
2004-07-01,FI,83,0,0,0,0,0,0,56,58,47,28
2004-08-01,FI,85,56,0,28,0,0,0,70,63,59,34
2004-09-01,FI,62,0,0,0,0,100,0,72,70,49,33
2004-10-01,FI,65,0,100,0,0,0,87,78,68,68,42
2004-11-01,FI,52,39,0,0,0,99,0,72,70,55,38
2004-12-01,FI,59,52,0,0,14,0,49,87,64,94,35
2005-01-01,FI,66,0,0,0,0,0,0,74,69,71,41
2005-02-01,FI,69,27,0,0,28,0,0,78,68,75,35
2005-03-01,FI,76,23,0,0,0,33,0,81,67,78,33
2005-04-01,FI,63,0,0,0,0,0,75,78,69,84,36
2005-05-01,FI,41,0,0,0,0,0,0,75,68,76,41
2005-06-01,FI,80,20,40,18,0,0,0,67,65,70,35
2005-07-01,FI,63,0,0,27,12,0,0,61,60,56,30
2005-08-01,FI,63,58,59,11,0,0,0,84,76,67,43
2005-09-01,FI,57,0,0,0,21,46,0,88,75,63,35
2005-10-01,FI,41,0,0,12,0,0,0,87,78,60,44
2005-11-01,FI,43,0,0,0,0,0,0,91,79,63,38
2005-12-01,FI,36,0,0,0,0,0,0,96,71,71,39
2006-01-01,FI,62,0,0,6,15,38,0,89,76,67,40
2006-02-01,FI,56,23,0,0,0,60,0,83,76,67,42
2006-03-01,FI,61,14,0,0,9,0,0,79,74,64,43
2006-04-01,FI,50,0,0,0,0,50,100,83,73,76,38
2006-05-01,FI,50,0,0,0,0,0,0,73,66,61,37
2006-06-01,FI,58,25,0,0,0,0,0,69,66,82,38
2006-07-01,FI,59,26,0,0,0,0,0,69,67,65,39
2006-08-01,FI,38,0,0,0,0,0,0,77,74,74,39
2006-09-01,FI,37,16,0,0,0,0,0,80,81,72,41
2006-10-01,FI,38,0,0,0,0,0,0,83,76,67,43
2006-11-01,FI,34,0,38,0,0,65,66,85,76,72,43
2006-12-01,FI,34,0,0,0,0,0,0,100,72,83,44
2007-01-01,FI,42,0,0,0,0,18,0,85,76,96,43
2007-02-01,FI,37,16,0,0,7,0,0,90,78,81,44
2007-03-01,FI,44,18,0,0,0,0,0,92,75,75,45
2007-04-01,FI,43,0,58,12,0,50,0,83,78,81,46
2007-05-01,FI,36,12,0,7,0,0,0,74,75,66,41
2007-06-01,FI,51,0,0,0,0,24,0,65,65,73,36
2007-07-01,FI,45,0,32,0,14,0,0,67,67,63,38
2007-08-01,FI,42,0,16,0,0,0,0,75,72,70,37
2007-09-01,FI,34,33,42,0,0,0,0,78,75,69,43
2007-10-01,FI,40,9,0,0,0,0,0,80,73,100,44
2007-11-01,FI,33,0,0,0,0,0,0,79,100,72,100
2007-12-01,FI,32,0,0,0,0,0,0,82,63,69,43
2008-01-01,FI,48,0,33,0,4,19,20,72,69,64,44
2008-02-01,FI,52,20,0,0,0,0,0,69,68,57,45
2008-03-01,FI,53,0,0,0,0,0,0,73,64,55,38
2008-04-01,FI,41,10,15,0,17,12,0,68,67,56,38
2008-05-01,FI,33,10,0,0,0,0,0,65,67,59,42
2008-06-01,FI,43,0,0,0,0,0,0,57,60,59,36
2008-07-01,FI,43,11,0,0,0,0,0,55,58,50,33
2008-08-01,FI,38,16,0,0,0,0,0,68,64,62,37
2008-09-01,FI,34,18,22,0,0,20,0,65,65,51,40
2008-10-01,FI,27,0,0,0,0,0,0,76,62,52,38
2008-11-01,FI,31,16,22,0,0,0,0,65,64,54,39
2008-12-01,FI,32,0,24,0,0,0,22,74,57,55,39
2009-01-01,FI,34,13,0,0,0,0,0,65,61,58,37
2009-02-01,FI,39,0,0,0,0,0,12,63,62,48,38
2009-03-01,FI,32,13,0,0,0,17,0,61,60,54,36
2009-04-01,FI,32,0,0,0,0,0,0,63,61,50,35
2009-05-01,FI,39,10,0,5,0,0,0,56,54,47,36
2009-06-01,FI,48,0,0,0,0,0,0,53,59,47,33
2009-07-01,FI,41,16,0,0,0,0,0,53,66,45,34
2009-08-01,FI,31,21,0,6,4,0,22,60,59,53,37
2009-09-01,FI,36,6,0,5,0,0,0,59,56,46,38
2009-10-01,FI,36,0,0,0,5,0,0,63,57,43,40
2009-11-01,FI,37,10,16,0,0,0,11,59,54,51,36
2009-12-01,FI,34,0,19,0,0,0,18,70,47,55,34
2010-01-01,FI,45,0,0,0,0,0,0,60,48,50,35
2010-02-01,FI,54,20,0,0,4,0,0,58,50,44,35
2010-03-01,FI,50,16,0,0,0,0,0,57,51,51,35
2010-04-01,FI,56,0,0,0,0,0,0,59,52,72,34
2010-05-01,FI,43,8,0,4,0,0,0,49,50,43,32
2010-06-01,FI,51,8,0,0,4,0,0,47,44,48,32
2010-07-01,FI,44,0,0,0,0,0,0,44,48,45,32
2010-08-01,FI,51,12,0,0,4,10,0,52,48,48,33
2010-09-01,FI,45,17,0,0,0,0,0,55,50,46,33
2010-10-01,FI,59,11,0,0,8,0,0,56,50,46,33
2010-11-01,FI,53,6,11,0,0,0,13,58,52,47,36
2010-12-01,FI,52,0,11,0,0,0,0,62,45,52,34
2011-01-01,FI,78,0,10,0,0,0,0,59,59,45,41
2011-02-01,FI,60,5,0,8,0,0,0,63,54,50,39
2011-03-01,FI,58,0,0,0,0,12,7,62,56,46,42
2011-04-01,FI,62,10,0,5,4,0,0,68,54,53,39
2011-05-01,FI,53,6,8,0,0,0,0,56,54,46,37
2011-06-01,FI,59,10,0,0,5,0,0,51,48,48,36
2011-07-01,FI,63,13,0,0,3,24,0,49,50,43,38
2011-08-01,FI,57,0,8,0,0,9,9,59,54,50,39
2011-09-01,FI,58,0,0,2,0,0,0,58,53,49,39
2011-10-01,FI,67,0,0,4,0,0,18,58,56,43,37
2011-11-01,FI,63,0,0,0,0,0,0,59,56,45,35
2011-12-01,FI,52,0,0,0,2,0,0,66,53,56,37
2012-01-01,FI,76,12,4,0,2,0,0,60,55,48,38
2012-02-01,FI,70,13,0,0,0,0,0,59,56,46,37
2012-03-01,FI,71,8,0,2,0,0,0,56,58,45,35
2012-04-01,FI,78,6,0,0,0,5,0,59,57,50,38
2012-05-01,FI,56,7,0,0,0,15,0,51,53,45,36
2012-06-01,FI,100,0,26,0,3,0,0,50,52,48,37
2012-07-01,FI,38,12,15,0,0,7,9,51,55,44,37
2012-08-01,FI,26,0,0,1,0,0,0,57,60,48,40
2012-09-01,FI,26,10,0,0,0,0,0,64,60,55,36
2012-10-01,FI,26,6,5,0,0,0,0,63,56,50,35
2012-11-01,FI,26,0,9,2,0,0,0,58,56,49,35
2012-12-01,FI,26,7,0,0,0,6,0,62,51,61,43
2013-01-01,FI,27,13,0,0,3,0,8,55,55,51,35
2013-02-01,FI,26,6,0,0,0,0,0,57,56,50,37
2013-03-01,FI,29,8,5,2,0,4,0,59,57,54,33
2013-04-01,FI,25,3,0,1,0,0,0,54,55,55,32
2013-05-01,FI,25,12,6,0,0,4,15,54,56,49,34
2013-06-01,FI,28,0,0,0,0,0,0,53,53,58,34
2013-07-01,FI,29,0,0,3,0,0,0,56,58,53,37
2013-08-01,FI,30,6,0,0,5,0,0,58,62,59,38
2013-09-01,FI,25,0,0,0,0,0,0,58,57,54,34
2013-10-01,FI,25,9,0,0,0,0,0,62,56,55,33
2013-11-01,FI,18,11,0,0,2,0,0,61,54,54,34
2013-12-01,FI,23,11,0,0,3,0,0,72,57,72,39
2014-01-01,FI,27,3,0,0,0,9,0,61,57,61,36
2014-02-01,FI,28,0,0,1,0,0,11,59,54,56,37
2014-03-01,FI,23,6,5,0,2,5,0,58,57,57,36
2014-04-01,FI,26,6,0,0,0,5,0,63,56,61,34
2014-05-01,FI,22,0,4,0,0,0,11,62,55,54,39
2014-06-01,FI,26,9,6,3,4,0,0,56,55,64,36
2014-07-01,FI,31,0,0,2,4,0,12,56,53,64,40
2014-08-01,FI,29,14,0,4,0,6,0,60,60,63,39
2014-09-01,FI,27,3,0,0,0,8,0,60,58,57,36
2014-10-01,FI,20,5,0,0,0,4,0,62,61,59,36
2014-11-01,FI,26,7,0,0,0,0,0,63,58,64,37
2014-12-01,FI,24,6,0,0,0,0,8,70,56,68,39
2015-01-01,FI,26,10,0,0,0,0,5,64,57,65,35
2015-02-01,FI,25,6,0,0,0,6,0,61,60,70,40
2015-03-01,FI,25,5,0,0,2,0,6,64,59,64,35
2015-04-01,FI,26,0,0,0,0,7,0,71,59,65,36
2015-05-01,FI,25,8,8,2,0,8,0,60,60,61,40
2015-06-01,FI,28,0,0,0,0,5,0,58,58,63,37
2015-07-01,FI,29,4,0,0,0,7,0,56,61,56,42
2015-08-01,FI,29,9,4,0,0,0,0,52,59,59,36
2015-09-01,FI,26,0,5,0,0,5,0,55,56,59,34
2015-10-01,FI,24,3,0,0,0,4,0,60,58,55,34
2015-11-01,FI,24,13,0,0,0,0,9,57,58,61,35
2015-12-01,FI,27,7,0,1,3,0,0,71,53,70,33
2016-01-01,FI,26,11,6,2,0,4,0,60,54,70,36
2016-02-01,FI,29,7,0,0,0,0,0,60,58,62,35
2016-03-01,FI,24,4,0,0,0,0,0,61,56,61,35
2016-04-01,FI,20,8,0,0,0,0,0,51,52,56,32
2016-05-01,FI,26,6,6,0,0,0,0,48,49,59,30
2016-06-01,FI,29,5,0,0,0,0,0,57,59,65,35
2016-07-01,FI,29,3,0,0,0,0,0,58,63,66,41
2016-08-01,FI,24,5,0,0,0,0,0,59,64,63,39
2016-09-01,FI,27,9,0,0,0,0,15,61,62,62,39
2016-10-01,FI,25,2,0,1,0,0,6,60,62,60,37
2016-11-01,FI,22,3,0,0,2,0,0,60,57,60,36
2016-12-01,FI,26,7,0,1,0,0,6,72,62,71,39
2017-01-01,FI,29,0,0,0,0,0,0,58,60,62,41
2017-02-01,FI,24,5,0,0,2,0,0,59,63,60,37
2017-03-01,FI,25,6,4,0,0,0,0,60,65,59,39
2017-04-01,FI,28,3,0,0,1,0,0,69,66,74,41
2017-05-01,FI,26,4,0,0,1,0,0,57,65,61,41
2017-06-01,FI,31,9,0,0,0,0,0,61,67,69,46
2017-07-01,FI,32,6,0,1,0,5,0,65,74,64,52
2017-08-01,FI,33,0,0,0,2,4,0,64,71,62,47
