time,country_code,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2004-01-01,AT,87,95,0,0,0,62,0,67,65,41,65
2004-02-01,AT,88,82,0,0,0,66,25,63,71,39,51
2004-03-01,AT,94,69,0,0,90,0,0,70,70,46,63
2004-04-01,AT,87,40,0,0,0,0,51,65,73,42,53
2004-05-01,AT,80,56,0,0,0,23,0,65,67,40,44
2004-06-01,AT,92,66,52,0,0,100,0,64,70,52,61
2004-07-01,AT,85,97,0,78,0,0,100,56,66,49,55
2004-08-01,AT,100,86,0,0,0,0,0,58,63,42,52
2004-09-01,AT,82,86,0,0,0,0,0,67,69,45,46
2004-10-01,AT,83,39,100,0,0,0,0,65,71,44,46
2004-11-01,AT,80,76,0,0,0,19,23,76,81,48,64
2004-12-01,AT,78,100,0,0,0,0,0,78,68,50,48
2005-01-01,AT,71,60,0,0,0,19,0,71,65,47,58
2005-02-01,AT,73,36,0,0,0,0,0,70,69,43,50
2005-03-01,AT,72,63,0,0,0,0,0,67,66,55,44
2005-04-01,AT,70,52,0,0,0,0,0,71,74,50,54
2005-05-01,AT,85,24,40,0,0,22,0,63,72,48,60
2005-06-01,AT,72,71,91,0,0,14,25,67,73,42,54
2005-07-01,AT,81,60,0,0,0,0,0,64,66,46,52
2005-08-01,AT,81,35,0,0,100,0,0,65,74,44,56
2005-09-01,AT,83,41,42,0,0,33,0,63,60,50,43
2005-10-01,AT,73,58,0,0,0,0,24,65,65,48,43
2005-11-01,AT,80,56,0,0,71,0,0,74,73,58,49
2005-12-01,AT,68,55,0,0,0,13,0,74,71,62,46
2006-01-01,AT,69,53,0,0,0,0,10,64,64,55,54
2006-02-01,AT,72,50,0,37,0,0,0,63,68,50,52
2006-03-01,AT,72,47,65,0,0,0,0,66,70,53,59
2006-04-01,AT,65,55,0,0,15,0,0,60,62,45,45
2006-05-01,AT,71,31,0,0,0,0,10,65,75,47,50
2006-06-01,AT,77,35,25,0,0,0,0,61,68,46,47
2006-07-01,AT,82,53,36,100,0,27,0,58,68,45,43
2006-08-01,AT,80,58,49,0,0,0,0,63,71,44,49
2006-09-01,AT,72,32,0,0,0,20,10,60,64,47,45
2006-10-01,AT,68,55,0,0,56,11,0,64,68,42,46
2006-11-01,AT,68,37,32,0,0,10,0,68,73,50,52
2006-12-01,AT,64,52,0,0,55,0,0,70,67,53,49
2007-01-01,AT,71,39,53,65,0,0,10,60,63,47,51
2007-02-01,AT,70,49,27,0,0,19,0,62,65,49,48
2007-03-01,AT,70,50,0,0,0,0,0,66,68,47,50
2007-04-01,AT,61,39,90,0,0,0,0,56,65,46,49
2007-05-01,AT,68,34,0,0,0,0,0,62,65,46,49
2007-06-01,AT,72,44,28,0,0,10,0,57,62,44,48
2007-07-01,AT,67,58,0,0,0,0,10,52,62,42,48
2007-08-01,AT,69,50,63,0,0,0,0,57,63,44,45
2007-09-01,AT,73,54,0,0,0,0,0,59,64,47,49
2007-10-01,AT,72,46,0,22,0,0,0,61,66,46,47
2007-11-01,AT,66,46,0,27,0,0,0,68,67,51,49
2007-12-01,AT,63,34,0,0,0,0,9,62,59,58,47
2008-01-01,AT,62,47,22,0,8,0,0,57,57,47,44
2008-02-01,AT,63,41,58,0,0,0,0,58,59,46,47
2008-03-01,AT,68,35,0,0,0,0,9,58,58,48,47
2008-04-01,AT,67,37,0,0,0,0,5,57,59,48,56
2008-05-01,AT,66,47,73,24,0,6,0,55,59,47,49
2008-06-01,AT,69,38,28,22,0,6,18,52,57,46,49
2008-07-01,AT,69,36,45,0,0,7,6,52,56,44,45
2008-08-01,AT,66,14,12,0,0,0,0,53,57,45,43
2008-09-01,AT,67,36,0,17,0,0,7,51,58,45,43
2008-10-01,AT,65,47,0,0,0,0,5,55,55,48,42
2008-11-01,AT,64,40,29,39,0,0,6,60,69,51,45
2008-12-01,AT,65,30,0,0,0,0,0,59,58,57,45
2009-01-01,AT,61,48,29,28,0,4,5,53,54,45,43
2009-02-01,AT,62,39,0,0,0,0,6,54,58,46,50
2009-03-01,AT,60,26,18,26,0,9,0,53,58,46,47
2009-04-01,AT,64,29,0,0,22,11,0,48,49,43,38
2009-05-01,AT,66,20,0,0,8,0,8,50,50,40,43
2009-06-01,AT,61,34,0,27,0,0,0,48,50,40,40
2009-07-01,AT,72,40,0,24,0,7,0,45,47,40,40
2009-08-01,AT,64,37,15,0,0,0,5,46,50,40,41
2009-09-01,AT,69,37,16,0,0,0,0,48,49,41,40
2009-10-01,AT,67,35,0,20,0,0,0,48,53,41,42
2009-11-01,AT,67,34,9,0,0,0,0,51,48,41,38
2009-12-01,AT,61,28,28,25,0,0,0,51,47,49,38
2010-01-01,AT,58,32,30,37,13,0,0,44,44,38,46
2010-02-01,AT,65,35,13,0,0,0,0,44,47,38,38
2010-03-01,AT,71,30,0,0,0,0,0,44,45,41,44
2010-04-01,AT,63,31,0,0,0,0,0,43,43,38,35
2010-05-01,AT,69,22,0,0,0,0,0,41,43,36,45
2010-06-01,AT,65,30,0,0,0,0,0,40,41,36,35
2010-07-01,AT,72,32,0,0,0,0,0,37,41,34,37
2010-08-01,AT,69,41,0,0,0,0,0,42,42,33,39
2010-09-01,AT,69,31,21,0,0,0,4,40,40,34,35
2010-10-01,AT,66,33,0,0,0,0,0,41,40,34,38
2010-11-01,AT,64,30,13,0,0,5,5,44,45,37,41
2010-12-01,AT,59,27,16,71,0,0,0,44,43,43,43
2011-01-01,AT,59,39,0,15,0,0,3,53,50,43,54
2011-02-01,AT,56,20,11,0,0,0,5,52,49,44,51
2011-03-01,AT,62,26,10,9,5,0,3,54,52,42,48
2011-04-01,AT,60,27,0,20,0,0,4,51,50,42,48
2011-05-01,AT,61,30,16,0,0,5,0,52,56,43,58
2011-06-01,AT,60,28,8,0,0,0,2,53,53,45,57
2011-07-01,AT,72,36,18,15,0,0,0,50,54,43,49
2011-08-01,AT,77,34,17,0,0,0,4,49,54,42,47
2011-09-01,AT,74,31,0,0,4,0,0,51,50,41,50
2011-10-01,AT,73,39,9,15,0,0,0,56,58,43,53
2011-11-01,AT,66,24,0,0,0,0,0,59,61,43,59
2011-12-01,AT,62,30,16,25,0,0,0,63,58,52,55
2012-01-01,AT,71,36,12,0,3,5,0,57,58,44,59
2012-02-01,AT,65,33,7,0,0,0,6,56,57,42,55
2012-03-01,AT,65,34,20,0,3,3,0,54,56,42,51
2012-04-01,AT,66,30,14,15,0,0,0,55,59,44,55
2012-05-01,AT,64,29,12,0,9,0,6,54,61,44,61
2012-06-01,AT,59,25,0,7,0,3,3,55,59,43,61
2012-07-01,AT,68,31,7,9,12,0,0,55,59,44,58
2012-08-01,AT,73,29,15,0,0,0,3,54,62,44,58
2012-09-01,AT,62,38,10,0,0,3,0,58,63,42,66
2012-10-01,AT,58,29,8,0,0,3,0,58,60,44,57
2012-11-01,AT,61,26,12,0,0,0,2,59,62,39,62
2012-12-01,AT,62,35,23,0,0,0,3,61,58,56,60
2013-01-01,AT,64,25,11,0,6,0,8,57,60,43,57
2013-02-01,AT,63,36,18,0,0,3,0,61,62,43,59
2013-03-01,AT,59,29,13,0,0,0,0,61,57,44,59
2013-04-01,AT,59,17,0,0,0,0,0,57,57,41,54
2013-05-01,AT,58,27,6,0,0,0,0,58,61,42,60
2013-06-01,AT,59,25,0,0,0,0,0,56,61,49,60
2013-07-01,AT,67,25,7,0,0,3,0,58,59,43,54
2013-08-01,AT,92,34,20,0,0,0,0,58,62,48,61
2013-09-01,AT,72,30,16,7,0,0,5,57,52,42,58
2013-10-01,AT,64,33,18,0,3,0,2,63,60,44,57
2013-11-01,AT,62,29,6,0,0,0,2,61,55,44,56
2013-12-01,AT,62,30,8,13,0,0,0,65,56,63,55
2014-01-01,AT,61,33,26,0,5,2,0,63,63,45,70
2014-02-01,AT,63,30,11,0,0,5,4,62,63,43,68
2014-03-01,AT,62,25,21,0,0,0,0,60,58,50,57
2014-04-01,AT,57,29,8,10,0,0,0,62,56,50,55
2014-05-01,AT,57,34,14,0,0,0,0,66,59,45,58
2014-06-01,AT,59,21,0,11,4,0,0,58,55,49,62
2014-07-01,AT,70,23,11,14,0,10,0,64,60,48,55
2014-08-01,AT,83,36,29,0,0,0,0,64,60,47,59
2014-09-01,AT,63,34,14,0,0,0,2,59,57,48,54
2014-10-01,AT,59,39,16,0,0,0,2,63,59,48,55
2014-11-01,AT,62,25,7,0,0,0,2,67,60,50,55
2014-12-01,AT,59,25,7,0,0,3,0,70,66,66,57
2015-01-01,AT,59,30,10,0,0,0,0,64,59,50,63
2015-02-01,AT,58,35,13,0,0,0,6,63,59,51,58
2015-03-01,AT,65,25,10,0,0,0,2,64,61,53,69
2015-04-01,AT,62,31,12,0,0,3,9,64,60,54,59
2015-05-01,AT,64,24,10,0,8,0,4,65,60,54,62
2015-06-01,AT,64,28,11,0,0,2,0,60,59,57,56
2015-07-01,AT,71,35,7,0,0,0,4,61,62,56,58
2015-08-01,AT,83,36,12,0,10,10,0,61,61,57,62
2015-09-01,AT,66,28,0,8,3,0,0,66,62,56,58
2015-10-01,AT,61,26,20,0,0,0,0,67,66,56,57
2015-11-01,AT,57,30,0,10,0,2,0,70,62,59,57
2015-12-01,AT,57,37,17,0,0,3,0,73,61,77,59
2016-01-01,AT,63,30,13,0,11,4,0,67,62,49,66
2016-02-01,AT,66,40,0,11,3,0,0,67,63,51,64
2016-03-01,AT,62,29,11,11,3,0,0,66,63,51,64
2016-04-01,AT,59,21,0,0,0,2,0,63,58,52,57
2016-05-01,AT,63,31,12,0,0,2,0,62,68,52,64
2016-06-01,AT,65,27,16,0,0,0,0,62,60,55,58
2016-07-01,AT,76,42,13,10,0,0,3,59,67,55,61
2016-08-01,AT,82,33,0,0,0,3,0,61,66,51,59
2016-09-01,AT,69,29,6,7,0,0,0,65,66,53,66
2016-10-01,AT,63,30,13,0,0,0,0,70,69,57,66
2016-11-01,AT,59,34,0,0,0,0,0,68,64,54,65
2016-12-01,AT,63,30,17,0,3,0,0,72,65,73,71
2017-01-01,AT,64,30,0,0,0,0,1,66,66,52,69
2017-02-01,AT,70,36,14,0,0,0,0,68,67,54,67
2017-03-01,AT,68,26,0,0,0,0,0,68,69,54,74
2017-04-01,AT,62,26,0,6,0,0,2,64,69,55,68
2017-05-01,AT,65,25,30,8,0,5,0,68,68,58,60
2017-06-01,AT,68,25,15,0,0,0,0,67,74,61,70
2017-07-01,AT,79,36,14,0,0,0,3,67,76,61,73
2017-08-01,AT,87,34,9,0,0,0,5,69,78,62,68
2017-09-01,AT,72,34,8,22,0,2,6,74,76,64,71
2017-10-01,AT,68,36,7,0,0,4,1,74,77,60,76
2017-11-01,AT,61,25,11,0,0,0,0,77,71,60,66
2017-12-01,AT,69,27,17,0,7,0,0,81,78,80,84
2018-01-01,AT,69,35,10,12,0,0,0,70,76,58,82
2018-02-01,AT,69,34,12,0,0,0,4,74,77,58,77
2018-03-01,AT,67,25,0,0,0,0,0,75,81,64,90
2018-04-01,AT,64,25,5,0,0,5,0,66,69,63,73
2018-05-01,AT,68,32,8,0,3,2,0,73,78,66,81
2018-06-01,AT,72,26,4,13,2,0,0,70,78,64,78
2018-07-01,AT,85,35,10,0,8,5,0,72,85,64,82
2018-08-01,AT,92,32,20,8,0,3,0,73,85,67,89
2018-09-01,AT,69,30,9,0,2,0,0,72,79,60,83
2018-10-01,AT,67,29,13,0,0,0,2,77,80,62,79
2018-11-01,AT,62,25,23,0,0,2,0,77,79,62,78
2018-12-01,AT,68,24,4,0,0,0,3,91,82,95,89
2019-01-01,AT,68,29,8,0,0,0,0,73,80,61,92
2019-02-01,AT,66,21,5,0,5,3,0,76,82,61,85
2019-03-01,AT,67,28,8,0,3,3,0,78,86,68,87
2019-04-01,AT,65,25,13,0,0,3,0,76,83,71,89
2019-05-01,AT,69,26,8,0,0,0,2,75,86,68,89
2019-06-01,AT,74,29,14,0,0,0,2,73,86,74,83
2019-07-01,AT,82,32,6,0,0,2,4,79,91,74,89
2019-08-01,AT,96,31,6,0,0,0,0,78,97,70,92
2019-09-01,AT,77,25,10,0,2,0,4,78,86,68,83
2019-10-01,AT,70,21,5,0,0,0,2,78,86,68,83
2019-11-01,AT,67,21,14,0,0,0,0,82,88,70,83
2019-12-01,AT,74,27,3,0,0,4,3,97,90,91,92
2020-01-01,AT,69,27,0,0,3,0,0,80,90,65,93
2020-02-01,AT,79,27,0,0,0,0,0,81,88,69,84
2020-03-01,AT,100,26,10,0,0,1,0,89,62,89,86
2020-04-01,AT,63,21,3,0,0,2,0,99,64,80,100
2020-05-01,AT,67,18,3,0,0,0,1,92,72,76,90
2020-06-01,AT,65,25,12,0,0,0,2,85,85,71,84
2020-07-01,AT,72,39,8,0,0,2,0,86,93,77,86
2020-08-01,AT,91,33,6,8,0,4,0,85,97,72,87
2020-09-01,AT,96,31,10,0,0,0,0,85,86,69,76
2020-10-01,AT,85,30,6,0,0,4,1,85,77,69,82
2020-11-01,AT,72,26,0,0,0,0,3,90,67,72,82
2020-12-01,AT,69,20,0,0,0,3,3,100,62,100,85
2021-01-01,AT,62,21,0,4,0,0,0,83,62,76,87
2021-02-01,AT,78,18,0,0,2,2,0,83,61,68,80
2021-03-01,AT,83,18,0,0,0,0,0,83,61,72,79
2021-04-01,AT,62,10,4,0,0,0,0,85,59,76,79
2021-05-01,AT,67,19,3,0,0,1,2,87,79,70,87
2021-06-01,AT,73,60,0,0,0,0,0,72,85,69,79
2021-07-01,AT,78,29,6,0,0,0,3,84,96,73,86
2021-08-01,AT,87,27,0,0,7,4,0,82,100,69,97
2021-09-01,AT,69,20,5,0,0,0,0,79,90,65,78
2021-10-01,AT,67,26,0,0,0,0,2,84,89,63,81
2021-11-01,AT,80,40,4,5,0,0,0,82,74,70,71
2021-12-01,AT,75,27,0,0,0,0,0,87,68,88,79
2022-01-01,AT,75,26,9,0,5,0,0,83,79,62,80
2022-02-01,AT,72,23,11,0,3,0,0,80,79,62,80
2022-03-01,AT,73,21,8,0,0,0,0,76,73,64,68
2022-04-01,AT,69,24,4,0,3,0,2,77,78,66,81
2022-05-01,AT,70,24,7,0,0,1,0,71,76,63,75
2022-06-01,AT,75,20,5,5,0,0,1,72,84,65,77
2022-07-01,AT,85,35,7,0,0,0,0,76,86,74,83
2022-08-01,AT,87,26,7,0,4,0,2,79,85,65,83
2022-09-01,AT,69,24,11,0,0,0,0,75,76,61,71
2004-01-01,BE,51,0,0,0,0,0,0,75,75,54,42
2004-02-01,BE,53,0,64,0,0,0,0,76,86,51,50
2004-03-01,BE,53,100,65,0,0,0,0,69,75,51,47
2004-04-01,BE,73,0,0,0,0,0,100,68,76,52,53
2004-05-01,BE,63,0,0,0,0,54,63,73,79,55,53
2004-06-01,BE,80,0,0,0,0,0,0,70,71,58,42
2004-07-01,BE,100,0,62,0,0,0,0,66,79,49,43
2004-08-01,BE,88,0,0,0,0,0,0,73,73,51,43
2004-09-01,BE,53,53,0,0,0,0,0,78,80,59,46
2004-10-01,BE,40,0,0,0,93,0,0,84,78,71,44
2004-11-01,BE,34,0,0,0,92,0,0,87,88,81,52
2004-12-01,BE,32,0,46,0,0,0,0,96,82,100,53
2005-01-01,BE,28,0,0,0,0,0,0,78,88,72,52
2005-02-01,BE,34,0,36,0,74,0,0,83,100,65,63
2005-03-01,BE,40,0,49,0,0,0,0,76,82,81,60
2005-04-01,BE,48,0,29,100,89,0,0,79,81,77,57
2005-05-01,BE,44,0,0,0,0,0,0,77,81,69,50
2005-06-01,BE,39,38,50,0,0,90,0,72,82,74,48
2005-07-01,BE,54,0,100,0,0,20,0,65,81,63,53
2005-08-01,BE,38,0,0,0,0,0,0,75,86,64,56
2005-09-01,BE,30,0,0,0,0,17,66,74,80,67,47
2005-10-01,BE,40,52,23,36,0,100,0,77,81,75,47
2005-11-01,BE,33,0,0,0,0,0,0,82,87,84,59
2005-12-01,BE,18,0,0,99,0,0,0,100,89,84,52
2006-01-01,BE,29,0,0,0,0,0,0,73,80,68,49
2006-02-01,BE,26,79,0,0,0,35,0,79,83,68,51
2006-03-01,BE,24,0,0,0,100,0,0,74,84,74,53
2006-04-01,BE,30,0,0,0,0,0,0,71,81,69,52
2006-05-01,BE,23,43,0,0,0,0,0,73,80,71,50
2006-06-01,BE,38,0,0,0,0,0,37,70,73,67,45
2006-07-01,BE,39,0,0,0,0,0,0,62,79,67,47
2006-08-01,BE,31,0,0,0,0,0,0,73,85,74,52
2006-09-01,BE,29,47,0,18,0,0,0,69,80,71,46
2006-10-01,BE,27,18,0,0,0,0,0,78,82,73,48
2006-11-01,BE,24,0,0,0,0,0,0,82,90,84,56
2006-12-01,BE,21,19,0,0,0,0,0,91,85,92,49
2007-01-01,BE,22,0,0,0,0,30,0,69,76,70,51
2007-02-01,BE,20,0,0,0,0,42,0,74,81,72,50
2007-03-01,BE,29,17,0,0,0,27,0,70,73,69,46
2007-04-01,BE,29,0,0,0,0,0,0,63,71,70,47
2007-05-01,BE,25,21,26,17,0,15,0,69,70,69,45
2007-06-01,BE,25,24,0,0,0,0,0,68,72,68,48
2007-07-01,BE,37,0,0,0,0,14,0,63,71,61,44
2007-08-01,BE,35,0,0,22,0,10,0,67,72,65,52
2007-09-01,BE,26,0,18,0,0,0,33,69,65,67,49
2007-10-01,BE,26,17,11,0,0,0,0,70,71,59,49
2007-11-01,BE,20,0,0,0,0,0,0,71,75,70,49
2007-12-01,BE,20,0,0,0,0,0,0,78,69,72,53
2008-01-01,BE,23,0,0,0,0,21,0,60,67,55,41
2008-02-01,BE,22,0,0,0,0,14,0,62,70,57,44
2008-03-01,BE,24,24,0,0,24,0,0,64,63,58,45
2008-04-01,BE,23,20,0,0,49,14,0,62,64,57,42
2008-05-01,BE,30,0,0,17,40,12,14,57,59,59,41
2008-06-01,BE,22,0,0,0,0,8,0,57,59,49,43
2008-07-01,BE,37,18,0,12,27,0,0,53,54,46,37
2008-08-01,BE,25,0,14,0,42,0,0,57,59,56,45
2008-09-01,BE,26,22,35,24,0,0,0,55,55,51,41
2008-10-01,BE,27,0,0,0,0,0,0,59,64,51,44
2008-11-01,BE,19,20,0,0,21,0,0,63,60,57,44
2008-12-01,BE,18,0,0,15,42,0,0,67,67,63,46
2009-01-01,BE,21,16,0,0,0,0,0,54,55,57,37
2009-02-01,BE,20,17,0,0,0,0,0,55,61,53,44
2009-03-01,BE,21,0,0,0,0,0,0,52,58,47,41
2009-04-01,BE,41,0,0,12,0,0,0,51,55,44,39
2009-05-01,BE,32,25,0,0,0,0,0,50,54,43,38
2009-06-01,BE,38,0,11,0,24,0,0,50,53,43,35
2009-07-01,BE,48,17,0,0,22,25,0,47,52,42,34
2009-08-01,BE,42,14,0,0,0,0,0,48,54,43,42
2009-09-01,BE,35,12,0,0,0,0,0,50,56,42,37
2009-10-01,BE,37,43,0,0,22,0,0,54,58,44,39
2009-11-01,BE,33,11,0,0,0,0,0,55,62,45,39
2009-12-01,BE,28,0,10,9,0,0,0,65,55,52,38
2010-01-01,BE,39,25,9,8,0,0,0,49,53,38,35
2010-02-01,BE,41,17,9,20,0,0,0,51,57,37,37
2010-03-01,BE,41,0,0,0,0,0,0,50,51,38,36
2010-04-01,BE,60,14,0,0,17,0,0,45,49,34,35
2010-05-01,BE,45,18,0,0,0,0,0,48,50,36,37
2010-06-01,BE,44,0,0,0,32,0,0,43,49,36,33
2010-07-01,BE,50,8,0,0,0,0,0,40,43,33,32
2010-08-01,BE,33,17,0,0,0,0,9,45,46,33,36
2010-09-01,BE,27,0,0,0,0,6,0,43,43,31,33
2010-10-01,BE,25,0,14,0,0,0,9,47,48,32,33
2010-11-01,BE,24,13,0,0,29,0,0,49,50,38,34
2010-12-01,BE,17,9,12,0,17,0,10,59,47,43,35
2011-01-01,BE,22,23,14,0,0,0,0,54,58,44,42
2011-02-01,BE,23,6,0,6,0,0,7,57,62,36,42
2011-03-01,BE,25,0,0,0,0,0,0,56,56,38,42
2011-04-01,BE,29,0,0,0,27,0,0,51,54,40,42
2011-05-01,BE,27,5,0,0,0,0,0,54,56,41,44
2011-06-01,BE,30,0,0,0,0,0,0,54,56,42,45
2011-07-01,BE,35,0,0,5,0,8,0,49,55,37,44
2011-08-01,BE,29,11,14,0,0,0,0,57,58,42,46
2011-09-01,BE,28,9,5,7,21,0,0,50,55,43,44
2011-10-01,BE,30,25,5,0,0,5,7,58,58,42,46
2011-11-01,BE,26,9,0,4,0,0,0,61,62,54,45
2011-12-01,BE,22,8,10,0,0,8,0,72,58,57,47
2012-01-01,BE,22,9,0,8,0,0,0,56,55,46,45
2012-02-01,BE,24,0,4,0,0,0,0,58,59,42,45
2012-03-01,BE,25,20,5,0,0,0,6,53,53,42,43
2012-04-01,BE,31,10,0,28,0,0,0,55,57,44,48
2012-05-01,BE,29,18,5,0,0,0,0,50,53,43,45
2012-06-01,BE,32,6,0,4,31,3,0,53,55,43,44
2012-07-01,BE,38,14,25,0,0,0,0,49,52,41,42
2012-08-01,BE,32,18,0,0,0,0,9,49,54,41,43
2012-09-01,BE,33,8,0,0,0,0,0,53,54,45,43
2012-10-01,BE,30,0,8,0,0,0,0,55,54,41,48
2012-11-01,BE,27,12,0,7,0,0,0,60,60,48,44
2012-12-01,BE,22,5,0,0,0,3,0,73,54,61,43
2013-01-01,BE,23,0,8,0,21,0,0,57,54,43,40
2013-02-01,BE,24,0,0,0,0,7,14,59,56,41,46
2013-03-01,BE,27,16,0,4,0,0,0,56,53,43,43
2013-04-01,BE,28,7,12,0,25,4,0,55,54,44,45
2013-05-01,BE,31,13,0,10,0,0,0,56,55,43,42
2013-06-01,BE,35,11,0,0,0,0,12,53,54,42,42
2013-07-01,BE,45,18,13,0,0,3,0,49,49,42,40
2013-08-01,BE,38,7,6,0,12,6,0,53,56,42,44
2013-09-01,BE,33,0,0,0,0,0,0,53,50,41,41
2013-10-01,BE,35,19,6,6,0,0,0,60,55,44,43
2013-11-01,BE,27,8,0,0,0,0,0,63,55,50,44
2013-12-01,BE,23,10,0,0,0,0,8,74,53,58,51
2014-01-01,BE,24,11,0,0,0,0,0,61,54,44,44
2014-02-01,BE,25,11,6,0,10,0,0,55,53,39,37
2014-03-01,BE,30,11,0,0,0,0,0,44,44,36,36
2014-04-01,BE,40,9,4,0,0,0,0,45,44,39,32
2014-05-01,BE,34,16,11,0,0,0,10,48,44,36,35
2014-06-01,BE,35,25,5,6,0,0,0,42,40,37,32
2014-07-01,BE,45,23,7,0,0,0,0,41,41,36,34
2014-08-01,BE,46,13,0,0,0,4,0,44,44,35,37
2014-09-01,BE,32,0,0,0,0,0,0,39,38,30,30
2014-10-01,BE,37,12,0,0,0,4,0,45,44,36,32
2014-11-01,BE,28,8,0,0,51,0,0,47,45,39,32
2014-12-01,BE,26,19,0,0,0,0,0,53,43,46,32
2015-01-01,BE,28,15,11,0,0,4,0,43,39,32,31
2015-02-01,BE,28,19,15,21,0,0,0,43,43,33,32
2015-03-01,BE,28,11,10,0,0,0,0,45,41,32,33
2015-04-01,BE,39,8,0,0,15,0,0,44,39,32,31
2015-05-01,BE,34,7,0,0,13,0,0,40,40,35,32
2015-06-01,BE,34,9,0,0,31,0,0,42,40,33,30
2015-07-01,BE,45,10,0,0,0,3,0,39,40,33,31
2015-08-01,BE,42,12,0,0,0,5,0,38,40,33,30
2015-09-01,BE,33,14,0,0,0,8,0,37,37,30,30
2015-10-01,BE,36,6,0,0,0,0,0,41,39,31,31
2015-11-01,BE,27,22,6,0,0,0,0,42,38,35,32
2015-12-01,BE,23,4,0,0,0,0,12,48,37,41,30
2016-01-01,BE,26,5,3,0,0,0,0,59,54,42,43
2016-02-01,BE,25,6,4,0,0,0,4,61,56,40,46
2016-03-01,BE,33,22,37,0,0,0,5,59,53,42,43
2016-04-01,BE,28,4,6,0,12,0,0,56,54,41,44
2016-05-01,BE,35,9,0,8,10,0,0,55,52,44,44
2016-06-01,BE,34,8,0,0,0,0,0,57,54,42,46
2016-07-01,BE,41,21,0,0,22,0,0,51,55,43,45
2016-08-01,BE,38,7,0,4,0,0,0,53,54,42,43
2016-09-01,BE,32,9,0,0,9,0,0,53,54,42,44
2016-10-01,BE,35,13,7,0,0,2,0,61,56,46,45
2016-11-01,BE,30,5,0,0,0,0,0,63,59,50,47
2016-12-01,BE,21,8,0,0,0,0,0,71,54,60,48
2017-01-01,BE,27,0,7,0,0,4,0,60,54,45,45
2017-02-01,BE,27,14,0,0,8,0,0,62,60,43,48
2017-03-01,BE,30,18,0,0,0,5,7,56,56,42,48
2017-04-01,BE,40,7,3,0,0,0,0,64,60,51,50
2017-05-01,BE,31,6,0,0,0,0,0,57,57,54,53
2017-06-01,BE,33,8,3,11,0,0,0,58,60,54,51
2017-07-01,BE,46,13,9,0,0,0,5,59,62,57,56
2017-08-01,BE,42,4,3,0,0,0,0,62,64,55,57
2017-09-01,BE,30,8,0,0,0,0,6,58,60,51,55
2017-10-01,BE,32,8,10,0,8,0,5,68,62,53,62
2017-11-01,BE,27,0,4,0,0,0,0,68,60,61,58
2017-12-01,BE,27,3,0,4,0,0,0,80,61,75,62
2018-01-01,BE,27,12,0,0,0,0,0,65,64,54,62
2018-02-01,BE,27,0,0,0,0,0,0,64,63,48,62
2018-03-01,BE,33,9,0,0,0,3,0,67,62,54,68
2018-04-01,BE,42,17,0,0,0,0,0,60,63,57,57
2018-05-01,BE,36,7,0,0,30,0,0,64,64,62,66
2018-06-01,BE,45,28,6,0,0,0,0,64,61,52,61
2018-07-01,BE,52,14,0,0,0,4,0,59,62,62,65
2018-08-01,BE,49,12,0,4,0,0,0,62,69,57,68
2018-09-01,BE,34,13,5,0,0,0,0,63,62,54,63
2018-10-01,BE,33,8,9,0,0,0,6,66,64,55,66
2018-11-01,BE,26,8,0,5,0,0,10,71,67,61,67
2018-12-01,BE,24,10,0,0,0,0,12,86,70,85,79
2019-01-01,BE,27,9,0,3,0,0,5,70,66,56,68
2019-02-01,BE,26,5,0,5,0,0,0,70,67,54,67
2019-03-01,BE,28,7,0,0,0,0,0,69,68,58,77
2019-04-01,BE,30,10,0,8,7,0,7,69,68,64,71
2019-05-01,BE,31,13,0,0,0,0,0,70,70,58,72
2019-06-01,BE,39,14,0,0,20,2,0,69,70,66,76
2019-07-01,BE,45,6,0,0,16,0,0,65,72,62,75
2019-08-01,BE,42,5,0,0,0,0,0,74,77,64,80
2019-09-01,BE,29,21,0,0,0,0,0,66,68,61,71
2019-10-01,BE,33,0,0,0,9,0,0,71,69,65,82
2019-11-01,BE,28,14,0,0,0,0,11,74,76,72,79
2019-12-01,BE,26,12,0,0,0,2,0,89,75,85,94
2020-01-01,BE,26,8,0,0,0,0,5,71,68,60,76
2020-02-01,BE,26,6,3,0,0,3,0,74,72,57,79
2020-03-01,BE,27,10,5,0,0,0,0,76,50,86,81
2020-04-01,BE,17,5,0,0,0,0,0,91,45,79,90
2020-05-01,BE,21,6,0,0,0,0,0,87,52,81,93
2020-06-01,BE,34,9,0,0,0,0,6,79,70,72,88
2020-07-01,BE,44,9,3,3,10,0,0,78,78,68,91
2020-08-01,BE,42,14,0,0,0,0,0,75,78,75,92
2020-09-01,BE,76,5,0,0,7,0,15,69,69,69,81
2020-10-01,BE,30,0,0,0,0,0,4,81,65,64,86
2020-11-01,BE,20,7,0,0,0,0,0,82,53,77,94
2020-12-01,BE,21,6,0,0,0,2,0,95,56,82,95
2021-01-01,BE,22,13,0,0,8,0,6,78,51,66,89
2021-02-01,BE,18,0,0,4,0,0,0,78,53,61,90
2021-03-01,BE,20,12,0,0,0,0,0,76,51,63,87
2021-04-01,BE,24,0,0,0,11,0,0,78,53,71,96
2021-05-01,BE,34,11,0,0,0,0,0,80,67,74,96
