geo,sigma,ar1,ma1,ma2,drift,ar2
BE,0.2436990542139478,-0.36328669911104466,NA,NA,NA,NA
DE,0.4651481323247603,NA,1.046597394225197,0.4930586079998928,NA,NA
DK,0.119438148087483,NA,-0.5489856132090596,NA,0.07292371240817831,NA
FI,0.30594473861814175,NA,-0.4456191292743135,NA,NA,NA
FR,0.4368351037999466,NA,1.0914660982341244,0.3254523806570298,NA,NA
MT,0.5618527338736684,0.7031097040740343,NA,NA,NA,NA
PT,0.3979528257794573,1.025554247443356,NA,NA,NA,-0.5350331547228242
RO,0.438822277888361,0.4300718881282167,0.5903670285794439,NA,NA,NA
SK,0.31363751118109706,NA,1.331239394118432,0.5532602428902944,NA,NA
