DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2017-06,202605,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2017-07,1008223,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2017-09,1105114,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2017-10,131092,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2017-11,351150,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2017-12,96626,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-01,81112,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-02,58038,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-03,75086,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-04,154717,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-05,275247,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-06,307255,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-07,637650,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-08,817814,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-09,327427,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-10,155728,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-11,122247,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2018-12,86786,u
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-01,57208,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-02,60264,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-03,78205,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-04,103291,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-05,154793,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-06,352652,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-07,743078,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-08,883654,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-09,359601,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-10,123468,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-11,114385,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2019-12,222820,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-01,96566,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-02,63781,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-03,17009,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-04,0,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-05,38098,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-06,104513,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-07,340007,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-08,568284,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-09,185724,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-10,71242,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-11,,c
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2020-12,,c
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-01,55030,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-02,54924,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-03,55045,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-04,87134,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-05,142095,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-06,324474,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-07,697052,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-08,986183,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-09,377091,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-10,151723,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-11,131065,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2021-12,123140,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2022-01,112180,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2022-02,103768,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2022-03,113136,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2022-04,138541,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2022-05,265738,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AL,2022-06,447438,e
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-01,7517179,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-02,9007131,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-03,8398225,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-04,5373056,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-05,5016131,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-06,8143484,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-07,13931905,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-08,15261300,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-09,9103800,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-10,4645632,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-11,2250793,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1990-12,5193617,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-01,7572121,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-02,9574860,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-03,9262347,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-04,4247404,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-05,5671681,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-06,7518003,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-07,14401185,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-08,16220069,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-09,9243543,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-10,4891573,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-11,2252447,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1991-12,5532185,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-01,8441616,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-02,9894255,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-03,8446050,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-04,5271392,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-05,5296289,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-06,8190986,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-07,14279097,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-08,16231695,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-09,9312948,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-10,4666107,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-11,2054437,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1992-12,5663493,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-01,9101550,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-02,9963573,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-03,8155850,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-04,5153226,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-05,5330747,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-06,7951868,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-07,13517986,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-08,15274760,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-09,8625836,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-10,4413272,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-11,2150973,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1993-12,5200129,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-01,9050580,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-02,9670698,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-03,8732272,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-04,4249060,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-05,5556077,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-06,7424688,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-07,12993096,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-08,13970728,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-09,8185280,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-10,4421719,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-11,2200570,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1994-12,5114723,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-01,8824456,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-02,9569792,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-03,7442105,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-04,5016572,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-05,5003514,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-06,7599501,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-07,12241988,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-08,13092159,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-09,7697318,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-10,4385989,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-11,2149969,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1995-12,5268673,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-01,8177109,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-02,9470113,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-03,8043537,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-04,4497181,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-05,5067811,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-06,7061538,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-07,11871894,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-08,12238751,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-09,7219437,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-10,4415114,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-11,2233975,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1996-12,5531603,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-01,7862915,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-02,8835679,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-03,8318136,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-04,3692658,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-05,5302286,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-06,6517428,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-07,10579997,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-08,12641017,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-09,7419096,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-10,4507474,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-11,2197652,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1997-12,5920252,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-01,9603694,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-02,10061805,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-03,7323782,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-04,5198539,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-05,5168210,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-06,6996511,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-07,10788813,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-08,13795919,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-09,7736522,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-10,4542082,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-11,2350262,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1998-12,6146650,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-01,9115548,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-02,9848681,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-03,8103808,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-04,4797723,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-05,5235139,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-06,7042715,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-07,11183156,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-08,13492399,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-09,7679899,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-10,4615847,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-11,2446629,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,1999-12,5735844,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-01,9603694,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-02,10061805,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-03,8822550,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-04,5126480,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-05,4622783,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-06,7548693,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-07,11381453,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-08,12607020,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-09,7720139,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-10,4567569,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-11,2489977,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2000-12,6158463,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-01,9804815,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-02,10550146,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-03,8796568,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-04,5491154,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-05,5031596,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-06,7218598,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-07,11445799,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-08,12680995,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-09,7204656,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-10,4750972,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-11,2635536,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2001-12,6526723,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-01,9780573,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-02,11041248,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-03,9819152,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-04,4312126,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-05,5640144,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-06,7111299,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-07,11548725,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-08,12811531,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-09,7379682,
ESTAT:TOUR_OCC_NIM(1.0),20/09/22 23:00:00,M,TOTAL,NR,I551-I553,AT,2002-10,4896296,
