date,geo,yhat,bic,rmse,mae,acf
2022-10-01,AT,151.4324818320468,-64.75885649944651,0.07336472600149395,0.04986135925121244,-0.09520661698262164
2022-11-01,AT,154.96496366409357,-64.75885649944651,0.07336472600149395,0.04986135925121244,-0.09520661698262164
2022-12-01,AT,158.49744549614036,-64.75885649944651,0.07336472600149395,0.04986135925121244,-0.09520661698262164
2023-01-01,AT,162.02992732818717,-64.75885649944651,0.07336472600149395,0.04986135925121244,-0.09520661698262164
2022-10-01,BE,221.90000000000003,-13.227854180982497,0.12556838225534028,0.07702422024284425,0.016915965767663188
2022-11-01,BE,227.5,-13.227854180982497,0.12556838225534028,0.07702422024284425,0.016915965767663188
2022-12-01,BE,228.70000000000005,-13.227854180982497,0.12556838225534028,0.07702422024284425,0.016915965767663188
2023-01-01,BE,245,-13.227854180982497,0.12556838225534028,0.07702422024284425,0.016915965767663188
2022-10-01,BG,252.8,-43.52803597058028,0.1099588013439976,0.07020732834450899,-0.03338983121581753
2022-11-01,BG,272.40000000000003,-43.52803597058028,0.1099588013439976,0.07020732834450899,-0.03338983121581753
2022-12-01,BG,292,-43.52803597058028,0.1099588013439976,0.07020732834450899,-0.03338983121581753
2023-01-01,BG,311.6,-43.52803597058028,0.1099588013439976,0.07020732834450899,-0.03338983121581753
2022-10-01,CY,149.42877383066377,-19.731677462884115,0.15097477353597039,0.10398947880771173,-0.034750542096724985
2022-11-01,CY,149.90827933331065,-19.731677462884115,0.15097477353597039,0.10398947880771173,-0.034750542096724985
2022-12-01,CY,150.35165060936376,-19.731677462884115,0.15097477353597039,0.10398947880771173,-0.034750542096724985
2023-01-01,CY,150.8207589108389,-19.731677462884115,0.15097477353597039,0.10398947880771173,-0.034750542096724985
2022-10-01,CZ,142.94814974125995,-41.0163476749542,0.10753765543465216,0.05829941939025192,-0.14348320139279686
2022-11-01,CZ,144.1945937028144,-41.0163476749542,0.10753765543465216,0.05829941939025192,-0.14348320139279686
2022-12-01,CZ,145.01770588630416,-41.0163476749542,0.10753765543465216,0.05829941939025192,-0.14348320139279686
2023-01-01,CZ,146.09745744773954,-41.0163476749542,0.10753765543465216,0.05829941939025192,-0.14348320139279686
2022-10-01,DE,176.28981886760567,-39.516822860789176,0.09577307315885786,0.059118494456315805,-0.21051599675829075
2022-11-01,DE,182.55936008305247,-39.516822860789176,0.09577307315885786,0.059118494456315805,-0.21051599675829075
2022-12-01,DE,187.47963085755788,-39.516822860789176,0.09577307315885786,0.059118494456315805,-0.21051599675829075
2023-01-01,DE,193.10560964142394,-39.516822860789176,0.09577307315885786,0.059118494456315805,-0.21051599675829075
2022-10-01,DK,208.53185313082275,-37.78349198871987,0.11236983023052602,0.07934672908404485,-0.24399749195670023
2022-11-01,DK,212.9637062616455,-37.78349198871987,0.11236983023052602,0.07934672908404485,-0.24399749195670023
2022-12-01,DK,217.39555939246827,-37.78349198871987,0.11236983023052602,0.07934672908404485,-0.24399749195670023
2023-01-01,DK,221.82741252329106,-37.78349198871987,0.11236983023052602,0.07934672908404485,-0.24399749195670023
2022-10-01,EE,183.5437499999993,-24.306825200887875,0.14625229529108066,0.1028837999435377,0.011766085575625395
2022-11-01,EE,185.8874999999986,-24.306825200887875,0.14625229529108066,0.1028837999435377,0.011766085575625395
2022-12-01,EE,188.2312499999979,-24.306825200887875,0.14625229529108066,0.1028837999435377,0.011766085575625395
2023-01-01,EE,190.5749999999972,-24.306825200887875,0.14625229529108066,0.1028837999435377,0.011766085575625395
2022-10-01,EL,139.89010593676332,-10.535413909086106,0.1801911016443555,0.11132152296664345,-0.02342516874598718
2022-11-01,EL,139.89010593676332,-10.535413909086106,0.1801911016443555,0.11132152296664345,-0.02342516874598718
2022-12-01,EL,139.89010593676332,-10.535413909086106,0.1801911016443555,0.11132152296664345,-0.02342516874598718
2023-01-01,EL,139.89010593676332,-10.535413909086106,0.1801911016443555,0.11132152296664345,-0.02342516874598718
2022-10-01,ES,169.16439254114022,-49.14696540156188,0.09402274102664815,0.0722948904391919,-0.14446816887814026
2022-11-01,ES,171.4287850822804,-49.14696540156188,0.09402274102664815,0.0722948904391919,-0.14446816887814026
2022-12-01,ES,173.69317762342058,-49.14696540156188,0.09402274102664815,0.0722948904391919,-0.14446816887814026
2023-01-01,ES,175.9575701645608,-49.14696540156188,0.09402274102664815,0.0722948904391919,-0.14446816887814026
2022-10-01,FI,151.873442446519,-31.904750696241955,0.12344317454288457,0.09165783667985021,-0.13584873431285202
2022-11-01,FI,154.14688489303802,-31.904750696241955,0.12344317454288457,0.09165783667985021,-0.13584873431285202
2022-12-01,FI,156.42032733955702,-31.904750696241955,0.12344317454288457,0.09165783667985021,-0.13584873431285202
2023-01-01,FI,158.69376978607602,-31.904750696241955,0.12344317454288457,0.09165783667985021,-0.13584873431285202
2022-10-01,FR,149.0808289428565,-20.281434306374003,0.08879368678114855,0.058595937994407016,-0.18198133024721372
2022-11-01,FR,153.55174897783232,-20.281434306374003,0.08879368678114855,0.058595937994407016,-0.18198133024721372
2022-12-01,FR,156.1225532409204,-20.281434306374003,0.08879368678114855,0.058595937994407016,-0.18198133024721372
2023-01-01,FR,162.2302072712799,-20.281434306374003,0.08879368678114855,0.058595937994407016,-0.18198133024721372
2022-10-01,HR,147.98506045706046,-43.97775114223875,0.10204735825491491,0.07404713555624343,0.016976654225729554
2022-11-01,HR,150.67012091412093,-43.97775114223875,0.10204735825491491,0.07404713555624343,0.016976654225729554
2022-12-01,HR,153.3551813711814,-43.97775114223875,0.10204735825491491,0.07404713555624343,0.016976654225729554
