date,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2004-01-01,FI,72,56,57,33
2004-02-01,FI,73,60,67,38
2004-03-01,FI,76,67,56,34
2004-04-01,FI,77,62,42,31
2004-05-01,FI,71,67,50,35
2004-06-01,FI,67,64,55,32
2004-07-01,FI,60,58,45,31
2004-08-01,FI,70,61,60,36
2004-09-01,FI,71,69,49,32
2004-10-01,FI,81,67,63,41
2004-11-01,FI,77,71,59,38
2004-12-01,FI,87,60,95,38
2005-01-01,FI,76,68,76,43
2005-02-01,FI,77,66,77,36
2005-03-01,FI,82,67,75,35
2005-04-01,FI,78,68,83,36
2005-05-01,FI,79,67,73,41
2005-06-01,FI,66,62,71,36
2005-07-01,FI,61,59,57,30
2005-08-01,FI,85,74,67,43
2005-09-01,FI,87,74,68,35
2005-10-01,FI,87,76,58,43
2005-11-01,FI,92,77,66,38
2005-12-01,FI,100,69,71,40
2006-01-01,FI,89,75,65,40
2006-02-01,FI,83,73,68,41
2006-03-01,FI,81,74,63,43
2006-04-01,FI,86,73,76,38
2006-05-01,FI,73,65,59,37
2006-06-01,FI,75,63,82,38
2006-07-01,FI,70,65,65,40
2006-08-01,FI,80,73,74,38
2006-09-01,FI,85,81,74,42
2006-10-01,FI,87,74,66,44
2006-11-01,FI,88,74,72,44
2006-12-01,FI,100,70,83,45
2007-01-01,FI,87,76,97,44
2007-02-01,FI,93,75,83,44
2007-03-01,FI,90,75,77,46
2007-04-01,FI,83,76,79,47
2007-05-01,FI,76,74,65,41
2007-06-01,FI,67,64,72,37
2007-07-01,FI,68,67,63,40
2007-08-01,FI,75,71,71,39
2007-09-01,FI,80,73,68,44
2007-10-01,FI,79,71,100,44
2007-11-01,FI,81,100,71,100
2007-12-01,FI,81,62,69,43
2008-01-01,FI,73,68,62,44
2008-02-01,FI,72,67,56,45
2008-03-01,FI,74,62,55,37
2008-04-01,FI,70,66,54,39
2008-05-01,FI,65,66,59,42
2008-06-01,FI,59,59,58,36
2008-07-01,FI,58,57,51,33
2008-08-01,FI,69,63,61,37
2008-09-01,FI,69,61,51,40
2008-10-01,FI,76,62,53,39
2008-11-01,FI,66,66,53,39
2008-12-01,FI,76,57,55,40
2009-01-01,FI,65,60,58,38
2009-02-01,FI,65,59,48,38
2009-03-01,FI,63,59,52,36
2009-04-01,FI,67,59,50,35
2009-05-01,FI,59,55,47,36
2009-06-01,FI,54,53,45,33
2009-07-01,FI,56,52,45,35
2009-08-01,FI,63,57,54,37
2009-09-01,FI,63,52,46,38
2009-10-01,FI,62,60,44,40
2009-11-01,FI,63,54,52,37
2009-12-01,FI,72,53,55,35
2010-01-01,FI,61,53,49,36
2010-02-01,FI,59,47,45,36
2010-03-01,FI,58,52,51,35
2010-04-01,FI,62,51,72,34
2010-05-01,FI,53,49,44,33
2010-06-01,FI,51,47,48,33
2010-07-01,FI,45,48,44,32
2010-08-01,FI,52,50,48,34
2010-09-01,FI,55,50,46,33
2010-10-01,FI,57,49,47,34
2010-11-01,FI,58,50,46,36
2010-12-01,FI,65,48,54,35
2011-01-01,FI,58,53,46,41
2011-02-01,FI,64,52,49,39
2011-03-01,FI,60,55,46,42
2011-04-01,FI,71,53,53,39
2011-05-01,FI,56,54,46,38
2011-06-01,FI,53,47,48,37
2011-07-01,FI,52,50,44,38
2011-08-01,FI,60,53,49,39
2011-09-01,FI,58,55,49,39
2011-10-01,FI,60,55,44,38
2011-11-01,FI,61,56,44,36
2011-12-01,FI,72,55,56,38
2012-01-01,FI,62,54,47,39
2012-02-01,FI,59,54,46,38
2012-03-01,FI,56,57,45,37
2012-04-01,FI,61,53,50,38
2012-05-01,FI,51,58,45,35
2012-06-01,FI,51,54,47,37
2012-07-01,FI,52,53,44,35
2012-08-01,FI,59,60,48,39
2012-09-01,FI,66,58,55,41
2012-10-01,FI,64,55,51,34
2012-11-01,FI,62,53,49,37
2012-12-01,FI,72,52,61,33
2013-01-01,FI,59,51,51,36
2013-02-01,FI,59,56,50,39
2013-03-01,FI,63,53,54,34
2013-04-01,FI,54,55,56,35
2013-05-01,FI,54,53,49,35
2013-06-01,FI,53,52,58,33
2013-07-01,FI,58,57,53,37
2013-08-01,FI,61,62,59,39
2013-09-01,FI,60,56,53,36
2013-10-01,FI,64,56,56,33
2013-11-01,FI,62,54,55,35
2013-12-01,FI,73,56,69,42
2014-01-01,FI,61,55,55,37
2014-02-01,FI,63,55,56,37
2014-03-01,FI,59,55,55,36
2014-04-01,FI,64,55,62,36
2014-05-01,FI,66,55,60,37
2014-06-01,FI,59,54,65,38
2014-07-01,FI,57,53,59,36
2014-08-01,FI,61,60,66,37
2014-09-01,FI,66,57,61,36
2014-10-01,FI,64,58,58,40
2014-11-01,FI,65,55,62,38
2014-12-01,FI,74,55,70,37
2015-01-01,FI,67,56,64,37
2015-02-01,FI,63,56,67,42
2015-03-01,FI,66,55,65,37
2015-04-01,FI,75,59,63,36
2015-05-01,FI,61,57,61,35
2015-06-01,FI,59,57,63,35
2015-07-01,FI,58,59,58,38
2015-08-01,FI,59,59,59,38
2015-09-01,FI,56,53,58,34
2015-10-01,FI,57,58,57,36
2015-11-01,FI,60,55,68,34
2015-12-01,FI,75,51,71,34
2016-01-01,FI,60,54,65,35
2016-02-01,FI,59,56,63,35
