date,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2004-01-01,LV,26,21,0,0
2004-02-01,LV,33,0,0,0
2004-03-01,LV,33,71,54,0
2004-04-01,LV,33,50,100,0
2004-05-01,LV,31,49,66,0
2004-06-01,LV,33,40,21,24
2004-07-01,LV,30,39,24,0
2004-08-01,LV,30,32,22,0
2004-09-01,LV,36,22,23,0
2004-10-01,LV,36,30,41,0
2004-11-01,LV,37,81,44,0
2004-12-01,LV,33,47,0,21
2005-01-01,LV,36,38,21,30
2005-02-01,LV,39,29,40,30
2005-03-01,LV,38,73,19,0
2005-04-01,LV,41,44,15,29
2005-05-01,LV,35,67,14,44
2005-06-01,LV,32,28,33,0
2005-07-01,LV,30,60,22,33
2005-08-01,LV,35,49,18,29
2005-09-01,LV,36,44,27,0
2005-10-01,LV,37,52,26,15
2005-11-01,LV,43,65,41,42
2005-12-01,LV,44,55,17,28
2006-01-01,LV,41,42,0,29
2006-02-01,LV,45,100,36,26
2006-03-01,LV,42,51,18,45
2006-04-01,LV,45,59,28,30
2006-05-01,LV,40,45,37,10
2006-06-01,LV,39,53,21,37
2006-07-01,LV,40,57,16,18
2006-08-01,LV,45,78,21,43
2006-09-01,LV,43,50,46,26
2006-10-01,LV,46,69,43,35
2006-11-01,LV,47,94,14,58
2006-12-01,LV,56,50,32,31
2007-01-01,LV,52,80,17,58
2007-02-01,LV,53,69,31,55
2007-03-01,LV,50,61,24,37
2007-04-01,LV,55,100,30,59
2007-05-01,LV,47,59,32,71
2007-06-01,LV,46,64,32,36
2007-07-01,LV,50,63,32,29
2007-08-01,LV,50,77,29,30
2007-09-01,LV,50,66,30,38
2007-10-01,LV,64,80,32,45
2007-11-01,LV,54,62,30,38
2007-12-01,LV,56,61,26,48
2008-01-01,LV,52,77,31,62
2008-02-01,LV,55,69,40,39
2008-03-01,LV,55,75,36,50
2008-04-01,LV,51,64,24,54
2008-05-01,LV,49,63,23,39
