geo,date,yhat
AT,2023-03-01,130.2
BE,2023-03-01,124.3
BG,2023-03-01,119.2
CY,2023-03-01,130.8
CZ,2023-03-01,114.7
DE,2023-03-01,96.1
DK,2023-03-01,141.8
EE,2023-03-01,121.6
EL,2023-03-01,116.6
ES,2023-03-01,104.8
FI,2023-03-01,120.6
FR,2023-03-01,98.4
HR,2023-03-01,110
HU,2023-03-01,120.4
IT,2023-03-01,103.8
LT,2023-03-01,147.4
LV,2023-03-01,117.8
MT,2023-03-01,112.6
PL,2023-03-01,151.6
PT,2023-03-01,100.9
RO,2023-03-01,107.9
SE,2023-03-01,117.8
SI,2023-03-01,131.1
SK,2023-03-01,105.3
