date,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2018-08-01,PT,63,78,57,74
2018-09-01,PT,60,73,53,70
2018-10-01,PT,61,69,55,71
2018-11-01,PT,63,68,54,76
2018-12-01,PT,69,73,58,77
2019-01-01,PT,58,64,52,69
2019-02-01,PT,59,65,49,65
2019-03-01,PT,60,68,53,71
2019-04-01,PT,63,73,55,72
2019-05-01,PT,59,70,56,65
2019-06-01,PT,70,77,56,83
2019-07-01,PT,68,82,64,88
2019-08-01,PT,69,93,63,89
2019-09-01,PT,63,78,60,80
2019-10-01,PT,65,78,59,82
2019-11-01,PT,69,81,63,82
2019-12-01,PT,77,82,64,96
2020-01-01,PT,66,76,57,84
2020-02-01,PT,64,80,55,84
2020-03-01,PT,75,50,94,74
2020-04-01,PT,100,47,96,81
2020-05-01,PT,82,56,89,94
2020-06-01,PT,68,62,79,83
2020-07-01,PT,71,72,77,88
2020-08-01,PT,74,84,77,91
2020-09-01,PT,68,73,71,82
2020-10-01,PT,74,69,78,87
2020-11-01,PT,71,61,90,94
2020-12-01,PT,88,65,100,92
2021-01-01,PT,76,59,84,97
2021-02-01,PT,81,54,93,91
2021-03-01,PT,77,54,88,87
2021-04-01,PT,75,69,89,94
2021-05-01,PT,72,80,82,92
2021-06-01,PT,69,79,77,98
2021-07-01,PT,73,88,88,100
2021-08-01,PT,76,100,79,100
2021-09-01,PT,68,83,65,85
2021-10-01,PT,71,82,66,80
2021-11-01,PT,70,79,68,84
2021-12-01,PT,80,75,79,89
2022-01-01,PT,71,74,64,97
2022-02-01,PT,72,80,63,87
2022-03-01,PT,71,78,74,84
2022-04-01,PT,72,84,75,87
2022-05-01,PT,65,79,69,83
2022-06-01,PT,70,84,72,89
2022-07-01,PT,75,94,75,95
2022-08-01,PT,79,99,75,98
2022-09-01,PT,71,85,65,88
2022-10-01,PT,73,80,68,90
