date,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2018-08-01,MT,94,100,53,81
2018-09-01,MT,93,89,51,75
2018-10-01,MT,92,80,48,71
2018-11-01,MT,85,75,42,73
2018-12-01,MT,95,75,49,67
2019-01-01,MT,86,70,47,66
2019-02-01,MT,85,73,34,67
2019-03-01,MT,85,69,45,64
2019-04-01,MT,87,81,54,68
2019-05-01,MT,86,67,50,59
2019-06-01,MT,49,45,29,40
2019-07-01,MT,47,48,36,40
2019-08-01,MT,55,55,36,48
2019-09-01,MT,50,49,37,46
2019-10-01,MT,48,47,29,35
2019-11-01,MT,52,46,24,45
2019-12-01,MT,52,44,25,42
2020-01-01,MT,45,35,22,36
2020-02-01,MT,51,41,29,32
2020-03-01,MT,59,30,48,43
2020-04-01,MT,79,28,44,39
2020-05-01,MT,67,23,38,34
2020-06-01,MT,53,31,31,36
2020-07-01,MT,51,43,32,42
2020-08-01,MT,59,57,33,61
2020-09-01,MT,55,45,31,49
2020-10-01,MT,53,38,29,37
2020-11-01,MT,56,34,36,40
2020-12-01,MT,68,41,35,44
2021-01-01,MT,56,32,27,34
2021-02-01,MT,52,36,27,38
2021-03-01,MT,59,27,33,37
2021-04-01,MT,60,28,36,35
2021-05-01,MT,56,35,33,36
2021-06-01,MT,53,48,33,42
2021-07-01,MT,59,57,41,47
2021-08-01,MT,63,61,37,47
2021-09-01,MT,61,55,34,44
2021-10-01,MT,54,50,32,32
2021-11-01,MT,52,43,37,36
2021-12-01,MT,57,38,41,33
2022-01-01,MT,60,37,34,41
2022-02-01,MT,54,41,33,38
2022-03-01,MT,54,40,34,35
2022-04-01,MT,55,46,35,39
2022-05-01,MT,56,44,34,34
2022-06-01,MT,51,46,37,39
2022-07-01,MT,56,48,42,41
2022-08-01,MT,60,53,40,45
2022-09-01,MT,54,43,33,32
2022-10-01,MT,55,44,35,35
2022-11-01,MT,52,40,35,33
2022-12-01,MT,55,44,35,34
