time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2017-12-01,FR,82,76,65,75
2018-01-01,FR,63,74,51,77
2018-02-01,FR,68,76,43,79
2018-03-01,FR,65,75,45,82
2018-04-01,FR,59,72,50,78
2018-05-01,FR,64,79,57,77
2018-06-01,FR,59,71,45,75
2018-07-01,FR,58,81,50,86
2018-08-01,FR,63,85,50,83
2018-09-01,FR,61,79,48,76
2018-10-01,FR,67,81,48,84
2018-11-01,FR,67,74,56,77
2018-12-01,FR,81,77,70,78
2019-01-01,FR,66,76,50,76
2019-02-01,FR,66,81,44,83
2019-03-01,FR,64,81,46,85
2019-04-01,FR,67,89,54,91
2019-05-01,FR,68,81,58,80
2019-06-01,FR,64,84,55,84
2019-07-01,FR,62,88,53,87
2019-08-01,FR,70,98,56,90
2019-09-01,FR,66,81,51,78
2019-10-01,FR,72,83,49,83
2019-11-01,FR,74,86,61,84
2019-12-01,FR,85,79,69,79
2020-01-01,FR,69,77,50,83
2020-02-01,FR,72,85,45,82
2020-03-01,FR,84,51,100,65
2020-04-01,FR,100,42,82,71
2020-05-01,FR,89,57,78,96
2020-06-01,FR,77,82,58,87
2020-07-01,FR,70,96,60,90
2020-08-01,FR,71,95,58,88
2020-09-01,FR,69,78,50,77
2020-10-01,FR,73,75,52,79
2020-11-01,FR,80,49,65,77
2020-12-01,FR,87,50,67,82
2021-01-01,FR,72,46,57,75
2021-02-01,FR,72,52,50,78
2021-03-01,FR,70,46,50,71
2021-04-01,FR,76,44,57,69
2021-05-01,FR,76,67,66,85
2021-06-01,FR,65,90,50,82
2021-07-01,FR,68,98,60,96
2021-08-01,FR,70,100,55,100
2021-09-01,FR,63,84,51,83
2021-10-01,FR,72,84,53,87
2021-11-01,FR,70,79,58,87
2021-12-01,FR,78,72,66,77
2022-01-01,FR,63,70,48,76
2022-02-01,FR,67,79,43,80
2022-03-01,FR,61,72,42,72
2022-04-01,FR,67,78,53,78
2022-05-01,FR,63,78,51,73
2022-06-01,FR,65,80,53,83
2022-07-01,FR,64,85,56,88
2022-08-01,FR,68,92,56,87
2022-09-01,FR,64,78,47,76
