date,country_code,yhat,h,bic,aicc,rmse,mae,acf
2022-07-01,AT,24717047.374518543,1,-2097.1919047610627,-2155.400683388025,0.20873629472463326,0.11609814629762855,0.017133353707234424
2022-08-01,AT,22777376.487458844,2,-2097.1919047610627,-2155.400683388025,0.20873629472463326,0.11609814629762855,0.017133353707234424
2022-09-01,AT,11527344.429447696,3,-2097.1919047610627,-2155.400683388025,0.20873629472463326,0.11609814629762855,0.017133353707234424
2022-10-01,AT,6602247.163322306,4,-2097.1919047610627,-2155.400683388025,0.20873629472463326,0.11609814629762855,0.017133353707234424
2022-08-01,BE,4391069.756004394,1,-2009.5453122305985,-2067.7540908575606,0.21459177262030735,0.11221697398524973,0.0040408955364673
2022-09-01,BE,2344411.223177182,2,-2009.5453122305985,-2067.7540908575606,0.21459177262030735,0.11221697398524973,0.0040408955364673
2022-10-01,BE,2286776.868093432,3,-2009.5453122305985,-2067.7540908575606,0.21459177262030735,0.11221697398524973,0.0040408955364673
2022-11-01,BE,1682422.3076320398,4,-2009.5453122305985,-2067.7540908575606,0.21459177262030735,0.11221697398524973,0.0040408955364673
2022-07-01,CY,2103314.319383366,1,-893.3764718437159,-914.6241294343041,0.45819401396649756,0.21815779457184345,-0.06338287359005633
2022-08-01,CY,1552113.5817833894,2,-893.3764718437159,-914.6241294343041,0.45819401396649756,0.21815779457184345,-0.06338287359005633
2022-09-01,CY,1069122.0860434703,3,-893.3764718437159,-914.6241294343041,0.45819401396649756,0.21815779457184345,-0.06338287359005633
2022-10-01,CY,655042.3970392774,4,-893.3764718437159,-914.6241294343041,0.45819401396649756,0.21815779457184345,-0.06338287359005633
2022-08-01,CZ,11629089.04380818,1,-1186.9690754698445,-1234.2901673550498,0.2455756129765004,0.1085647476175488,0.056519916395671305
2022-09-01,CZ,5703268.311896141,2,-1186.9690754698445,-1234.2901673550498,0.2455756129765004,0.1085647476175488,0.056519916395671305
2022-10-01,CZ,4043905.981595771,3,-1186.9690754698445,-1234.2901673550498,0.2455756129765004,0.1085647476175488,0.056519916395671305
2022-11-01,CZ,2610600.351422829,4,-1186.9690754698445,-1234.2901673550498,0.2455756129765004,0.1085647476175488,0.056519916395671305
2022-08-01,DE,48212784.64494252,1,-2523.14457500936,-2592.691550545392,0.13450740387253537,0.06766616777361328,-0.006854960608411024
2022-09-01,DE,35892207.70123945,2,-2523.14457500936,-2592.691550545392,0.13450740387253537,0.06766616777361328,-0.006854960608411024
2022-10-01,DE,31455512.469207477,3,-2523.14457500936,-2592.691550545392,0.13450740387253537,0.06766616777361328,-0.006854960608411024
2022-11-01,DE,19058902.558862597,4,-2523.14457500936,-2592.691550545392,0.13450740387253537,0.06766616777361328,-0.006854960608411024
2022-08-01,DK,4656010.332196479,1,-1079.6009548582067,-1125.2605665671658,0.1544751201812496,0.10541445597867814,-0.00760278535410465
2022-09-01,DK,2600616.352356797,2,-1079.6009548582067,-1125.2605665671658,0.1544751201812496,0.10541445597867814,-0.00760278535410465
2022-10-01,DK,1795174.4842467192,3,-1079.6009548582067,-1125.2605665671658,0.1544751201812496,0.10541445597867814,-0.00760278535410465
2022-11-01,DK,1339585.5853077788,4,-1079.6009548582067,-1125.2605665671658,0.1544751201812496,0.10541445597867814,-0.00760278535410465
2022-08-01,GR,24786282.123835213,1,-1629.8952995554152,-1689.5784251945709,0.26061215051653575,0.11250985314293643,-0.0025673930529859553
2022-09-01,GR,12984399.211943932,2,-1629.8952995554152,-1689.5784251945709,0.26061215051653575,0.11250985314293643,-0.0025673930529859553
2022-10-01,GR,5567724.882420281,3,-1629.8952995554152,-1689.5784251945709,0.26061215051653575,0.11250985314293643,-0.0025673930529859553
2022-11-01,GR,1266009.0063106902,4,-1629.8952995554152,-1689.5784251945709,0.26061215051653575,0.11250985314293643,-0.0025673930529859553
2022-08-01,ES,70363855.67451337,1,-2323.799810601137,-2381.966637484636,0.16490278292308944,0.08291151553953975,-0.41654389920148227
2022-09-01,ES,45938527.53409659,2,-2323.799810601137,-2381.966637484636,0.16490278292308944,0.08291151553953975,-0.41654389920148227
2022-10-01,ES,33817237.94459294,3,-2323.799810601137,-2381.966637484636,0.16490278292308944,0.08291151553953975,-0.41654389920148227
2022-11-01,ES,20100632.44584416,4,-2323.799810601137,-2381.966637484636,0.16490278292308944,0.08291151553953975,-0.41654389920148227
2022-08-01,FI,2215310.485386099,1,-2527.803044253602,-2574.5692189161896,0.11669202501406652,0.06222018050987464,0.008966736795472456
2022-09-01,FI,1458049.780702379,2,-2527.803044253602,-2574.5692189161896,0.11669202501406652,0.06222018050987464,0.008966736795472456
2022-10-01,FI,1283628.6864062457,3,-2527.803044253602,-2574.5692189161896,0.11669202501406652,0.06222018050987464,0.008966736795472456
