date,country_code,yhat,h,bic,aicc,rmse,mae,acf
2022-10-01,AT,6920111.6822176045,1,5114.487785253358,5091.055587933079,183.33309307216683,112.7346442336967,0.007026042212003445
2022-11-01,AT,4026001.1495466395,2,5114.487785253358,5091.055587933079,183.33309307216683,112.7346442336967,0.007026042212003445
2022-12-01,AT,6809611.164220853,3,5114.487785253358,5091.055587933079,183.33309307216683,112.7346442336967,0.007026042212003445
2023-01-01,AT,8695805.31982722,4,5114.487785253358,5091.055587933079,183.33309307216683,112.7346442336967,0.007026042212003445
2022-10-01,BE,3404745.320037316,1,4703.77988746913,4664.946488312457,104.15548580058157,63.55344709029682,0.0032637441604064558
2022-11-01,BE,2535920.694272309,2,4703.77988746913,4664.946488312457,104.15548580058157,63.55344709029682,0.0032637441604064558
2022-12-01,BE,2431996.2662767353,3,4703.77988746913,4664.946488312457,104.15548580058157,63.55344709029682,0.0032637441604064558
2023-01-01,BE,1761290.5891059095,4,4703.77988746913,4664.946488312457,104.15548580058157,63.55344709029682,0.0032637441604064558
2022-09-01,CY,1913220.1789802627,1,2957.900542983735,2929.9887951148935,62.11345489042925,36.78327896240911,0.016549752604105256
2022-10-01,CY,1846707.3415772896,2,2957.900542983735,2929.9887951148935,62.11345489042925,36.78327896240911,0.016549752604105256
2022-11-01,CY,671126.6114498002,3,2957.900542983735,2929.9887951148935,62.11345489042925,36.78327896240911,0.016549752604105256
2022-12-01,CY,342105.1808978542,4,2957.900542983735,2929.9887951148935,62.11345489042925,36.78327896240911,0.016549752604105256
2022-10-01,CZ,3537754.041971325,1,2914.86871717836,2894.425573722853,100.25235417282897,60.08815381951329,0.031233127331661538
2022-11-01,CZ,2538629.0584429814,2,2914.86871717836,2894.425573722853,100.25235417282897,60.08815381951329,0.031233127331661538
2022-12-01,CZ,2351573.1246221806,3,2914.86871717836,2894.425573722853,100.25235417282897,60.08815381951329,0.031233127331661538
2023-01-01,CZ,2314689.66696727,4,2914.86871717836,2894.425573722853,100.25235417282897,60.08815381951329,0.031233127331661538
2022-10-01,DE,38097977.67933032,1,5328.348696306536,5308.794699430902,244.0928385491866,137.2647508670556,0.008167078269229688
2022-11-01,DE,22344969.530674677,2,5328.348696306536,5308.794699430902,244.0928385491866,137.2647508670556,0.008167078269229688
2022-12-01,DE,19316803.513512317,3,5328.348696306536,5308.794699430902,244.0928385491866,137.2647508670556,0.008167078269229688
2023-01-01,DE,16733329.8051504,4,5328.348696306536,5308.794699430902,244.0928385491866,137.2647508670556,0.008167078269229688
2022-10-01,DK,2838196.810179092,1,2151.2564838829335,2126.7044288794855,89.19238784579464,57.09933692814448,0.005680065129973094
2022-11-01,DK,2020501.4895526434,2,2151.2564838829335,2126.7044288794855,89.19238784579464,57.09933692814448,0.005680065129973094
2022-12-01,DK,1349719.5941989848,3,2151.2564838829335,2126.7044288794855,89.19238784579464,57.09933692814448,0.005680065129973094
2023-01-01,DK,1047929.6012525106,4,2151.2564838829335,2126.7044288794855,89.19238784579464,57.09933692814448,0.005680065129973094
2022-10-01,GR,10646101.207950585,1,4407.660569380179,4385.069383151953,166.6336561565756,93.06867375008953,0.0068021469277548185
2022-11-01,GR,2409304.944634313,2,4407.660569380179,4385.069383151953,166.6336561565756,93.06867375008953,0.0068021469277548185
2022-12-01,GR,1878953.6990048278,3,4407.660569380179,4385.069383151953,166.6336561565756,93.06867375008953,0.0068021469277548185
2023-01-01,GR,1362684.2294770437,4,4407.660569380179,4385.069383151953,166.6336561565756,93.06867375008953,0.0068021469277548185
2022-10-01,ES,38654685.16731127,1,5427.546279829163,5396.390981602342,271.75396872630847,136.24391499646367,-0.004450697292403544
2022-11-01,ES,25204570.42195877,2,5427.546279829163,5396.390981602342,271.75396872630847,136.24391499646367,-0.004450697292403544
2022-12-01,ES,24242968.12750654,3,5427.546279829163,5396.390981602342,271.75396872630847,136.24391499646367,-0.004450697292403544
2023-01-01,ES,22147442.082999285,4,5427.546279829163,5396.390981602342,271.75396872630847,136.24391499646367,-0.004450697292403544
2022-10-01,FI,1750864.5656327244,1,4050.8503461971263,4027.4181488768472,45.82533993148315,25.641045548839557,0.005684372299852039
2022-11-01,FI,1506029.9198134667,2,4050.8503461971263,4027.4181488768472,45.82533993148315,25.641045548839557,0.005684372299852039
2022-12-01,FI,1657481.1474252148,3,4050.8503461971263,4027.4181488768472,45.82533993148315,25.641045548839557,0.005684372299852039
2023-01-01,FI,1283068.047236309,4,4050.8503461971263,4027.4181488768472,45.82533993148315,25.641045548839557,0.005684372299852039
2022-10-01,FR,25602486.940141644,1,2136.4936450428136,2122.194290035367,401.41213898254085,200.44718837595295,0.023068957274744374
2022-11-01,FR,17369311.918371856,2,2136.4936450428136,2122.194290035367,401.41213898254085,200.44718837595295,0.023068957274744374
2022-12-01,FR,18879110.45000689,3,2136.4936450428136,2122.194290035367,401.41213898254085,200.44718837595295,0.023068957274744374
2023-01-01,FR,17157411.350372855,4,2136.4936450428136,2122.194290035367,401.41213898254085,200.44718837595295,0.023068957274744374
2022-10-01,HR,3557836.228292025,1,2972.978679457555,2952.8673981452457,160.4670819845268,96.36114324253082,7.060774261490774e-4
2022-11-01,HR,1475260.5446372428,2,2972.978679457555,2952.8673981452457,160.4670819845268,96.36114324253082,7.060774261490774e-4
2022-12-01,HR,1070421.5787984168,3,2972.978679457555,2952.8673981452457,160.4670819845268,96.36114324253082,7.060774261490774e-4
2023-01-01,HR,896149.3556613224,4,2972.978679457555,2952.8673981452457,160.4670819845268,96.36114324253082,7.060774261490774e-4
