date,country_code,yhat,h,bic,aicc,rmse,mae,acf
2022-10-01,AT,6610778.514264821,1,150.82190764561008,131.26791076997657,0.2747545247355262,0.16580957795969048,0.0034257162874540724
2022-11-01,AT,3801150.6265450213,2,150.82190764561008,131.26791076997657,0.2747545247355262,0.16580957795969048,0.0034257162874540724
2022-12-01,AT,6909054.832507268,3,150.82190764561008,131.26791076997657,0.2747545247355262,0.16580957795969048,0.0034257162874540724
2023-01-01,AT,9380105.40319193,4,150.82190764561008,131.26791076997657,0.2747545247355262,0.16580957795969048,0.0034257162874540724
2022-10-01,BE,3468570.9125952716,1,98.86171715376797,63.86169797978399,0.2512015269263653,0.14985185168915402,0.002274068093243117
2022-11-01,BE,2649550.36825216,2,98.86171715376797,63.86169797978399,0.2512015269263653,0.14985185168915402,0.002274068093243117
2022-12-01,BE,2440855.8484213627,3,98.86171715376797,63.86169797978399,0.2512015269263653,0.14985185168915402,0.002274068093243117
2023-01-01,BE,1839495.6535961553,4,98.86171715376797,63.86169797978399,0.2512015269263653,0.14985185168915402,0.002274068093243117
2022-09-01,CY,2023854.6350278046,1,-195.99797141943793,-213.56515910207463,0.15161581135122423,0.09625706913755988,-0.01373019566856366
2022-10-01,CY,1904626.0775812261,2,-195.99797141943793,-213.56515910207463,0.15161581135122423,0.09625706913755988,-0.01373019566856366
2022-11-01,CY,753760.9000820885,3,-195.99797141943793,-213.56515910207463,0.15161581135122423,0.09625706913755988,-0.01373019566856366
2022-12-01,CY,390464.269597356,4,-195.99797141943793,-213.56515910207463,0.15161581135122423,0.09625706913755988,-0.01373019566856366
2022-10-01,CZ,3580731.773188147,1,-43.59503344106958,-67.38237145958318,0.19523241090996393,0.12744913124362037,0.012168555835422654
2022-11-01,CZ,2622809.9645246016,2,-43.59503344106958,-67.38237145958318,0.19523241090996393,0.12744913124362037,0.012168555835422654
2022-12-01,CZ,2426819.7347897054,3,-43.59503344106958,-67.38237145958318,0.19523241090996393,0.12744913124362037,0.012168555835422654
2023-01-01,CZ,2439770.3570416416,4,-43.59503344106958,-67.38237145958318,0.19523241090996393,0.12744913124362037,0.012168555835422654
2022-10-01,DE,39149846.28600599,1,-66.27922730386499,-97.43452553068504,0.20175376514892993,0.11779353821447255,0.003132681855329555
2022-11-01,DE,24118103.499715194,2,-66.27922730386499,-97.43452553068504,0.20175376514892993,0.11779353821447255,0.003132681855329555
2022-12-01,DE,21429455.207275387,3,-66.27922730386499,-97.43452553068504,0.20175376514892993,0.11779353821447255,0.003132681855329555
2023-01-01,DE,18849970.795656845,4,-66.27922730386499,-97.43452553068504,0.20175376514892993,0.11779353821447255,0.003132681855329555
2022-10-01,DK,2955628.7882333696,1,-109.13959427634414,-136.64709755813135,0.14765196512202516,0.0961257490385281,0.01669084294297799
2022-11-01,DK,2131174.9072827636,2,-109.13959427634414,-136.64709755813135,0.14765196512202516,0.0961257490385281,0.01669084294297799
2022-12-01,DK,1494351.429487674,3,-109.13959427634414,-136.64709755813135,0.14765196512202516,0.0961257490385281,0.01669084294297799
2023-01-01,DK,1374713.9015878295,4,-109.13959427634414,-136.64709755813135,0.14765196512202516,0.0961257490385281,0.01669084294297799
2022-10-01,GR,10464138.381003127,1,-375.06234827878825,-393.91957449015837,0.1281533908715107,0.07485958307554154,8.090913412221563e-4
2022-11-01,GR,1797052.9203625172,2,-375.06234827878825,-393.91957449015837,0.1281533908715107,0.07485958307554154,8.090913412221563e-4
2022-12-01,GR,240141.7340580905,3,-375.06234827878825,-393.91957449015837,0.1281533908715107,0.07485958307554154,8.090913412221563e-4
2023-01-01,GR,-627097.6843651058,4,-375.06234827878825,-393.91957449015837,0.1281533908715107,0.07485958307554154,8.090913412221563e-4
2022-10-01,ES,39857086.003090054,1,-361.6266256515777,-381.18062252721114,0.14106493192680486,0.08193743924212657,0.013897322426913855
2022-11-01,ES,27334456.322329007,2,-361.6266256515777,-381.18062252721114,0.14106493192680486,0.08193743924212657,0.013897322426913855
2022-12-01,ES,25622212.27186143,3,-361.6266256515777,-381.18062252721114,0.14106493192680486,0.08193743924212657,0.013897322426913855
2023-01-01,ES,22560109.305722266,4,-361.6266256515777,-381.18062252721114,0.14106493192680486,0.08193743924212657,0.013897322426913855
2022-10-01,FI,1738425.1838485438,1,-199.8460639194032,-242.50140989132538,0.16644494406553426,0.09546126775195593,1.888974843005314e-4
2022-11-01,FI,1551320.7030528076,2,-199.8460639194032,-242.50140989132538,0.16644494406553426,0.09546126775195593,1.888974843005314e-4
2022-12-01,FI,1707237.5652395226,3,-199.8460639194032,-242.50140989132538,0.16644494406553426,0.09546126775195593,1.888974843005314e-4
2023-01-01,FI,1297597.8048692856,4,-199.8460639194032,-242.50140989132538,0.16644494406553426,0.09546126775195593,1.888974843005314e-4
2022-10-01,FR,26896063.442919567,1,-124.14661811953539,-135.64754003398926,0.1312285996489965,0.07294706836404613,0.005937178074608618
2022-11-01,FR,19212988.266713515,2,-124.14661811953539,-135.64754003398926,0.1312285996489965,0.07294706836404613,0.005937178074608618
2022-12-01,FR,20898475.397669718,3,-124.14661811953539,-135.64754003398926,0.1312285996489965,0.07294706836404613,0.005937178074608618
2023-01-01,FR,19742332.491703965,4,-124.14661811953539,-135.64754003398926,0.1312285996489965,0.07294706836404613,0.005937178074608618
2022-10-01,HR,3804930.6911717006,1,-177.14908984960684,-193.95561925788923,0.148864538303362,0.07682770227347607,-0.0020008674279603737
2022-11-01,HR,1865689.0556424162,2,-177.14908984960684,-193.95561925788923,0.148864538303362,0.07682770227347607,-0.0020008674279603737
