month_end,geo,resid_DOM,resid_FOR,resid_TOTAL,share_FOR,month,year,resid_DOM_STD,resid_FOR_STD,resid_TOTAL_STD
2021-02-01,LT,80531,31103,111634,0.27861583388573374,2,2021,-0.8951988162386516,-1.427248240175105,-1.1867145072145655
2021-03-01,LT,110964,37199,148163,0.2510680804249374,3,2021,-0.7145191244916191,-1.3721530354291234,-1.0462892436145568
2021-04-01,LT,170340,42491,212831,0.19964666801358824,4,2021,-0.3620058206053181,-1.324324324222474,-0.7976916650746196
2021-05-01,LT,292623,53515,346138,0.15460596640646215,5,2021,0.3639842147478305,-1.2246902138025757,-0.28523113741915784
2021-06-01,LT,561353,75170,636523,0.11809471142441043,6,2021,1.9594251362205752,-1.0289738983868553,0.8310707096198671
2021-07-01,LT,871892,159111,1031003,0.15432641806085917,7,2021,3.8030846767007027,-0.27032124392779394,2.347535928622069
2021-08-01,LT,810640,199941,1010581,0.1978475748109256,8,2021,3.4394336242612704,0.09869732723008456,2.2690294068656733
2021-09-01,LT,421275,172179,593454,0.29013032181095755,9,2021,1.1277867876995349,-0.15221361013178225,0.6655042917603916
2021-10-01,LT,337608,145422,483030,0.3010620458356624,10,2021,0.6310586383419637,-0.3940414305694838,0.24101089452073643
2021-11-01,LT,303937,122120,426057,0.2866283149907172,11,2021,0.43115505010503896,-0.6046432122280898,0.02199453647416252
2021-12-01,LT,337608,145422,483030,0.3010620458356624,12,2021,0.6310586383419637,-0.3940414305694838,0.24101089452073643
2022-01-01,LT,281098,95958,377056,0.25449270134940166,1,2022,0.2955606795267038,-0.8410934659295941,-0.16637575402555083
2022-02-01,LT,284682,108474,393156,0.27590574733693496,2,2022,0.31683876631477476,-0.7279747679964075,-0.10448392167426442
2022-03-01,LT,305540,170288,475828,0.3578772161369234,3,2022,0.44067200689110975,-0.16930433063287334,0.21332487112980694
2022-04-01,LT,351912,198804,550716,0.3609918723988408,4,2022,0.715981002576497,0.08842120390393939,0.5012103084666477
2022-05-01,LT,403879,239733,643612,0.3724806249728097,5,2022,1.0245073240373466,0.4583345298633028,0.8583223369203806
2022-06-01,LT,587382,274066,861448,0.31814572672987806,6,2022,2.1139584289121767,0.7686336874328213,1.6957303612728543
2022-07-01,LT,810645,315765,1126410,0.28032865475270996,7,2022,3.439463309092169,1.1455062174037343,2.714300776394689
1990-01-01,LU,10232,42909,53141,0.8074556368905365,1,1990,-1.1663097588227491,-1.1152680542052897,-1.143945257339034
1990-02-01,LU,11945,57279,69224,0.827444238992257,2,1990,-1.002624162538111,-1.008997663767191,-1.0310829513848054
1990-03-01,LU,15692,72352,88044,0.8217709327154604,3,1990,-0.6445798372149707,-0.8975283808810766,-0.8990137728696911
1990-04-01,LU,22940,150360,173300,0.8676283900750145,4,1990,0.048002300479750494,-0.3206362015285914,-0.3007305697089798
1990-05-01,LU,34600,198612,233212,0.851637137025539,5,1990,1.1621727924113798,0.036201577136623864,0.11970134438228099
1990-06-01,LU,39635,231914,271549,0.8540410754596777,6,1990,1.6432918684727653,0.28247969421175023,0.388730892561555
1990-07-01,LU,42725,695117,737842,0.9420946489898921,7,1990,1.9385566043277167,3.7080025656173645,3.6609377712729367
1990-08-01,LU,36162,531449,567611,0.9362908752649262,8,1990,1.3114295941607113,2.4976294088864837,2.466343279891086
1990-09-01,LU,24762,170161,194923,0.8729652221646497,9,1990,0.22210338421040476,-0.17420196345866834,-0.14899136423436152
1990-10-01,LU,25675,131321,156996,0.8364608015490841,10,1990,0.3093450359371267,-0.46143522474021026,-0.4151437411494912
1990-11-01,LU,21252,83539,104791,0.7971963241118035,11,1990,-0.1132944225374528,-0.8147972147132957,-0.7814918529657262
1990-12-01,LU,15658,65321,80979,0.8066412279726842,12,1990,-0.6478287048586822,-0.9495247006563217,-0.9485923459945201
1991-01-01,LU,10206,35752,45958,0.7779276730928238,1,1991,-1.1687941870208816,-1.168196181161829,-1.1943518943886657
1991-02-01,LU,16375,67278,83653,0.8042508935722569,2,1991,-0.5793158195486497,-0.9350521081659,-0.9298275753595884
1991-03-01,LU,18914,102480,121394,0.8441932879713989,3,1991,-0.33670185050796303,-0.6747229304204613,-0.6649804517496559
1991-04-01,LU,32745,140143,172888,0.8105999259636296,4,1991,0.9849183959677116,-0.3961939314594234,-0.30362177595490053
1991-05-01,LU,44153,205692,249845,0.8232784326282295,5,1991,2.0750090453635974,0.08856026637126127,0.236423270324996
1991-06-01,LU,43843,209694,253537,0.8270745492768314,6,1991,2.0453870168474046,0.11815623731999275,0.26233184668407156
1991-07-01,LU,49314,685275,734589,0.9328685836569837,7,1991,2.5681680426928546,3.6352180713451467,3.638109873413762
1991-08-01,LU,42513,581575,624088,0.9318797990027048,8,1991,1.918298959019869,2.8683259705496806,2.8626701127815277
1991-09-01,LU,31630,195655,227285,0.8608355148821963,9,1991,0.8783746482401158,0.014333689556564146,0.07810867588817459
1991-10-01,LU,26254,156500,182754,0.8563424056381803,10,1991,0.36467134081091857,-0.27522908967821375,-0.2343872108523438
1991-11-01,LU,23386,95694,119080,0.8036110178031576,11,1991,0.0906197995707888,-0.7249074028987451,-0.6812189256648512
1991-12-01,LU,21878,76975,98853,0.7786814765358664,12,1991,-0.05347703592088333,-0.8633399316816798,-0.8231617138596024
1992-01-01,LU,21544,62589,84133,0.743929254870265,1,1992,-0.08539238277381336,-0.9697286468412128,-0.9264591797332731
1992-02-01,LU,21711,70659,92370,0.7649561545956479,2,1992,-0.06943470934734834,-0.9100486154678338,-0.8686561072875241
1992-03-01,LU,24049,92297,116346,0.7932975779141526,3,1992,0.1539727186231619,-0.7500292203182456,-0.7004047457530723
1992-04-01,LU,29797,157825,187622,0.8411860016415985,4,1992,0.7032224602717901,-0.26543032368444336,-0.2002260652087956
1992-05-01,LU,40481,223062,263543,0.8463969826555818,5,1992,1.7241313398427618,0.21701654207827423,0.33254886051097027
1992-06-01,LU,42168,233557,275725,0.847065010427056,6,1992,1.8853325079292675,0.2946301640440256,0.4180359345104986
1992-07-01,LU,38540,555507,594047,0.9351229784848674,7,1992,1.5386592193591173,2.675545418152996,2.651857669010404
1992-08-01,LU,36474,493774,530248,0.9312133190507084,8,1992,1.3412427325382987,2.2190116663843704,2.2041487678368767
1992-09-01,LU,23399,158087,181486,0.8710699447891297,9,1992,0.09186201366985494,-0.26349275637095815,-0.24328538929852683
1992-10-01,LU,19943,129911,149854,0.8669171326758045,10,1992,-0.23837582682034325,-0.4718625908165999,-0.46526266107270836
1992-11-01,LU,20097,88353,108450,0.8146887966804979,11,1992,-0.22366036749294438,-0.779196264151778,-0.7558148538059598
1992-12-01,LU,19944,69422,89366,0.7768278763735649,12,1992,-0.23828027188964587,-0.919196595493716,-0.8897366499155476
1993-01-01,LU,21060,75582,96642,0.7820823244552058,1,1993,-0.13164096923135268,-0.8736415777415456,-0.8386773862133174
1993-02-01,LU,21109,80512,101621,0.7922771868019406,2,1993,-0.12695877762718033,-0.8371827729496301,-0.8037372990811839
1993-03-01,LU,24351,95507,119858,0.7968345875953211,3,1993,0.18283030769377528,-0.7262903230805074,-0.675759317753865
1993-04-01,LU,31572,160421,191993,0.8355565046642326,4,1993,0.8728324622596668,-0.24623213763174295,-0.16955261253666146
1993-05-01,LU,45147,258298,303445,0.8512185074725238,5,1993,2.1699906464768084,0.4775971598567606,0.61256078193021
1993-06-01,LU,43947,229544,273491,0.8393109828111346,6,1993,2.055324729639934,0.2649528448493081,0.4023588598663559
1993-07-01,LU,45213,623385,668598,0.9323764055531126,7,1993,2.176297271902836,3.1775232582474477,3.1750186322133946
1993-08-01,LU,42019,540281,582300,0.9278396015799416,8,1993,1.8710948232553557,2.562944655118167,2.569423203547224
1993-09-01,LU,30204,165460,195664,0.8456333306075722,9,1993,0.7421133170656301,-0.2089672456750568,-0.1437914034862372
1993-10-01,LU,28875,137384,166259,0.8263251914182089,10,1993,0.6151208141687917,-0.41659755061173476,-0.3501407230524931
1993-11-01,LU,25903,96926,122829,0.7891133201442656,11,1993,0.3311315601361328,-0.7157963993483111,-0.6549103523251506
1993-12-01,LU,23453,73899,97352,0.759090722327225,12,1993,0.0970219799275143,-0.8860878593774064,-0.833694967682726
1994-01-01,LU,24508,60889,85397,0.7130109957024251,1,1994,0.19783243181326635,-0.9823006484935976,-0.9175890712506426
1994-02-01,LU,23216,69940,93156,0.7507836317574821,2,1994,0.07437546135223161,-0.9153658326372835,-0.8631403594494327
1994-03-01,LU,28061,91728,119789,0.7657464374859128,3,1994,0.5373391005811119,-0.7542371432242496,-0.6762435246251479
1994-04-01,LU,31343,135785,167128,0.8124611076540137,4,1994,0.8509503831299633,-0.428422627460066,-0.3440425234706847
1994-05-01,LU,42939,244231,287170,0.8504753282028067,5,1994,1.9590053594969594,0.37356754383082214,0.4983511177254552
1994-06-01,LU,39210,203295,242505,0.8383126121110905,6,1994,1.6026810229263724,0.07083374404139886,0.18491488720592378
1994-07-01,LU,37452,598539,635991,0.9411123742317108,7,1994,1.4346954547603512,2.9937797564503006,2.94619930682326
1994-08-01,LU,30114,501745,531859,0.9433797303420643,8,1994,0.7335133733028645,2.277959563543875,2.215453945657698
1994-09-01,LU,22777,156250,179027,0.872773380551537,9,1994,0.03242684677607506,-0.27707791345062327,-0.2605413993925048
1994-10-01,LU,17422,132715,150137,0.8839593171569966,10,1994,-0.47926980710847683,-0.45112618338525484,-0.46327671115135993
1994-11-01,LU,15335,85266,100601,0.8475661275732845,11,1994,-0.6786929474739408,-0.8020255400934907,-0.8108951397871039
1994-12-01,LU,12156,61576,73732,0.8351326425432648,12,1994,-0.9824620721609606,-0.9772200807670162,-0.9994481024609938
1995-01-01,LU,20000,56000,76000,0.7368421052631579,1,1995,-0.23292919577059173,-1.0184562461868378,-0.9835324331266537
1995-02-01,LU,13000,62000,75000,0.8266666666666667,2,1995,-0.9018137106523589,-0.9740844756490096,-0.9905499240148107
1995-03-01,LU,15000,77000,92000,0.8369565217391305,3,1995,-0.7107038492575684,-0.8631550493044389,-0.8712525789161422
1995-04-01,LU,25000,144000,169000,0.8520710059171598,4,1995,0.24484545771638486,-0.3676702782986894,-0.33090578052805486
1995-05-01,LU,37000,228000,265000,0.8603773584905661,5,1995,1.3915046260851287,0.2535345092309069,0.342773344735015
1995-06-01,LU,38000,237000,275000,0.8618181818181818,6,1995,1.487059556782524,0.32009216503764937,0.41294825361658477
1995-07-01,LU,40000,632000,672000,0.9404761904761905,7,1995,1.6781694181773146,3.2412337254446797,3.198892136214905
1995-08-01,LU,30000,463000,493000,0.9391480730223124,8,1995,0.7226201112033614,1.9914288552958488,1.9427612672348058
1995-09-01,LU,21000,154000,175000,0.88,9,1995,-0.13737426507319642,-0.2937173274023089,-0.288800835199113
1995-10-01,LU,18000,147000,165000,0.8909090909090909,10,1995,-0.42403905716538237,-0.34548439302977524,-0.3589757440806828
1995-11-01,LU,14000,86000,100000,0.86,11,1995,-0.8062587799549636,-0.7965973934976964,-0.8151126518108863
1995-12-01,LU,12000,68000,80000,0.85,12,1995,-0.9973686413497542,-0.9297127051111813,-0.9554624695740258
1996-01-01,LU,9663,53931,63594,0.8480517029908482,1,1996,-1.2206805143895672,-1.033757111727299,-1.0705914250851292
1996-02-01,LU,9082,61703,70785,0.8716959807868899,2,1996,-1.2761979291247538,-0.9762808782906321,-1.0201286481083924
1996-03-01,LU,10739,77479,88218,0.8782674737581899,3,1996,-1.1178634089591697,-0.8596127029565023,-0.8977927294551518
1996-04-01,LU,17764,141421,159185,0.8884065709708829,4,1996,-0.4465900208099677,-0.38674274433486594,-0.39978245359531556
1996-05-01,LU,28755,217678,246433,0.8833151404235634,5,1996,0.6036542224851043,0.17720027331566296,0.2124795914146044
1996-06-01,LU,27609,212181,239790,0.8848617540347804,6,1996,0.4941482719058892,0.1365483362079226,0.1658623994445776
1996-07-01,LU,31161,557169,588330,0.9470348273927898,7,1996,0.8335593857430373,2.6878363985919744,2.6117386736028103
1996-08-01,LU,26116,412208,438324,0.9404185032076728,8,1996,0.351484760374678,1.6158070271029532,1.559072935433935
1996-09-01,LU,17179,143164,160343,0.892860929382636,9,1996,-0.5024896552679439,-0.3738527449936268,-0.3916561991468298
1996-10-01,LU,15328,130180,145508,0.8946587129230008,10,1996,-0.6793618319888226,-0.4698732564374873,-0.49576067647263855
1996-11-01,LU,12102,83397,95499,0.8732761599597901,11,1996,-0.98762203841862,-0.8158473466160242,-0.8466983782984808
1996-12-01,LU,11172,62343,73515,0.8480310140787595,12,1996,-1.0764881239671975,-0.9715478894332638,-1.0009708979837237
1997-01-01,LU,10665,53736,64401,0.8343969814133321,1,1997,-1.124934473830777,-1.0351991942697785,-1.0649283099383866
1997-02-01,LU,10938,64574,75512,0.8551488505138256,2,1997,-1.0988479777503881,-0.9550489860882813,-0.9869569686800743
1997-03-01,LU,13516,96091,109607,0.8766867079657321,3,1997,-0.8525073664125029,-0.7219714707481588,-0.7476956168483622
1997-04-01,LU,21478,132756,154234,0.8607440642141162,4,1997,-0.09169900819984146,-0.45082297628657964,-0.4345260509825808
1997-05-01,LU,29068,248990,278058,0.8954606592869113,5,1997,0.633562915793389,0.40876175316240965,0.4344077407525688
1997-06-01,LU,30991,198728,229719,0.8650916989887645,6,1997,0.8173150475244801,0.037059431367021875,0.09518924870994867
1997-07-01,LU,33233,591093,624326,0.946769796548598,7,1997,1.0315492021480406,2.9387143892128558,2.8643402756129093
1997-08-01,LU,28241,438518,466759,0.9394955426676294,8,1997,0.554538988106643,1.8103772409113303,1.7586152888386786
1997-09-01,LU,17071,155616,172687,0.901144845877223,9,1997,-0.5128095877832626,-0.2817665305374538,-0.30503229162342005
1997-10-01,LU,19107,147079,166186,0.8850264161842755,10,1997,-0.3182597488833657,-0.34490016471769386,-0.35065299988732856
1997-11-01,LU,15221,96862,112083,0.8641988526359929,11,1997,-0.689586209573444,-0.7162696982340478,-0.7303203094092855
1997-12-01,LU,11341,72784,84125,0.8651887072808321,12,1997,-1.0603393406793378,-0.8943336134023528,-0.9265153196603783
1998-01-01,LU,9699,58902,68601,0.8586172213233043,1,1998,-1.2172405368844608,-0.9969950998367083,-1.0354548482081272
1998-02-01,LU,11424,74114,85538,0.8664453225467044,2,1998,-1.052408281431454,-0.8844978709331343,-0.9165996050354125
1998-03-01,LU,12416,84255,96671,0.8715643781485658,3,1998,-0.9576177901796378,-0.8095021834291148,-0.8384738789775609
1998-04-01,LU,25052,156439,181491,0.8619656071099945,4,1998,0.2498143141126494,-0.2756802026786817,-0.24325030184408605
1998-05-01,LU,35986,241492,277478,0.8703104390257966,5,1998,1.2946119263579698,0.3533118305803035,0.43033759603743776
1998-06-01,LU,34467,213171,247638,0.8608169990066145,6,1998,1.1494639866286263,0.14386967834666425,0.22093566793483355
1998-07-01,LU,37499,481712,519211,0.9277769538780958,7,1998,1.4391865365031289,2.129809617013156,2.126696720904288
1998-08-01,LU,32193,510974,543167,0.9407309354213345,8,1998,0.9321720742227494,2.3462107419261446,2.294807732620977
1998-09-01,LU,23645,157906,181551,0.8697611139569598,9,1998,0.1153685266214142,-0.26483130478218264,-0.2428292523907966
1998-10-01,LU,17439,140349,157788,0.8894782873222298,10,1998,-0.47764537328662116,-0.39467050067095794,-0.4095858883660709
1998-11-01,LU,14091,98802,112893,0.8751826951183864,11,1998,-0.7975632812615007,-0.7019228257601501,-0.7246361417898783
1998-12-01,LU,10620,77740,88360,0.8798098687188773,12,1998,-1.1292344457121597,-0.8576825309381066,-0.8967962457490335
1999-01-01,LU,9588,66681,76269,0.874287062895803,1,1999,-1.2278471341918717,-0.9394670993344139,-0.9816447280777395
1999-02-01,LU,10238,75383,85621,0.880426530874435,2,1999,-1.1657364292385648,-0.8751132414643836,-0.9160171532916954
1999-03-01,LU,11151,91283,102434,0.8911396606595466,3,1999,-1.078494777511843,-0.7575280495391385,-0.7980320789891122
1999-04-01,LU,24543,156142,180685,0.8641669203309628,4,1999,0.20117685438767519,-0.27787660532030417,-0.24890639949994056
1999-05-01,LU,34189,268784,302973,0.8871549610031257,5,1999,1.1228997158947505,0.5551442241667052,0.6092485262309999
1999-06-01,LU,31394,212494,243888,0.8712769795971922,6,1999,0.8558236845955305,0.1388630635709793,0.1946200771042449
1999-07-01,LU,40561,530667,571228,0.9289933266576569,7,1999,1.7317757342985534,2.491846288126387,2.49172554443355
1999-08-01,LU,37057,559779,596836,0.9379109169017955,8,1999,1.39695125713488,2.7071381187759296,2.671429451097474
1999-09-01,LU,19928,179978,199906,0.9003131471791742,9,1999,-0.2398091507808042,-0.10160235156369159,-0.1140232071386753
1999-10-01,LU,16026,148586,164612,0.9026437926761111,10,1999,-0.6126644903620407,-0.3337554550176093,-0.36169853054528767
1999-11-01,LU,10741,108359,119100,0.9098152812762385,11,1999,-1.117672299097775,-0.6312459905884792,-0.681078575847088
1999-12-01,LU,8528,73717,82245,0.8963098060672381,12,1999,-1.3291353607311107,-0.8874338030837206,-0.9397082025301134
2000-01-01,LU,8758,69407,78165,0.8879549670568669,1,2000,-1.30715772667071,-0.9193075249200606,-0.9683395653537938
2000-02-01,LU,10274,75209,85483,0.8798123603523508,2,2000,-1.1622964517334586,-0.8764000228099806,-0.9169855670342612
2000-03-01,LU,13557,101197,114754,0.881860327308852,3,2000,-0.8485896142539098,-0.6842110940204669,-0.7115765912470182
2000-04-01,LU,20314,174297,194611,0.895617411143255,4,2000,-0.2029249475316096,-0.14361502296792536,-0.1511808213914665
2000-05-01,LU,26496,209150,235646,0.8875601537900071,5,2000,0.38779563403968825,0.11413319679122964,0.13678191720405508
2000-06-01,LU,25608,265750,291358,0.9121081281447566,6,2000,0.3029428555804012,0.5327068988647433,0.5277403695650567
2000-07-01,LU,31242,514426,545668,0.942745405631263,7,2000,0.8412993351295264,2.3717393005755754,2.3123584773322574
2000-08-01,LU,29364,455149,484513,0.9393948149998039,8,2000,0.661847175279818,1.9333683935471007,1.8832038220670175
2000-09-01,LU,19326,174212,193538,0.9001436410420692,9,2000,-0.2973332190606362,-0.14424362305054458,-0.15871058911445893
2000-10-01,LU,14272,153598,167870,0.9149818311788884,10,2000,-0.7802678388052721,-0.2966902360283434,-0.33883554523167225
2000-11-01,LU,9919,108173,118092,0.9160061646851607,11,2000,-1.196218452131034,-0.6326215154751519,-0.6881522066623502
2000-12-01,LU,7798,78453,86251,0.9095894540353155,12,2000,-1.3988904601402095,-0.8524096855391947,-0.9115961340321566
2001-01-01,LU,8049,74354,82403,0.9023215174204823,1,2001,-1.3749061725351632,-0.8827230001116212,-0.9385994389697846
2001-02-01,LU,8463,81846,90309,0.9062884097930439,2,2001,-1.3353464312264416,-0.8273174493000529,-0.8831191560080156
2001-03-01,LU,11762,105759,117521,0.8999157597365577,3,2001,-1.0201107148557342,-0.6504737578215382,-0.6921591939594879
2001-04-01,LU,16804,165026,181830,0.9075840070395425,4,2001,-0.5383227542794672,-0.21217680374395972,-0.24087137243300083
2001-05-01,LU,22572,244824,267396,0.9155858726383341,5,2001,0.01283808598310902,0.3779529538189775,0.3595872529030391
2001-06-01,LU,27216,251943,279159,0.9025071733313274,6,2001,0.4565951841418129,0.4306000595621108,0.44213399822042965
2001-07-01,LU,34391,534686,569077,0.9395670533161593,7,2001,1.1422018118956243,2.521567979091642,2.476630921533124
2001-08-01,LU,29430,436288,465718,0.9368072524574957,8,2001,0.6681538007058461,1.7938857328614375,1.751310080824107
2001-09-01,LU,18858,151446,170304,0.8892686020293122,9,2001,-0.3420529266270172,-0.3126049110612445,-0.32175497240989814
2001-10-01,LU,15415,157326,172741,0.9107623552022971,10,2001,-0.6710485530181493,-0.2691205759341727,-0.3046533471154596
2001-11-01,LU,11299,109709,121008,0.9066260081978051,11,2001,-1.0643526477686285,-0.6212623422174678,-0.6676892032324845
2001-12-01,LU,9597,83315,92912,0.8967087136214913,12,2001,-1.2269871398155952,-0.8164537608133745,-0.864852627226143
2002-01-01,LU,9105,72318,81423,0.8881765594488044,1,2002,-1.2740001657187137,-0.8977798209141242,-0.9454765800401784
2002-02-01,LU,8940,82675,91615,0.9024177263548545,2,2002,-1.289766729283784,-0.8211867496707429,-0.8739543129080826
2002-03-01,LU,13529,112881,126410,0.8929752393006882,3,2002,-0.8512651523134368,-0.5978044661931359,-0.6297807174546605
2002-04-01,LU,19249,159458,178707,0.8922873754245777,4,2002,-0.3046909487243356,-0.2533538068030644,-0.26278699647671505
2002-05-01,LU,30215,270541,300756,0.8995365013499315,5,2002,0.7431644213033014,0.5681377576391993,0.5936907489319558
2002-06-01,LU,31134,224314,255448,0.878120008768908,6,2002,0.8309794026142077,0.22627545153050108,0.27574227177133953
2002-07-01,LU,31632,570275,601907,0.9474470308536036,7,2002,0.8785657581015106,2.784759136036771,2.707015147391318
2002-08-01,LU,27657,458859,486516,0.9431529487211109,8,2002,0.4987349085793642,1.9608049383296577,1.897259856315996
2002-09-01,LU,18882,168741,187623,0.8993620185158536,9,2002,-0.3397596082902797,-0.18470328248595438,-0.20021904771790747
2002-10-01,LU,14803,148933,163736,0.9095922704841941,10,2002,-0.7295281706049552,-0.3311892876215049,-0.3678458525633132
2002-11-01,LU,10259,101417,111676,0.9081360363909882,11,2002,-1.1637297756939196,-0.6825841291007465,-0.7331764282007655
2002-12-01,LU,8671,75485,84156,0.8969651599410619,12,2002,-1.3154710056413832,-0.8743589213652405,-0.9262977774428455
2003-01-01,LU,10111,69561,79672,0.873092177929511,1,2003,-1.177871905437134,-0.9181686494762563,-0.9577642065853413
2003-02-01,LU,9840,69561,79401,0.8760720897721691,2,2003,-1.2037672916561282,-0.9181686494762563,-0.9596659466160319
2003-03-01,LU,13881,105725,119606,0.8839439493002024,3,2003,-0.8176298167079536,-0.6507251978545858,-0.6775277254576806
2003-04-01,LU,22482,170904,193386,0.8837454624429897,4,2003,0.004238142220343441,-0.16870725920706728,-0.15977724772945878
2003-05-01,LU,28884,234630,263514,0.8903891254354608,5,2003,0.6159808085450682,0.3025653156752072,0.3323453532752137
2003-06-01,LU,28788,262810,291598,0.901275043038704,6,2003,0.6068075351981183,0.5109647313012075,0.5294245673782143
2003-07-01,LU,26534,602056,628590,0.9577880653526146,7,2003,0.3914267214061893,3.0197890092805575,2.8942628567600104
2003-08-01,LU,26716,477722,504438,0.947038089913924,8,2003,0.4088177187931152,2.1003023896055004,2.0230273280135456
2003-09-01,LU,18434,185652,204086,0.909675332947875,9,2003,-0.3825682172427128,-0.059641447225085284,-0.08469009522617914
2003-10-01,LU,15147,157909,173056,0.9124734190088757,10,2003,-0.6966572744450512,-0.2648091188969137,-0.3024428374856901
2003-11-01,LU,10138,102824,112962,0.9102530054354562,11,2003,-1.1752919223083043,-0.6721789489096258,-0.7241519349185955
2003-12-01,LU,8376,77449,85825,0.9024060588406642,12,2003,-1.3436597101971148,-0.8598345618091914,-0.9145855851505115
2004-01-01,LU,9379,68777,78156,0.8799964174215671,1,2004,-1.2478181147076273,-0.9239665608265325,-0.9684027227717873
2004-02-01,LU,9631,73658,83289,0.8843664829689395,2,2004,-1.2237382721718837,-0.8878701254940092,-0.9323819420428775
2004-03-01,LU,14962,105806,120768,0.8761095654478007,3,2004,-0.7143349366240693,-0.6501261789523252,-0.6693734010456421
2004-04-01,LU,19226,163908,183134,0.8950167636812388,4,2004,-0.3068887121303757,-0.22044474365417507,-0.2317205643148441
2004-05-01,LU,25824,271257,297081,0.9130742120835732,5,2004,0.3235827206110386,0.5734327889233801,0.567901469917979
2004-06-01,LU,27277,229604,256881,0.8938146456919741,6,2004,0.46242403491435397,0.26539656255468635,0.28579833621406847
2004-07-01,LU,31612,518232,549844,0.9425073293515979,7,2004,0.8766546594875627,2.3998857936867375,2.341663519281201
2004-08-01,LU,27188,504910,532098,0.9489041492356671,8,2004,0.4539196460822858,2.3013656725025795,2.2171311259799675
2004-09-01,LU,21382,192629,214011,0.9000892477489475,9,2004,-0.10087228154679141,-0.008044473384680598,-0.015041498161221134
2004-10-01,LU,17656,167557,185213,0.9046719182778746,10,2004,-0.45690995332528633,-0.19345931187208582,-0.21713120075836578
2004-11-01,LU,14208,112721,126929,0.8880634055259239,11,2004,-0.7863833543699054,-0.598987713407478,-0.6261386396837071
2004-12-01,LU,10036,84290,94326,0.8936030362784386,12,2004,-1.1850385252394386,-0.8092433481009774,-0.8549298951102889
2005-01-01,LU,8678,79920,88598,0.9020519650556446,1,2005,-1.3148021211265015,-0.8415607876426957,-0.8951260829176522
2005-02-01,LU,14368,93259,107627,0.8665019000808347,2,2005,-0.7710945654583221,-0.7429149464420137,-0.7615902488069131
2005-03-01,LU,16467,130565,147032,0.888003971924479,3,2005,-0.5705247659244894,-0.4670260678279766,-0.4850660203590873
2005-04-01,LU,21405,151294,172699,0.8760560281182868,4,2005,-0.09867451814075132,-0.31372899591486947,-0.30494808173276217
2005-05-01,LU,26002,271713,297715,0.9126614379524042,5,2005,0.34059149827517493,0.5768050434842551,0.5723505591410705
2005-06-01,LU,26594,218554,245148,0.8915185928500334,6,2005,0.39716001724803296,0.18367855181418588,0.20346211562332267
2005-07-01,LU,30294,492525,522819,0.9420564287066844,7,2005,0.7507132608283956,2.2097749428174125,2.152015828028759
2005-08-01,LU,26636,462245,488881,0.945516393559987,8,2005,0.40117332433732356,1.9858454075031722,1.9138562222664872
2005-09-01,LU,20497,193030,213527,0.9040074557315937,9,2005,-0.18543839521398625,-0.00507896005373574,-0.01843796375108911
2005-10-01,LU,18267,170421,188688,0.9031893920122106,10,2005,-0.3985258906691778,-0.17227918673536244,-0.19274541992202027
2005-11-01,LU,11636,105876,117512,0.9009803254135748,11,2005,-1.0321506361236061,-0.6496085082960504,-0.6922223513774813
2005-12-01,LU,9432,82362,91794,0.8972481861559579,12,2005,-1.2427537033806655,-0.8235014770337996,-0.8726981820391024
2006-01-01,LU,9185,77290,86475,0.8937843307314253,1,2006,-1.266355771262922,-0.8610104137284438,-0.9100242160732094
2006-02-01,LU,11415,91938,103353,0.8895532785695626,2,2006,-1.0532682758077305,-0.7526841312554257,-0.7915830048628959
2006-03-01,LU,14602,108858,123460,0.8817268751012474,3,2006,-0.7487347116751316,-0.6275557383387498,-0.6504823155747236
2006-04-01,LU,18039,168499,186538,0.90329584320621,4,2006,-0.42031241486818394,-0.18649294389764678,-0.20783302533155779
2006-05-01,LU,21007,234759,255766,0.9178663309431278,5,2006,-0.13670538055831466,0.3035193087417705,0.27797383387377345
2006-06-01,LU,27220,242372,269592,0.8990326122436868,6,2006,0.45697740386460245,0.359819690259185,0.37499766289343184
2006-07-01,LU,27729,489012,516741,0.9463386880468165,7,2006,0.5056148635895766,2.1837952711675137,2.109363518410541
2006-08-01,LU,25702,421713,447415,0.94255445168356,8,2006,0.3119250190659564,1.6860993069299628,1.62286894509817
2006-09-01,LU,21029,193681,214710,0.9020585906571654,9,2006,-0.13460317208297196,-2.646229503813683e-4,-0.010136272030399407
2006-10-01,LU,15833,164293,180126,0.9121004185958718,10,2006,-0.631106591986638,-0.21759755504466444,-0.2528291769064203
2006-11-01,LU,11555,116964,128519,0.9100911149324225,11,2006,-1.0398905855100953,-0.5676094763421438,-0.6149808291715374
2006-12-01,LU,7913,90534,98447,0.9196217253953904,12,2006,-1.3879016431100089,-0.7630671255612774,-0.826010815160194
2007-01-01,LU,9126,81104,90230,0.8988584727917545,1,2007,-1.2719935121740684,-0.8328047582565643,-0.8836735377881799
2007-02-01,LU,9875,86761,96636,0.8978124094540337,2,2007,-1.2004228690817194,-0.7909695739344819,-0.8387194911586464
2007-03-01,LU,12590,117889,130479,0.9035093769878678,3,2007,-0.9409912322382911,-0.5607688283842286,-0.6012265470307497
2007-04-01,LU,17089,179144,196233,0.9129147493031243,4,2007,-0.5110895990307095,-0.10777002766844972,-0.1397984511708759
2007-05-01,LU,23152,234828,257980,0.9102566090394604,5,2007,0.06825994578759831,0.30402958410295555,0.293510558700153
