month_end,geo,resid_DOM,resid_FOR,resid_TOTAL,share_FOR,month,year,resid_DOM_STD,resid_FOR_STD,resid_TOTAL_STD
2003-01-01,CY,36966,417159,454125,0.918599504541701,1,2003,-0.6059680090169927,-0.9817707491655598,-0.9466020830685139
2003-02-01,CY,33345,507544,540889,0.9383514917108686,2,2003,-0.6513757425977109,-0.8505192368923196,-0.8353784929365924
2003-03-01,CY,57917,599267,657184,0.9118709524273263,3,2003,-0.34324019177047793,-0.7173247636916953,-0.6862988353090993
2003-04-01,CY,51420,791985,843405,0.9390328489871415,4,2003,-0.4247132779549372,-0.4374715917906684,-0.4475803785994437
2003-05-01,CY,48942,1252527,1301469,0.96239480156653745,5,2003,-0.45578766729849424,0.23129904454658473,0.13961618437815643
2003-06-01,CY,103802,1524968,1628770,0.936269700448805,6,2003,0.2321626956504722,0.6269210311066761,0.5591864240370938
2003-07-01,CY,163141,1825941,1989082,0.9179817624411664,7,2003,0.9762802054395484,1.0639754251257494,1.0210737760219366
2003-08-01,CY,296612,2059671,2356283,0.8741186860831233,8,2003,2.6500210529269985,1.4033836893689806,1.491792202097633
2003-09-01,CY,56668,1768585,1825253,0.9689533450979124,9,2003,-0.35890278752919574,0.9806865858499407,0.8110598353584982
2003-10-01,CY,40991,1605847,1646838,0.9751092700071288,10,2003,-0.5554940715239268,0.7443685175385774,0.5823479636906778
2003-11-01,CY,34649,713488,748137,0.9536862900778869,11,2003,-0.635023440860827,-0.5514600850020701,-0.5697053265581351
2003-12-01,CY,43352,423150,466502,0.9070700661519137,12,2003,-0.5258868748975595,-0.9730709891386861,-0.9307358900038467
2004-01-01,CY,42338,376131,418469,0.8988264363668516,1,2004,-0.5386025451132039,-1.0413490757191528,-0.9923098458473599
2004-02-01,CY,54330,469389,523719,0.8962611629518883,2,2004,-0.3882215616556027,-0.9059255703634207,-0.8573888779184408
2004-03-01,CY,41182,641628,682810,0.9396874679632694,3,2004,-0.5530989107633864,-0.6558107369017774,-0.6534486241533133
2004-04-01,CY,55726,932223,987949,0.9435942543592837,4,2004,-0.3707155699188772,-0.2338266332447297,-0.2622880613707721
2004-05-01,CY,77500,1433422,1510922,0.9487068161030152,5,2004,-0.09766724321725866,0.4939835863695399,0.40811596105859255
2004-06-01,CY,97016,1541457,1638473,0.9407887710081277,6,2004,0.14706551805346735,0.650865338080991,0.5716247912752345
2004-07-01,CY,196926,1815278,2012204,0.902134177250418,7,2004,1.3999477776639528,1.0484912753733617,1.0507140859549768
2004-08-01,CY,319874,1948113,2267987,0.8589612727057078,8,2004,2.941729061365184,1.2413860547373698,1.3786047267128174
2004-09-01,CY,67617,1759965,1827582,0.9630019337025644,9,2004,-0.22160113743936283,0.9681691544642536,0.8140454024302936
2004-10-01,CY,54186,1633322,1687508,0.9678899300032948,10,2004,-0.3900273373075285,0.7842660149076903,0.6344832203716197
2004-11-01,CY,30384,711374,741758,0.9590378533160411,11,2004,-0.6885070044404359,-0.5545299051818082,-0.5778826268376465
2004-12-01,CY,43673,374215,417888,0.8954911363810399,12,2004,-0.5218615000068082,-1.044131372532955,-0.9930546352285162
2005-01-01,CY,52798,366656,419454,0.8741268410838853,1,2005,-0.40743300817470246,-1.055108085275926,-0.991047165054866
2005-02-01,CY,39754,421876,461630,0.9138834131230639,2,2005,-0.5710061859783174,-0.974921013220515,-0.9369813527663141
2005-03-01,CY,60841,690156,750997,0.9189863607977129,3,2005,-0.30657291394942837,-0.5853413737597095,-0.5660390655768838
2005-04-01,CY,56954,901966,958920,0.9406060985275101,4,2005,-0.3553163164427319,-0.2777639791190609,-0.2995006103304737
2005-05-01,CY,53529,1527158,1580687,0.9661356106553669,5,2005,-0.3982661887194401,0.6301012137905108,0.49754837272188035
2005-06-01,CY,93513,1649665,1743178,0.9463548759793894,6,2005,0.1031375172986327,0.8079983097030831,0.7058471185626214
2005-07-01,CY,180278,1877616,2057894,0.9123968484285391,7,2005,1.1911800481274164,1.1390146672203414,1.1092845279946186
2005-08-01,CY,322088,2126255,2448343,0.8684465371069331,8,2005,2.9694928620135435,1.5000728600632487,1.6098047845920396
2005-09-01,CY,67746,1819305,1887051,0.9640995394401105,9,2005,-0.21998346341784594,1.0543390359522669,0.8902792745610764
2005-10-01,CY,54787,1629974,1684761,0.9674808474317722,10,2005,-0.3824907319824769,0.7794042561745952,0.6309618151564108
2005-11-01,CY,31153,662960,694113,0.9551182588425804,11,2005,-0.6788636608548042,-0.6248337245677312,-0.6389592018207663
2005-12-01,CY,38596,332695,371291,0.8960491905271067,12,2005,-0.5855276318458877,-1.104424151086752,-1.0527877691247998
2006-01-01,CY,45386,358494,403880,0.8876250371397445,1,2006,-0.5003802938141071,-1.0669604373606103,-1.011011622580044
2006-02-01,CY,40626,371184,411810,0.9013477088948787,2,2006,-0.560071211197211,-1.0485328034529109,-1.0008460807683925
2006-03-01,CY,60044,573028,633072,0.9051545479819041,3,2006,-0.3165673805784901,-0.7554274182310277,-0.7172082355818034
2006-04-01,CY,69801,898963,968764,0.9279483961005983,4,2006,-0.19421354005182104,-0.2821247501690863,-0.2868814938621385
2006-05-01,CY,48721,1408634,1457355,0.96656888678462,5,2006,-0.4585590313198526,0.45798798437552446,0.3394479184073012
2006-06-01,CY,107230,1670651,1777881,0.939686626945223,6,2006,0.27515018825326215,0.8384728822158475,0.7503332216508617
2006-07-01,CY,196229,1853864,2050093,0.9042828788742755,7,2006,1.3912073219042842,1.1045234804137474,1.0992843524999536
2006-08-01,CY,345909,1991340,2337249,0.85200164809141,8,2006,3.2682107912116356,1.3041576332187037,1.4673923379308011
2006-09-01,CY,78832,1708369,1787201,0.9558908035525943,9,2006,-0.0809638184369447,0.8932446312883936,0.7622806175757788
2006-10-01,CY,49608,1541862,1591470,0.9688288186393711,10,2006,-0.44743595490833726,0.6514534540567687,0.5113712021487453
2006-11-01,CY,33562,595460,629022,0.9466441555303312,11,2006,-0.6486545390111282,-0.7228530538640052,-0.7223999687895195
2006-12-01,CY,52387,338408,390795,0.8659476195959518,12,2006,-0.41258699284790745,-1.0961280854827578,-1.027785407523986
2007-01-01,CY,43809,310241,354050,0.8762632396554159,1,2007,-0.5201560452244338,-1.137030462494434,-1.0748891696764624
2007-02-01,CY,62220,352933,415153,0.8501275433394435,2,2007,-0.28928010406049975,-1.0750357779564115,-0.9965606575305171
2007-03-01,CY,44398,504481,548879,0.9191114981626187,3,2007,-0.5127699212037093,-0.8549671362350527,-0.8251360365589007
2007-04-01,CY,66618,799491,866109,0.9230835841678126,4,2007,-0.2341287060245983,-0.4265718423729227,-0.41847590680981733
2007-05-01,CY,77367,1360966,1438333,0.9462106480210076,5,2007,-0.09933507767355126,0.38876746009560176,0.31506343715367746
2007-06-01,CY,90647,1647196,1737843,0.9478393617835443,6,2007,0.06719756578183106,0.8044129804581571,0.6990081317322102
2007-07-01,CY,207992,1876826,2084818,0.9002349365747994,7,2007,1.5387166204709755,1.137867478033022,1.143798657595742
2007-08-01,CY,355472,2031194,2386666,0.8510591762735129,8,2007,3.3881318506516824,1.3620311495116473,1.530740456430976
2007-09-01,CY,85621,1799486,1885107,0.9545802970335371,9,2007,0.004170979486141939,1.025559108732669,0.8877872426213727
2007-10-01,CY,47369,1582790,1630159,0.9709420982861181,10,2007,-0.47551325827404517,0.7108865667891819,0.5609669962409254
2007-11-01,CY,38689,586520,625209,0.9381182932427397,11,2007,-0.5843614017373523,-0.7358351694774672,-0.7272878894613767
2007-12-01,CY,60461,344880,405341,0.8508391699828046,12,2007,-0.31133815525312153,-1.0867298469760098,-1.0091387528969642
2008-01-01,CY,49714,304785,354499,0.859762650952471,1,2008,-0.4461067033867807,-1.1449533285779967,-1.0743135923405946
2008-02-01,CY,46020,371764,417784,0.889847385251709,2,2008,-0.4924298649021559,-1.0476905632900688,-0.9931879538096526
2008-03-01,CY,74195,581478,655673,0.8868414590809748,3,2008,-0.13911230245069528,-0.7431568503413459,-0.6882358004638793
2008-04-01,CY,63445,731110,794555,0.9201502727942056,4,2008,-0.27391847091043625,-0.5258705054337895,-0.5102016544505382
2008-05-01,CY,62274,1405743,1468017,0.9575795103190222,5,2008,-0.28860293819102756,0.4537898528052204,0.3531156367926517
2008-06-01,CY,118556,1716471,1835027,0.9353927762370798,6,2008,0.41717945932070644,0.90500985508037,0.8235892181664533
2008-07-01,CY,178524,1883455,2061979,0.9134210387205689,7,2008,1.1691846974782643,1.147493702239022,1.114521128032525
2008-08-01,CY,344749,1979132,2323881,0.8516494605360602,8,2008,3.2536642651266776,1.2864299299290902,1.450255772617036
2008-09-01,CY,68540,1765458,1833998,0.9626280944690234,9,2008,-0.210026617114866,0.9761457496616526,0.8222701333588631
2008-10-01,CY,52926,1536452,1589378,0.966700180825455,10,2008,-0.4058278742618795,0.6435973863309488,0.508689447612809
2008-11-01,CY,45395,601563,646958,0.9298331576392903,11,2008,-0.5002674328358617,-0.7139906543574103,-0.699407641181224
2008-12-01,CY,55380,331543,386923,0.8568707468927926,12,2008,-0.3750544475269768,-1.106097014306742,-1.0327489608524496
2009-01-01,CY,55804,277804,333608,0.8327258339128558,1,2009,-0.3697374414407507,-1.1841334696704822,-1.1010939623263718
2009-02-01,CY,58420,305094,363514,0.8392909213950495,2,2009,-0.33693251709743144,-1.1445046178705516,-1.0627571787930488
2009-03-01,CY,63495,498970,562465,0.8871129759185016,3,2009,-0.2732914654757398,-0.862969869920264,-0.8077200149885225
2009-04-01,CY,58865,759888,818753,0.9281040802293243,4,2009,-0.3313521687286329,-0.4840808719747055,-0.4791820099665099
2009-05-01,CY,69542,1238692,1308234,0.9468428430999347,5,2009,-0.19746142820354876,0.21120871238637806,0.14828830169919335
2009-06-01,CY,133586,1462690,1596276,0.9163139707669601,6,2009,0.6056572929904652,0.5364847675524043,0.5175320588885685
2009-07-01,CY,204087,1688798,1892885,0.8921820395850778,7,2009,1.4897474960211812,0.8648248343453213,0.8977579341990556
2009-08-01,CY,430990,1649166,2080156,0.7928088085701265,8,2009,4.335135778999843,0.8072736927353965,1.1378223958144154
2009-09-01,CY,94149,1579352,1673501,0.9437412944479866,9,2009,0.11111302642797179,0.7058941156170251,0.616527514929526
2009-10-01,CY,64169,1388149,1452318,0.9558161504574068,10,2009,-0.26483943221603135,0.4282409331068701,0.33299094058822315
2009-11-01,CY,48036,537535,585571,0.9179672490611728,11,2009,-0.46714900577519425,-0.8069681597823262,-0.7781002156064265
2009-12-01,CY,55863,280525,336388,0.8339328394591959,12,2009,-0.3689975750278089,-1.1801822015961834,-1.0975302540998408
2010-01-01,CY,59706,292501,352207,0.8304803709182385,1,2010,-0.32080593731703827,-1.1627913943717068,-1.0772517287633319
2010-02-01,CY,69886,319247,389133,0.8204058766539974,2,2010,-0.19314763081283703,-1.1239525057589934,-1.0299159410033008
2010-03-01,CY,55709,526469,582178,0.9043093349456696,3,2010,-0.370928751766674,-0.8230375212340679,-0.782449734316002
2010-04-01,CY,66298,680484,746782,0.9112217487834469,4,2010,-0.2381415408066557,-0.5993864545442067,-0.5714423138412105
2010-05-01,CY,103527,1333624,1437151,0.9279637282373251,5,2010,0.22871416575964162,0.34906309710865774,0.31354822020268475
2010-06-01,CY,102895,1566798,1669693,0.9383748988586524,6,2010,0.22078881706507825,0.68766397250613,0.6116460038048388
2010-07-01,CY,225297,1753796,1979093,0.8861614891265848,7,2010,1.7557232014194237,0.95921091383568,1.0082687826856709
2010-08-01,CY,418766,1822124,2240890,0.8131251422425911,8,2010,4.181845490325249,1.0584326135713216,1.3438688267796115
2010-09-01,CY,84182,1717218,1801400,0.9532685688908626,9,2010,-0.013874236924422455,0.9060946023245822,0.7804824496292013
2010-10-01,CY,71161,1545225,1616386,0.9559752435371254,10,2010,-0.17715899222807707,0.6563369948630408,0.5433112576063885
2010-11-01,CY,43006,589996,633002,0.9320602462551462,11,2010,-0.5302257525056591,-0.730787537053262,-0.7172979692421836
2010-12-01,CY,52197,300676,352873,0.8520799267725215,12,2010,-0.41496961349975403,-1.1509201644902691,-1.0763979770802852
2011-01-01,CY,54289,275746,330035,0.8355053251927825,1,2011,-0.38873570611205377,-1.1871219701103595,-1.105674224734068
2011-02-01,CY,46689,339843,386532,0.879210518145975,2,2011,-0.48404053218591714,-1.0940442671488297,-1.033250187441145
2011-03-01,CY,69825,540236,610061,0.8855442324619996,3,2011,-0.19391257744316673,-0.8030459344722635,-0.746706253567669
2011-04-01,CY,76562,843439,920001,0.9167805252385596,4,2011,-0.10942986517216442,-0.36275327224088355,-0.3493912435924747
2011-05-01,CY,54312,1386559,1440871,0.962306132887677,5,2011,-0.3884472836120934,0.4259320333501134,0.3183169232971796
2011-06-01,CY,114776,1652813,1767589,0.9350663530945259,6,2011,0.3697778484576534,0.8125696407938189,0.7371398097560926
2011-07-01,CY,194430,1892600,2087030,0.9068389050468848,7,2011,1.3686476663639051,1.1607735061859024,1.1466342412637587
2011-08-01,CY,333503,1968492,2301995,0.8551243595229355,8,2011,3.1126382027547477,1.2709791793555738,1.4221999027444248
2011-09-01,CY,75048,1815899,1890947,0.9603119495152429,9,2011,-0.12841558973477352,1.0493930532028874,0.8952735937159559
2011-10-01,CY,64165,1545567,1609732,0.9601393275402366,10,2011,-0.2648895926508071,0.6568336261314752,0.534781432232526
2011-11-01,CY,40221,560023,600244,0.9329922498184072,11,2011,-0.5651499552182524,-0.7743124756754431,-0.759290758481286
2011-12-01,CY,48315,291379,339694,0.8577690509694019,12,2011,-0.46365031544958796,-1.1644206934453425,-1.0932922615110237
2012-01-01,CY,56479,271616,328094,0.8278603083262723,1,2012,-0.3612728680723484,-1.1931193009250798,-1.1081624109454697
2012-02-01,CY,61916,333694,395610,0.8434923283031268,2,2012,-0.2930922971034543,-1.1029734650131673,-1.021613013599257
2012-03-01,CY,47620,480827,528447,0.9098868949960923,3,2012,-0.47236569099186887,-0.8893160134968906,-0.85132801011447
2012-04-01,CY,58151,770906,829057,0.9298588637451949,4,2012,-0.34030580633609847,-0.46808121315712997,-0.46597321515853285
2012-05-01,CY,55938,1402054,1457992,0.9616335343403805,5,2012,-0.36805706687576417,0.4484329149419025,0.34026449471676173
2012-06-01,CY,105525,1852191,1957715,0.9460983851071274,6,2012,0.2537693029301126,1.1020940531854115,0.9808641228055338
2012-07-01,CY,177881,2051435,2229316,0.9202082611886336,7,2012,1.1611214075880676,1.3914238790566233,1.3290320069904493
2012-08-01,CY,309824,2068372,2378197,0.8697227353326911,8,2012,2.8157009689911936,1.4160187439498233,1.5198839654343963
2012-09-01,CY,76657,1919999,1996656,0.9616073074180029,9,2012,-0.10823855484624113,1.2005606410509189,1.030782958075083
2012-10-01,CY,51878,1591464,1643342,0.9684314038100408,10,2012,-0.4189699081731175,0.7234824136383061,0.5778664083093998
2012-11-01,CY,39871,521260,561131,0.9289452908500867,11,2012,-0.5695389932611278,-0.8306017091793166,-0.8094300821734838
2012-12-01,CY,46707,224310,271017,0.8276602574746234,12,2012,-0.4838148102294264,-1.2618141511723322,-1.1813299557101151
2013-01-01,CY,37662,192425,230087,0.8363140898877381,1,2013,-0.5972400933660178,-1.3081155780554683,-1.233798508843898
2013-02-01,CY,35381,217047,252428,0.8598372605257737,2,2013,-0.6258440812968707,-1.2723610310046112,-1.2051593701788152
2013-03-01,CY,56114,389870,445984,0.8741793427566908,3,2013,-0.36585000774563264,-1.0213981488272785,-0.9570381077707404
2013-04-01,CY,33721,700026,733747,0.9540427422531199,4,2013,-0.6466606617287934,-0.5710087696092766,-0.5881520033134524
2013-05-01,CY,54359,1506497,1560856,0.9651735970518741,5,2013,-0.3878578985034787,0.6000985861965801,0.47212682673614736
2013-06-01,CY,90838,1832839,1923677,0.9527789748486882,6,2013,0.06959272654237157,1.0739922745107227,0.9372304894909063
2013-07-01,CY,146064,2033274,2179338,0.9329778125283916,7,2013,0.7621327692733162,1.3650515969921844,1.2649647372977983
2013-08-01,CY,252788,2075715,2328503,0.8914375459254293,8,2013,2.1004633295242368,1.426681794839046,1.4561807580210024
2013-09-01,CY,60889,1952409,2013298,0.9697565884434396,9,2013,-0.30597098873211975,1.2476244404952483,1.052116494875777
2013-10-01,CY,49074,1629357,1678431,0.9707619794915608,10,2013,-0.45413237295089554,0.7785082868979166,0.6228473284391656
2013-11-01,CY,37459,434843,472302,0.9206884578087748,11,2013,-0.5997857354308854,-0.9560911370281479,-0.9233008152866236
2013-12-01,CY,41590,188289,229879,0.8190787327246073,12,2013,-0.5479825464162631,-1.3141216216994593,-1.234065146006171
2014-01-01,CY,38103,173082,211185,0.8195752539242844,1,2014,-0.5917099054319949,-1.336204287486251,-1.2580291609654415
2014-02-01,CY,37132,209412,246544,0.8493899669024596,2,2014,-0.6038863509738003,-1.2834481062516787,-1.2127021252884946
2014-03-01,CY,50932,349741,400673,0.8728838728838729,3,2014,-0.43083285099757473,-1.0796710031284664,-1.0151227061348949
2014-04-01,CY,46940,745064,792004,0.9407326225625123,4,2014,-0.48089296490374084,-0.505607368826379,-0.5134718054166825
2014-05-01,CY,42829,1567923,1610752,0.9734105560632549,5,2014,-0.5324453517444846,0.6892976279944012,0.5360889798552101
2014-06-01,CY,71899,1897984,1969883,0.9635008779709252,6,2014,-0.16790439201195717,1.1685918183182156,0.9964623967984942
2014-07-01,CY,127665,2034652,2162317,0.9409591655617562,7,2014,0.5314073094137093,1.3670526434480401,1.2431453568216166
2014-08-01,CY,238440,2014159,2252598,0.8941493333475391,8,2014,1.9205378499837378,1.3372939750736914,1.35887742243293
2014-09-01,CY,56641,1834552,1891193,0.9700501218014238,9,2014,-0.35924137046393184,1.0764797872675305,0.8955889434367209
2014-10-01,CY,44621,1467248,1511868,0.9704868414438298,10,2014,-0.5099734769649631,0.5431036135217734,0.40932864738316027
2014-11-01,CY,36431,404150,440581,0.9173114591868464,11,2014,-0.6126769671682448,-1.0006616151628225,-0.9639642644426639
2014-12-01,CY,39311,186432,225742,0.8258631535115308,12,2014,-0.5765614541297281,-1.3168182423587655,-1.2393684053346454
2015-01-01,CY,37399,171775,209174,0.821206268465488,1,2015,-0.6005381419525212,-1.3381022321290692,-1.2606070808372234
2015-02-01,CY,46576,204435,251011,0.8144463788439551,2,2015,-0.48545756446833116,-1.2906753981317904,-1.2069758358467988
2015-03-01,CY,30406,362281,392687,0.9225693745909592,3,2015,-0.6882311220491695,-1.0614611899525364,-1.0253600348748506
2015-04-01,CY,46271,743135,789406,0.9413850414108836,4,2015,-0.4892822976199796,-0.5084085434369348,-0.5168022061262247
2015-05-01,CY,66408,1427141,1493549,0.9555367785054256,5,2015,-0.23676212885032347,0.4848627062612451,0.38584534846164137
2015-06-01,CY,65079,1757193,1822272,0.9642868902117796,6,2015,-0.25342793330455565,0.9641438273411532,0.8072384633357325
2015-07-01,CY,132462,2019415,2151877,0.9384435076911923,7,2015,0.5915622108184886,1.3449264135148946,1.229762222330615
2015-08-01,CY,226604,2033906,2260510,0.8997553649397703,8,2015,1.7721131234823895,1.3659693483420399,1.3690198898747696
2015-09-01,CY,54228,1779611,1833839,0.9704292470604017,9,2015,-0.38950065274238344,0.9966978617732106,0.8220663097588565
2015-10-01,CY,43482,1374929,1418411,0.9693445693808072,10,2015,-0.5242566607673487,0.4090436659469184,0.28952523740945013
2015-11-01,CY,33606,482918,516524,0.9349381635703278,11,2015,-0.6481027742285954,-0.8862795924960238,-0.8666122162960994
2015-12-01,CY,41997,193582,235579,0.8217285921071064,12,2015,-0.5428787221778338,-1.3064354541444196,-1.2267582622323483
2016-01-01,CY,40617,177814,218431,0.8140511191177077,1,2016,-0.5601840721754564,-1.3293327694680293,-1.2487404452066486
2016-02-01,CY,43301,237205,280506,0.845632535489437,2,2016,-0.5265264204409499,-1.2430888289312143,-1.1691659170908513
2016-03-01,CY,49060,425137,474197,0.8965408891241404,3,2016,-0.45430793447261053,-0.9701855905118462,-0.9208715969091861
2016-04-01,CY,59679,795916,855595,0.930248540489367,4,2016,-0.3211445202517743,-0.43176323648009574,-0.4319539025989352
2016-05-01,CY,56245,1681627,1737872,0.9676357061970041,5,2016,-0.3642072535067279,0.8544115512285275,0.6990453071057963
2016-06-01,CY,75836,2003793,2079629,0.9635338803219228,6,2016,-0.11853398408395716,1.3222411103702074,1.1371468295426952
2016-07-01,CY,127077,2280527,2407604,0.9472184794509396,7,2016,0.5240337255016788,1.7240971262735416,1.5575810761601514
2016-08-01,CY,208791,2257082,2465873,0.9153277561334262,8,2016,1.5487361673174251,1.6900517458979691,1.6322766569701295
2016-09-01,CY,51844,2060001,2111845,0.9754508498493024,9,2016,-0.41939627186871115,1.4038628949788734,1.1784448238685676
2016-10-01,CY,52878,1793191,1846069,0.971356433589427,10,2016,-0.4064297994791881,1.016417898689409,0.8377440621367251
2016-11-01,CY,35545,563276,598821,0.9406416942625593,11,2016,-0.6237875034710663,-0.7695886700724686,-0.7611149156058737
2016-12-01,CY,43308,229134,272442,0.841037725460832,12,2016,-0.5264386396800924,-1.254809036438625,-1.1795032347666594
2017-01-01,CY,46191,243394,289585,0.8404924288205535,1,2017,-0.490285506315494,-1.2341015455384048,-1.1575274613395292
2017-02-01,CY,47529,294584,342113,0.8610722188282819,2,2017,-0.4735068408830164,-1.1597665904765342,-1.090191322590168
2017-03-01,CY,46387,509883,556270,0.9166106387186078,3,2017,-0.4878276450114838,-0.8471226856149272,-0.8156614439321772
2017-04-01,CY,63574,1058159,1121733,0.9433251941415649,4,2017,-0.27230079688891934,-0.05095015540390668,-0.09078908965198333
2017-05-01,CY,42131,1850154,1892285,0.9777353834121182,5,2017,-0.5411983476128474,1.0991360476479817,0.8969887885386533
2017-06-01,CY,69075,2165509,2234584,0.969088206126957,6,2017,-0.20331765896361378,1.5570750934291144,1.3357851058887824
2017-07-01,CY,121989,2354511,2476500,0.9507413688673532,7,2017,0.46022965246696607,1.831532119735105,1.6458995085252897
2017-08-01,CY,207175,2371692,2578867,0.9196643332129962,8,2017,1.5284713516680353,1.8564813063519834,1.7771247315559755
2017-09-01,CY,53142,2210171,2263313,0.9765202603440178,9,2017,-0.40311921078399077,1.6219304902443765,1.3726130820182827
2017-10-01,CY,44769,1973510,2018279,0.9778182302843165,10,2017,-0.5081175408782616,1.2782660089023694,1.058501685766551
2017-11-01,CY,41048,645582,686630,0.9402181669894994,11,2017,-0.5547792853283728,-0.6500689824123335,-0.648551730115418
2017-12-01,CY,51094,269661,320755,0.8407070817290455,12,2017,-0.42880135338915815,-1.1959582311291421,-1.1175703442816252
2018-01-01,CY,45805,264917,310722,0.8525852691473407,1,2018,-0.49512598827135074,-1.2028471748059055,-1.130431741632987
2018-02-01,CY,49642,360325,409967,0.8789122051287055,2,2018,-0.44700959121274364,-1.0643015722948106,-1.0032086398552618
2018-03-01,CY,50482,642993,693475,0.9272042971988896,3,2018,-0.436475899909843,-0.653828568242675,-0.6397770600396608
2018-04-01,CY,56913,1127323,1184236,0.951941167132227,4,2018,-0.355830460899183,0.04948553187679687,-0.010665904298432432
2018-05-01,CY,57412,1913605,1971017,0.9708718899938458,5,2018,-0.34957294666091226,1.191275669324691,0.9979160820966547
2018-06-01,CY,70292,2192001,2262293,0.9689288699562789,6,2018,-0.1880563466831017,1.5955451389360313,1.3713055343955987
2018-07-01,CY,125879,2334024,2459903,0.9488276570255006,7,2018,0.5090106752863514,1.8017821641900271,1.6246236576491258
2018-08-01,CY,222120,2364061,2586181,0.9141127399822364,8,2018,1.71588327609881,1.845400039657763,1.7865006171562805
2018-09-01,CY,75720,2182265,2257985,0.9664656762555995,9,2018,-0.11998863669245297,1.5814071213059793,1.3657830685539096
2018-10-01,CY,58130,1922596,1980726,0.9706521750105769,10,2018,-0.340569148618671,1.2043318439869546,1.0103621407913994
2018-11-01,CY,40748,645236,685984,0.9405991976489247,11,2018,-0.5585413179365517,-0.6505714222336151,-0.6493798436097846
2018-12-01,CY,63698,297997,361695,0.8238902943087408,12,2018,-0.2707458234108721,-1.1548104427596724,-1.065088972053502
2019-01-01,CY,53368,285763,339131,0.8426330827910159,1,2019,-0.4002851462191627,-1.1725759016427926,-1.094013976522368
2019-02-01,CY,51561,370865,422426,0.8779407517529697,2,2019,-0.4229451226290931,-1.048996035542474,-0.9872373302170062
2019-03-01,CY,78950,592810,671760,0.8824729069905919,3,2019,-0.07948408561106103,-0.7267012201252663,-0.6676137233990572
2019-04-01,CY,68224,1076469,1144693,0.9403997403670679,4,2019,-0.21398929146214768,-0.024361504745910006,-0.061356449047251904
2019-05-01,CY,53870,1873872,1927742,0.9720553891547727,5,2019,-0.3939900116548102,1.1335778617553747,0.9424414513401325
2019-06-01,CY,86306,2198230,2284536,0.9622216502607094,6,2019,0.012760953941483572,1.6045905078573128,1.3998190459361493
2019-07-01,CY,138158,2393769,2531927,0.9454336558676455,7,2019,0.6629906699391104,1.888540161653818,1.7169519027238285
2019-08-01,CY,246923,2390585,2637508,0.9063801891785731,8,2019,2.026915592034341,1.8839165535874576,1.8522971826754029
2019-09-01,CY,59440,2253429,2312869,0.9743003170521115,9,2019,-0.32414160622962346,1.6847470850102761,1.4361393859297842
2019-10-01,CY,48388,2047492,2095880,0.9769128003511651,10,2019,-0.4627348875149311,1.385698098087509,1.157979139754694
2019-11-01,CY,48971,725563,774534,0.9367735954780552,11,2019,-0.45542400414637024,-0.5339255160946256,-0.535866763228732
2019-12-01,CY,78410,352268,430678,0.8179382276317806,12,2019,-0.08625574430578291,-1.0760014498672563,-0.9766590135676053
2020-01-01,CY,67415,322326,389741,0.8270261532658868,1,2020,-0.22413423939553656,-1.1194813722048715,-1.0291365400674264
2020-02-01,CY,73800,393348,467148,0.8420200878522438,2,2020,-0.1440656453847974,-1.01634761212665,-0.9299077765094801
2020-03-01,CY,32778,197531,230309,0.8576781628160428,3,2020,-0.6584859842271689,-1.3007009603460347,-1.2335139249495493
2020-04-01,CY,970,133,1103,0.12058023572076156,4,2020,-1.057361761563675,-1.5873501390782698,-1.527335258679866
2020-05-01,CY,1186,126,1312,0.09603658536585366,5,2020,-1.0546530980857862,-1.5873603040457525,-1.527067339608159
2020-06-01,CY,74543,71498,146041,0.48957484542012175,6,2020,-0.13474834462520785,-1.4837182955934018,-1.3415378691341968
2020-07-01,CY,180318,274573,454891,0.6036017419557652,7,2020,1.1916816524751734,-1.188825328232797,-0.9456201404420669
2020-08-01,CY,364738,431454,796192,0.5418969293838672,8,2020,3.5043284978096323,-0.9610124334279266,-0.5081031687070737
2020-09-01,CY,122769,378904,501673,0.7552808303416767,9,2020,0.470010937248231,-1.0373222964578406,-0.8856498533004926
2020-10-01,CY,93756,474603,568359,0.8350408808517152,10,2020,0.10618476371125754,-0.898354121727113,-0.800164440784503
2020-11-01,CY,26696,54464,81160,0.6710694923607688,11,2020,-0.7347549253036475,-1.508454017893146,-1.4247094351218093
2020-12-01,CY,53126,34200,87326,0.3916359388956325,12,2020,-0.40331985252309366,-1.5378801466169933,-1.4168051815517406
2021-01-01,CY,21330,21934,43264,0.506980399408284,1,2021,-0.8020451485552725,-1.555692073922891,-1.473288675032824
2021-02-01,CY,5055,31479,36534,0.8616357365741502,2,2021,-1.0061354175489734,-1.5418314146912921,-1.481915925523671
2021-03-01,CY,4772,46855,51627,0.907567745559494,3,2021,-1.0096842683093554,-1.5195033375467069,-1.4625680664362488
2021-04-01,CY,3472,116143,119615,0.970973540107846,4,2021,-1.0259864096114637,-1.4188875851277405,-1.3754136078371861
2021-05-01,CY,57485,363765,421250,0.8635370919881306,5,2021,-0.34865751872625544,-1.0593062168462302,-0.9887448557113949
2021-06-01,CY,248409,770468,1018877,0.7561933383519306,6,2021,2.04555019355352,-0.46871724969389694,-0.22264116639589693
2021-07-01,CY,269325,1166792,1436117,0.8124630514087641,7,2021,2.307839106995747,0.10679997495819887,0.31222272584792465
