country_code,date,resid_total,resid_total_sqrt,resid_total_log,resid_total_std,mean,sd
AT,1994-01-01,9050580,3008.418189015616,16.018339402020324,0.21433231878278033,8287255.235897436,3561407.6702831364
AT,1994-02-01,9670698,3109.7745899019756,16.084611046830688,0.3884539182768084,8287255.235897436,3561407.6702831364
AT,1994-03-01,8732272,2955.0417932746736,15.982536145960689,0.12495530006739858,8287255.235897436,3561407.6702831364
AT,1994-04-01,4249060,2061.3248167137563,15.262208339966888,-1.1338761550924594,8287255.235897436,3561407.6702831364
AT,1994-05-01,5556077,2357.1332164305013,15.530402841651627,-0.7668816627444124,8287255.235897436,3561407.6702831364
AT,1994-06-01,7424688,2724.828067970528,15.820321221568143,-0.2421983989911665,8287255.235897436,3561407.6702831364
AT,1994-07-01,12993096,3604.5937357766134,16.379928697431435,1.3213429070108236,8287255.235897436,3561407.6702831364
AT,1994-08-01,13970728,3737.743704429184,16.45247484154324,1.5958500936374749,8287255.235897436,3561407.6702831364
AT,1994-09-01,8185280,2860.9928346642187,15.917847977121015,-0.028633407163221124,8287255.235897436,3561407.6702831364
AT,1994-10-01,4421719,2102.78838688062,15.302039092473573,-1.0853956058308036,8287255.235897436,3561407.6702831364
AT,1994-11-01,2200570,1483.431831935664,14.604226975679381,-1.7090672563788623,8287255.235897436,3561407.6702831364
AT,1994-12-01,5114723,2261.5753359107894,15.447633801453756,-0.8908085031571843,8287255.235897436,3561407.6702831364
AT,1995-01-01,8824456,2970.5985928765267,15.993037515824133,0.15083944716159273,8287255.235897436,3561407.6702831364
AT,1995-02-01,9569792,3093.508041043372,16.074122028605686,0.3601207395615568,8287255.235897436,3561407.6702831364
AT,1995-03-01,7442105,2728.022177329209,15.822664296899626,-0.237307917020981,8287255.235897436,3561407.6702831364
AT,1995-04-01,5016572,2239.770523959988,15.428257389881107,-0.9183681113477841,8287255.235897436,3561407.6702831364
AT,1995-05-01,5003514,2236.853593778547,15.425651023550104,-0.9220346390831393,8287255.235897436,3561407.6702831364
AT,1995-06-01,7599501,2756.7192457702326,15.843593145206249,-0.19311303270225127,8287255.235897436,3561407.6702831364
AT,1995-07-01,12241988,3498.855241361094,16.320382240160683,1.1104409071450554,8287255.235897436,3561407.6702831364
AT,1995-08-01,13092159,3618.3088591218966,16.387524059350724,1.3491585937199289,8287255.235897436,3561407.6702831364
AT,1995-09-01,7697318,2774.404080158476,15.856382514460995,-0.16564720765329713,8287255.235897436,3561407.6702831364
AT,1995-10-01,4385989,2094.2752923147423,15.293925699976889,-1.0954281556840921,8287255.235897436,3561407.6702831364
AT,1995-11-01,2149969,1466.2772589111514,14.580963981395245,-1.7232754023381753,8287255.235897436,3561407.6702831364
AT,1995-12-01,5268673,2295.3590133136036,15.477289086153387,-0.8475812137669302,8287255.235897436,3561407.6702831364
AT,1996-01-01,8177109,2859.5644773286717,15.916849223127423,-0.03092772467934822,8287255.235897436,3561407.6702831364
AT,1996-02-01,9470113,3077.3548706640904,16.063651397509233,0.33213208753732076,8287255.235897436,3561407.6702831364
AT,1996-03-01,8043537,2836.113009031904,15.900379469789486,-0.06843311927782193,8287255.235897436,3561407.6702831364
AT,1996-04-01,4497181,2120.6557947955625,15.318961313997798,-1.0642067931515742,8287255.235897436,3561407.6702831364
AT,1996-05-01,5067811,2251.179912845706,15.438419526910092,-0.9039808227406569,8287255.235897436,3561407.6702831364
AT,1996-06-01,7061538,2657.355452324736,15.770173432769703,-0.3441665064420973,8287255.235897436,3561407.6702831364
AT,1996-07-01,11871894,3445.5614927033303,16.28968431577801,1.006523008869013,8287255.235897436,3561407.6702831364
AT,1996-08-01,12238751,3498.3926309092294,16.320117787358104,1.1095319968770705,8287255.235897436,3561407.6702831364
AT,1996-09-01,7219437,2686.901003014439,15.792287529989244,-0.29983038583520066,8287255.235897436,3561407.6702831364
AT,1996-10-01,4415114,2101.2172662530643,15.300544212751392,-1.0872502095750234,8287255.235897436,3561407.6702831364
AT,1996-11-01,2233975,1494.648788177343,14.61929306785932,-1.699687538275053,8287255.235897436,3561407.6702831364
AT,1996-12-01,5531603,2351.9360110343137,15.525988204911057,-0.7737536645666734,8287255.235897436,3561407.6702831364
AT,1997-01-01,7862915,2804.0889786167627,15.877667960791861,-0.11914958218296312,8287255.235897436,3561407.6702831364
AT,1997-02-01,8835679,2972.4870058588986,15.994308514206743,0.15399072919359547,8287255.235897436,3561407.6702831364
AT,1997-03-01,8318136,2884.1178894074355,15.933948749235487,0.008670943335197887,8287255.235897436,3561407.6702831364
AT,1997-04-01,3692658,1921.6289964506677,15.12185708191028,-1.2901070759844124,8287255.235897436,3561407.6702831364
AT,1997-05-01,5302286,2302.6693205929505,15.483648606285008,-0.8381430917904793,8287255.235897436,3561407.6702831364
AT,1997-06-01,6517428,2552.9253808131566,15.689990377548106,-0.4969459830912119,8287255.235897436,3561407.6702831364
AT,1997-07-01,10579997,3252.6907323014893,16.17447570084051,0.643774028801451,8287255.235897436,3561407.6702831364
AT,1997-08-01,12641017,3555.4207908488133,16.352457402307106,1.2224834018388113,8287255.235897436,3561407.6702831364
AT,1997-09-01,7419096,2723.8017549006754,15.819567774837237,-0.2437685646441077,8287255.235897436,3561407.6702831364
AT,1997-10-01,4507474,2123.081251389122,15.321247465878802,-1.0613166438193633,8287255.235897436,3561407.6702831364
AT,1997-11-01,2197652,1482.4479754783977,14.602900075660177,-1.70988659532294,8287255.235897436,3561407.6702831364
AT,1997-12-01,5920252,2433.156797249203,15.593889573521782,-0.6646257477480122,8287255.235897436,3561407.6702831364
AT,1998-01-01,9603694,3098.982736318484,16.077658374091403,0.3696400092264376,8287255.235897436,3561407.6702831364
AT,1998-02-01,10061805,3172.0348358742845,16.124257130000647,0.4982720116288976,8287255.235897436,3561407.6702831364
AT,1998-03-01,7323782,2706.248695149801,15.806637419177894,-0.2705315777064181,8287255.235897436,3561407.6702831364
AT,1998-04-01,5198539,2280.0304822523754,15.463888182536106,-0.8672739887854173,8287255.235897436,3561407.6702831364
AT,1998-05-01,5168210,2273.369745553943,15.458036958293931,-0.8757900034649692,8287255.235897436,3561407.6702831364
AT,1998-06-01,6996511,2645.0918698601,15.760922154191348,-0.36242529791452377,8287255.235897436,3561407.6702831364
AT,1998-07-01,10788813,3284.632856195651,16.194020321915012,0.70240702432802,8287255.235897436,3561407.6702831364
AT,1998-08-01,13795919,3714.2857994505484,16.439883381754598,1.5467658504999564,8287255.235897436,3561407.6702831364
AT,1998-09-01,7736522,2781.4604077714284,15.861462790570977,-0.15463920081175425,8287255.235897436,3561407.6702831364
AT,1998-10-01,4542082,2131.2160847741366,15.328896055205503,-1.0515991379329201,8287255.235897436,3561407.6702831364
AT,1998-11-01,2350262,1533.0564242714618,14.670037369267567,-1.6670355616506654,8287255.235897436,3561407.6702831364
AT,1998-12-01,6146650,2479.243836333974,15.63141777592419,-0.6010559402561333,8287255.235897436,3561407.6702831364
AT,1999-01-01,9115548,3019.1965818740587,16.025492084967922,0.23257454377210174,8287255.235897436,3561407.6702831364
AT,1999-02-01,9848681,3138.260824087125,16.102848095552268,0.43842938204780946,8287255.235897436,3561407.6702831364
AT,1999-03-01,8103808,2846.718812949393,15.907844632626048,-0.051509754816373356,8287255.235897436,3561407.6702831364
AT,1999-04-01,4797723,2190.370516602157,15.383651988326703,-0.9798182513657622,8287255.235897436,3561407.6702831364
AT,1999-05-01,5235139,2288.042613239535,15.470903953987762,-0.8569971535032912,8287255.235897436,3561407.6702831364
AT,1999-06-01,7042715,2653.8114100289795,15.767504307198154,-0.349451776128312,8287255.235897436,3561407.6702831364
AT,1999-07-01,11183156,3344.122605407882,16.229919275658176,0.8131337471602448,8287255.235897436,3561407.6702831364
AT,1999-08-01,13492399,3673.2001034520295,16.417637047806746,1.4615411224991124,8287255.235897436,3561407.6702831364
AT,1999-09-01,7679899,2771.2630694324203,15.854116953995712,-0.1705382511991811,8287255.235897436,3561407.6702831364
AT,1999-10-01,4615847,2148.4522335858437,15.345005941040156,-1.0308868222338483,8287255.235897436,3561407.6702831364
AT,1999-11-01,2446629,1564.1703871381787,14.710221716708714,-1.6399768789831068,8287255.235897436,3561407.6702831364
AT,1999-12-01,5735844,2394.9622126455356,15.562245464239037,-0.7164052734503701,8287255.235897436,3561407.6702831364
AT,2000-01-01,9603694,3098.982736318484,16.077658374091403,0.3696400092264376,8287255.235897436,3561407.6702831364
AT,2000-02-01,10061805,3172.0348358742845,16.124257130000647,0.4982720116288976,8287255.235897436,3561407.6702831364
AT,2000-03-01,8822550,2970.2777647890102,15.992821501843357,0.1503042655209443,8287255.235897436,3561407.6702831364
AT,2000-04-01,5126480,2264.1731382559947,15.449929821787492,-0.8875072804136883,8287255.235897436,3561407.6702831364
AT,2000-05-01,4622783,2150.065812946199,15.346507462651724,-1.0289392777115307,8287255.235897436,3561407.6702831364
AT,2000-06-01,7548693,2747.4884895118307,15.836884993656714,-0.20737930174635671,8287255.235897436,3561407.6702831364
AT,2000-07-01,11381453,3373.640911537563,16.247495658652642,0.8688131353006749,8287255.235897436,3561407.6702831364
AT,2000-08-01,12607020,3550.636562646197,16.349764359632392,1.2129374573282528,8287255.235897436,3561407.6702831364
AT,2000-09-01,7720139,2778.5138113747066,15.859342927020215,-0.15923934814582721,8287255.235897436,3561407.6702831364
AT,2000-10-01,4567569,2137.187170090631,15.334491673852542,-1.0444426980193806,8287255.235897436,3561407.6702831364
AT,2000-11-01,2489977,1577.9660959602395,14.727784031450438,-1.62780528729432,8287255.235897436,3561407.6702831364
AT,2000-12-01,6158463,2481.625072407192,15.633337791389145,-0.5977389933930799,8287255.235897436,3561407.6702831364
AT,2001-01-01,9804815,3131.264121724643,16.098384149510053,0.42611234225311706,8287255.235897436,3561407.6702831364
AT,2001-02-01,10550146,3248.098828545708,16.17165025665315,0.635392230713835,8287255.235897436,3561407.6702831364
AT,2001-03-01,8796568,2965.9008749450813,15.989872203378656,0.1430088356220318,8287255.235897436,3561407.6702831364
AT,2001-04-01,5491154,2343.321147431568,15.518648991761012,-0.7851112522805181,8287255.235897436,3561407.6702831364
AT,2001-05-01,5031596,2243.1219315944463,15.431247787970785,-0.9141495547008262,8287255.235897436,3561407.6702831364
AT,2001-06-01,7218598,2686.744870656684,15.792171309187598,-0.3000659668407117,8287255.235897436,3561407.6702831364
AT,2001-07-01,11445799,3383.164051594306,16.25313332107709,0.88688071024777,8287255.235897436,3561407.6702831364
AT,2001-08-01,12680995,3561.038472131409,16.355614973926286,1.2337087384756646,8287255.235897436,3561407.6702831364
AT,2001-09-01,7204656,2684.1490271592597,15.790238041654158,-0.3039807110347937,8287255.235897436,3561407.6702831364
AT,2001-10-01,4750972,2179.67245245702,15.373859786655586,-0.9929453641055074,8287255.235897436,3561407.6702831364
AT,2001-11-01,2635536,1623.4333986954932,14.784597134831232,-1.5869340887470254,8287255.235897436,3561407.6702831364
AT,2001-12-01,6526723,2554.7451927736356,15.691415537617663,-0.4943360600325408,8287255.235897436,3561407.6702831364
AT,2002-01-01,9780573,3127.3907654784684,16.095908629251788,0.4193054832118794,8287255.235897436,3561407.6702831364
AT,2002-02-01,11041248,3322.837341790898,16.21714863590255,0.7732877050505196,8287255.235897436,3561407.6702831364
AT,2002-03-01,9819152,3133.552616440324,16.099845322223075,0.43013799764764826,8287255.235897436,3561407.6702831364
AT,2002-04-01,4312126,2076.5659151589675,15.276941611923272,-1.1161679885923894,8287255.235897436,3561407.6702831364
AT,2002-05-01,5640144,2374.8987346832287,15.545420155063201,-0.7432766706224865,8287255.235897436,3561407.6702831364
AT,2002-06-01,7111299,2666.7018956006314,15.777195485513674,-0.3301942222761445,8287255.235897436,3561407.6702831364
AT,2002-07-01,11548725,3398.3415072649777,16.262085599228307,0.9157810804184833,8287255.235897436,3561407.6702831364
AT,2002-08-01,12811531,3579.3199074684567,16.36585618273457,1.2703616611638506,8287255.235897436,3561407.6702831364
AT,2002-09-01,7379682,2716.5570121018995,15.814241106217384,-0.25483553693399064,8287255.235897436,3561407.6702831364
AT,2002-10-01,4896296,2212.7575556305305,15.403989558863158,-0.9521401507027838,8287255.235897436,3561407.6702831364
AT,2002-11-01,2677121,1636.1910035200658,14.800252521331586,-1.5752575260364459,8287255.235897436,3561407.6702831364
AT,2002-12-01,6752792,2598.6134764523945,15.72546660695719,-0.4308586317430613,8287255.235897436,3561407.6702831364
AT,2003-01-01,9907171,3147.565884933944,16.10876939632907,0.45485266334976443,8287255.235897436,3561407.6702831364
AT,2003-02-01,10704368,3271.753046915369,16.18616244043033,0.678695894399082,8287255.235897436,3561407.6702831364
AT,2003-03-01,9332979,3054.9924713491523,16.04906481446499,0.2936265266198598,8287255.235897436,3561407.6702831364
AT,2003-04-01,5368888,2317.0861011192483,15.496131368691687,-0.8194420594555023,8287255.235897436,3561407.6702831364
AT,2003-05-01,5245584,2290.323994547496,15.47289713775151,-0.854064324417996,8287255.235897436,3561407.6702831364
AT,2003-06-01,7661021,2767.8549456212477,15.851655822651708,-0.1758389642171039,8287255.235897436,3561407.6702831364
AT,2003-07-01,10926906,3305.5870885517447,16.206738745971723,0.7411818607929006,8287255.235897436,3561407.6702831364
AT,2003-08-01,13795809,3714.2709917290636,16.439875408350396,1.5467349638365402,8287255.235897436,3561407.6702831364
AT,2003-09-01,7765391,2786.64511554665,15.86518736745045,-0.14653313639209042,8287255.235897436,3561407.6702831364
AT,2003-10-01,4973854,2230.213891087579,15.419705550280995,-0.9303628066915508,8287255.235897436,3561407.6702831364
AT,2003-11-01,2827666,1681.5665315413482,14.854962194356085,-1.5329863192728486,8287255.235897436,3561407.6702831364
AT,2003-12-01,6730013,2594.226859779229,15.722087633268377,-0.4372546981608632,8287255.235897436,3561407.6702831364
AT,2004-01-01,9881024,3143.4096137792794,16.106126708078108,0.4475109034557275,8287255.235897436,3561407.6702831364
AT,2004-02-01,11704874,3421.238664577495,16.27551589421871,0.9596258222892128,8287255.235897436,3561407.6702831364
AT,2004-03-01,9105015,3017.4517394649415,16.024335918588946,0.22961700535607352,8287255.235897436,3561407.6702831364
AT,2004-04-01,5725945,2392.8946905369653,15.56051815928495,-0.7191847923699811,8287255.235897436,3561407.6702831364
AT,2004-05-01,5487056,2342.446584236234,15.517902421930348,-0.7862619208866971,8287255.235897436,3561407.6702831364
AT,2004-06-01,7376325,2715.939064117603,15.81378610507,-0.255778141743884,8287255.235897436,3561407.6702831364
AT,2004-07-01,10921631,3304.789100684036,16.20625587610245,0.739700704888168,8287255.235897436,3561407.6702831364
AT,2004-08-01,13353057,3654.1834929297133,16.407255905360653,1.422415582010533,8287255.235897436,3561407.6702831364
AT,2004-09-01,7724524,2779.3027902695308,15.859910760726631,-0.15800809342691677,8287255.235897436,3561407.6702831364
AT,2004-10-01,4838332,2199.620876423935,15.39208059119573,-0.9684157375960394,8287255.235897436,3561407.6702831364
AT,2004-11-01,2871048,1694.4167137985862,14.870187677876713,-1.5208051807971876,8287255.235897436,3561407.6702831364
AT,2004-12-01,6279333,2505.8597327065218,15.652774322612597,-0.5638001660556325,8287255.235897436,3561407.6702831364
AT,2005-01-01,10692001,3269.8625353369216,16.185006449768814,0.6752233910675505,8287255.235897436,3561407.6702831364
AT,2005-02-01,11374506,3372.611154580379,16.246885093286814,0.8668625021120157,8287255.235897436,3561407.6702831364
AT,2005-03-01,11316881,3364.057223056707,16.2418060627386,0.8506821022996519,8287255.235897436,3561407.6702831364
AT,2005-04-01,4257535,2063.3795094456086,15.264200912272036,-1.1314964780701637,8287255.235897436,3561407.6702831364
AT,2005-05-01,5756831,2399.3397008343773,15.565897707659929,-0.7105123788584035,8287255.235897436,3561407.6702831364
AT,2005-06-01,6994689,2644.7474359567873,15.760661704764523,-0.3629368933758362,8287255.235897436,3561407.6702831364
AT,2005-07-01,11124153,3335.289042946653,16.224629248286714,0.7965664216916305,8287255.235897436,3561407.6702831364
AT,2005-08-01,13144189,3625.4915528794163,16.39149031778028,1.3637679855158036,8287255.235897436,3561407.6702831364
AT,2005-09-01,7709087,2776.5242660563945,15.85791032088816,-0.16234261545561018,8287255.235897436,3561407.6702831364
AT,2005-10-01,5099233,2258.1481350876875,15.444600694227658,-0.8951579069418873,8287255.235897436,3561407.6702831364
AT,2005-11-01,2909012,1705.582598410291,14.88332406259774,-1.5101453508887004,8287255.235897436,3561407.6702831364
AT,2005-12-01,6652472,2579.238647353129,15.710499072881118,-0.45902726877865924,8287255.235897436,3561407.6702831364
AT,2006-01-01,10636678,3261.3920340860586,16.17981877508246,0.6596893648841337,8287255.235897436,3561407.6702831364
AT,2006-02-01,11570922,3401.605797266932,16.264005784845345,0.9220137283080284,8287255.235897436,3561407.6702831364
AT,2006-03-01,9985138,3159.9268978886203,16.116608345467643,0.476744849591336,8287255.235897436,3561407.6702831364
AT,2006-04-01,6096314,2469.071485396889,15.623194884208418,-0.6151896774353982,8287255.235897436,3561407.6702831364
AT,2006-05-01,5284527,2298.809909496651,15.480293674700349,-0.8431296032051043,8287255.235897436,3561407.6702831364
AT,2006-06-01,7493436,2737.4141082415717,15.829537995295413,-0.22289479593172387,8287255.235897436,3561407.6702831364
AT,2006-07-01,11329597,3365.946672185999,16.242929063086503,0.8542526005905676,8287255.235897436,3561407.6702831364
AT,2006-08-01,12293280,3506.177405665606,16.324563329580354,1.1248430775081921,8287255.235897436,3561407.6702831364
AT,2006-09-01,8089687,2844.2375076635212,15.906100598545788,-0.05547476003546903,8287255.235897436,3561407.6702831364
AT,2006-10-01,5331918,2309.0946277708067,15.48922158131777,-0.8298227862418466,8287255.235897436,3561407.6702831364
AT,2006-11-01,3056254,1748.2145177294462,14.932700540997919,-1.4688015863911374,8287255.235897436,3561407.6702831364
AT,2006-12-01,6961795,2638.521366220103,15.755947901358372,-0.37217312888868465,8287255.235897436,3561407.6702831364
AT,2007-01-01,10408659,3226.245340949755,16.15814861384954,0.5956644002886392,8287255.235897436,3561407.6702831364
AT,2007-02-01,11729233,3424.796782292345,16.27759483059749,0.9664655335088113,8287255.235897436,3561407.6702831364
AT,2007-03-01,9633012,3103.709393612746,16.08070650745683,0.3778721473904095,8287255.235897436,3561407.6702831364
AT,2007-04-01,6093335,2468.4681484677903,15.622706108845106,-0.6160261444382795,8287255.235897436,3561407.6702831364
AT,2007-05-01,5509267,2347.182779418765,15.521942141426713,-0.7800253419672627,8287255.235897436,3561407.6702831364
AT,2007-06-01,7764653,2786.51269510835,15.865092325865175,-0.14674035782482836,8287255.235897436,3561407.6702831364
AT,2007-07-01,12108103,3479.669955613607,16.309385455859946,1.07284762594977,8287255.235897436,3561407.6702831364
AT,2007-08-01,12847240,3584.304674549863,16.36863956024347,1.2803883144723052,8287255.235897436,3561407.6702831364
AT,2007-09-01,8084477,2843.3214732069955,15.905456361207746,-0.056937664730001177,8287255.235897436,3561407.6702831364
AT,2007-10-01,5511137,2347.5810955108664,15.522281511928549,-0.7795002686891869,8287255.235897436,3561407.6702831364
AT,2007-11-01,3351129,1830.6089150880916,15.024807861949848,-1.3860042693469594,8287255.235897436,3561407.6702831364
AT,2007-12-01,7600887,2756.9706200828473,15.843775508972731,-0.19272386074320683,8287255.235897436,3561407.6702831364
AT,2008-01-01,10970902,3312.235196962921,16.210757053119135,0.753535403007994,8287255.235897436,3561407.6702831364
AT,2008-02-01,12727254,3567.5277153793772,16.359256236345555,1.2466977035935847,8287255.235897436,3561407.6702831364
AT,2008-03-01,11655705,3414.045254533103,16.271306317683095,0.945819764530009,8287255.235897436,3561407.6702831364
AT,2008-04-01,4456325,2111.0009474180724,15.309834993297645,-1.075678661520059,8287255.235897436,3561407.6702831364
AT,2008-05-01,6373481,2524.5754098461784,15.667656346107078,-0.5373645516255342,8287255.235897436,3561407.6702831364
AT,2008-06-01,7547082,2747.1952970256775,15.836671556452448,-0.2078316509714798,8287255.235897436,3561407.6702831364
AT,2008-07-01,12559088,3543.880359154355,16.34595510490302,1.199478734138557,8287255.235897436,3561407.6702831364
AT,2008-08-01,13031567,3609.926176530484,16.382885202806563,1.3321450963588748,8287255.235897436,3561407.6702831364
AT,2008-09-01,8121766,2849.8712251608845,15.910058176175571,-0.04646736661974988,8287255.235897436,3561407.6702831364
AT,2008-10-01,8121766,2849.8712251608845,15.910058176175571,-0.04646736661974988,8287255.235897436,3561407.6702831364
AT,2008-11-01,3367719,1835.1345999680786,15.029746218559648,-1.3813459989280943,8287255.235897436,3561407.6702831364
AT,2008-12-01,8297160,2880.4791268120657,15.931423845539069,0.0027811374095728703,8287255.235897436,3561407.6702831364
AT,2009-01-01,11163515,3341.1846701432114,16.22816142948435,0.807618793013353,8287255.235897436,3561407.6702831364
AT,2009-02-01,12060325,3472.7978633948737,16.305431697490587,1.059432144088857,8287255.235897436,3561407.6702831364
AT,2009-03-01,9157211,3026.088399237537,16.030052214305556,0.24427300793492188,8287255.235897436,3561407.6702831364
AT,2009-04-01,6363486,2522.5950923602463,15.666086898364675,-0.5401710261786721,8287255.235897436,3561407.6702831364
AT,2009-05-01,5700545,2387.581412224513,15.556072342269136,-0.7263168037406369,8287255.235897436,3561407.6702831364
AT,2009-06-01,7550802,2747.8722677737405,15.837164340749277,-0.20678712017231288,8287255.235897436,3561407.6702831364
AT,2009-07-01,11957808,3458.006362053141,16.296895012097398,1.0306466161484822,8287255.235897436,3561407.6702831364
AT,2009-08-01,13593402,3686.923107416264,16.425095085925545,1.4899015376357403,8287255.235897436,3561407.6702831364
AT,2009-09-01,8266863,2875.2152962865234,15.927765672185075,-0.005725892058803422,8287255.235897436,3561407.6702831364
AT,2009-10-01,5532877,2352.2068361434544,15.526218491378316,-0.7733959408467437,8287255.235897436,3561407.6702831364
AT,2009-11-01,3306485,1818.3742739051277,15.011396249567586,-1.3985397620883593,8287255.235897436,3561407.6702831364
AT,2009-12-01,8179210,2859.9318173690785,15.917106126897954,-0.03033778940809831,8287255.235897436,3561407.6702831364
AT,2010-01-01,11025038,3320.397265388586,16.215679426003263,0.7687361340143649,8287255.235897436,3561407.6702831364
AT,2010-02-01,11991191,3462.8299120805805,16.299682854847838,1.0400201569196084,8287255.235897436,3561407.6702831364
AT,2010-03-01,10249264,3201.447172764217,16.14271645609255,0.5509082210592818,8287255.235897436,3561407.6702831364
AT,2010-04-01,5710200,2389.6024774007915,15.55776460728849,-0.7236057970562401,8287255.235897436,3561407.6702831364
