country_code,date,resid_total,resid_total_sqrt,resid_total_log,resid_total_std,mean,sd,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
AT,2004-01-01,9881024,3143.4096137792794,16.106126708078108,0.4475109034557275,8287255.235897436,3561407.6702831364,0.88,0.78,0.7,0.52,0.35,0.45,0.57,0.63,0.66,0.41,0.62
AT,2004-02-01,11704874,3421.238664577495,16.27551589421871,0.9596258222892128,8287255.235897436,3561407.6702831364,0.92,0.76,0.7,0.36,0.48,0.31,0.48,0.64,0.69,0.41,0.51
AT,2004-03-01,9105015,3017.4517394649415,16.024335918588946,0.22961700535607352,8287255.235897436,3561407.6702831364,0.93,0.65,0.65,0.42,1,0.91,0,0.71,0.71,0.49,0.57
AT,2004-04-01,5725945,2392.8946905369653,15.56051815928495,-0.7191847923699811,8287255.235897436,3561407.6702831364,0.85,0.6,0.69,0.25,0.65,0,0.65,0.63,0.72,0.45,0.55
AT,2004-05-01,5487056,2342.446584236234,15.517902421930348,-0.7862619208866971,8287255.235897436,3561407.6702831364,0.84,0.59,0.66,0.39,0.6,0.55,0.67,0.64,0.67,0.41,0.45
AT,2004-06-01,7376325,2715.939064117603,15.81378610507,-0.255778141743884,8287255.235897436,3561407.6702831364,0.9,0.63,0.85,1,0.24,0.38,0.68,0.68,0.7,0.5,0.59
AT,2004-07-01,10921631,3304.789100684036,16.20625587610245,0.739700704888168,8287255.235897436,3561407.6702831364,0.9,0.65,1,0.35,0.94,0.9,0.53,0.58,0.67,0.5,0.53
AT,2004-08-01,13353057,3654.1834929297133,16.407255905360653,1.422415582010533,8287255.235897436,3561407.6702831364,1,0.57,0.78,0.34,0.68,0.57,0.4,0.55,0.63,0.42,0.53
AT,2004-09-01,7724524,2779.3027902695308,15.859910760726631,-0.15800809342691677,8287255.235897436,3561407.6702831364,0.92,0.61,0.69,0.22,0.22,0.34,0.48,0.65,0.69,0.46,0.46
AT,2004-10-01,4838332,2199.620876423935,15.39208059119573,-0.9684157375960394,8287255.235897436,3561407.6702831364,0.87,0.57,0.59,0,0.35,0,0.33,0.69,0.71,0.43,0.44
AT,2004-11-01,2871048,1694.4167137985862,14.870187677876713,-1.5208051807971876,8287255.235897436,3561407.6702831364,0.8,0.66,0.55,0.33,0.78,0,0.48,0.74,0.81,0.48,0.61
AT,2004-12-01,6279333,2505.8597327065218,15.652774322612597,-0.5638001660556325,8287255.235897436,3561407.6702831364,0.78,0.64,0.71,0.15,0.28,0.25,0.4,0.77,0.68,0.5,0.46
AT,2005-01-01,10692001,3269.8625353369216,16.185006449768814,0.6752233910675505,8287255.235897436,3561407.6702831364,0.73,0.7,0.67,0.37,0.61,0.2,0.48,0.71,0.65,0.46,0.53
AT,2005-02-01,11374506,3372.611154580379,16.246885093286814,0.8668625021120157,8287255.235897436,3561407.6702831364,0.65,0.67,0.57,0.32,0.36,0.18,1,0.7,0.68,0.44,0.55
AT,2005-03-01,11316881,3364.057223056707,16.2418060627386,0.8506821022996519,8287255.235897436,3561407.6702831364,0.73,0.56,0.65,0,0,0.27,0.4,0.66,0.65,0.55,0.43
AT,2005-04-01,4257535,2063.3795094456086,15.264200912272036,-1.1314964780701637,8287255.235897436,3561407.6702831364,0.72,0.5,0.53,0.14,0.63,0.72,0.48,0.67,0.73,0.49,0.55
AT,2005-05-01,5756831,2399.3397008343773,15.565897707659929,-0.7105123788584035,8287255.235897436,3561407.6702831364,0.85,0.55,0.65,0.11,0.44,0.4,0.36,0.63,0.72,0.48,0.6
AT,2005-06-01,6994689,2644.7474359567873,15.760661704764523,-0.3629368933758362,8287255.235897436,3561407.6702831364,0.74,0.54,0.58,0.62,0,0.61,0.38,0.68,0.73,0.42,0.53
AT,2005-07-01,11124153,3335.289042946653,16.224629248286714,0.7965664216916305,8287255.235897436,3561407.6702831364,0.81,0.57,0.65,0.08,0.3,1,0.38,0.63,0.66,0.45,0.49
AT,2005-08-01,13144189,3625.4915528794163,16.39149031778028,1.3637679855158036,8287255.235897436,3561407.6702831364,0.81,0.63,0.83,0.29,0.33,0.5,0.61,0.64,0.75,0.45,0.55
AT,2005-09-01,7709087,2776.5242660563945,15.85791032088816,-0.16234261545561018,8287255.235897436,3561407.6702831364,0.85,0.54,0.54,0.22,0.44,0.24,0.47,0.62,0.58,0.5,0.42
AT,2005-10-01,5099233,2258.1481350876875,15.444600694227658,-0.8951579069418873,8287255.235897436,3561407.6702831364,0.74,0.55,0.55,0,0.2,0.19,0.35,0.66,0.63,0.48,0.41
AT,2005-11-01,2909012,1705.582598410291,14.88332406259774,-1.5101453508887004,8287255.235897436,3561407.6702831364,0.83,0.56,0.52,0.18,0.26,0.28,0.32,0.76,0.73,0.61,0.48
AT,2005-12-01,6652472,2579.238647353129,15.710499072881118,-0.45902726877865924,8287255.235897436,3561407.6702831364,0.7,0.57,0.52,0.19,0.13,0.19,0.17,0.77,0.7,0.65,0.43
AT,2006-01-01,10636678,3261.3920340860586,16.17981877508246,0.6596893648841337,8287255.235897436,3561407.6702831364,0.69,0.68,0.54,0.3,0.58,0.23,0.44,0.62,0.64,0.57,0.52
AT,2006-02-01,11570922,3401.605797266932,16.264005784845345,0.9220137283080284,8287255.235897436,3561407.6702831364,0.71,0.63,0.53,0.1,0.36,0.2,0.49,0.61,0.67,0.49,0.51
AT,2006-03-01,9985138,3159.9268978886203,16.116608345467643,0.476744849591336,8287255.235897436,3561407.6702831364,0.69,0.53,0.46,0.16,0,0.46,0.4,0.64,0.69,0.53,0.57
AT,2006-04-01,6096314,2469.071485396889,15.623194884208418,-0.6151896774353982,8287255.235897436,3561407.6702831364,0.66,0.46,0.55,0.19,0.48,0.29,0.4,0.61,0.62,0.46,0.43
AT,2006-05-01,5284527,2298.809909496651,15.480293674700349,-0.8431296032051043,8287255.235897436,3561407.6702831364,0.72,0.5,0.54,0.24,0.18,0.39,0.53,0.65,0.74,0.48,0.49
AT,2006-06-01,7493436,2737.4141082415717,15.829537995295413,-0.22289479593172387,8287255.235897436,3561407.6702831364,0.79,0.47,0.64,0.35,0.39,0.44,0.48,0.6,0.67,0.47,0.44
AT,2006-07-01,11329597,3365.946672185999,16.242929063086503,0.8542526005905676,8287255.235897436,3561407.6702831364,0.83,0.53,0.79,0.3,0.14,0.6,0.76,0.58,0.66,0.46,0.42
AT,2006-08-01,12293280,3506.177405665606,16.324563329580354,1.1248430775081921,8287255.235897436,3561407.6702831364,0.81,0.52,0.67,0.1,0,0.3,0.71,0.6,0.7,0.43,0.48
AT,2006-09-01,8089687,2844.2375076635212,15.906100598545788,-0.05547476003546903,8287255.235897436,3561407.6702831364,0.71,0.5,0.61,0.14,0.45,0.28,0.33,0.61,0.65,0.48,0.45
AT,2006-10-01,5331918,2309.0946277708067,15.48922158131777,-0.8298227862418466,8287255.235897436,3561407.6702831364,0.69,0.51,0.59,0.08,0.49,0.22,0.33,0.65,0.68,0.43,0.46
AT,2006-11-01,3056254,1748.2145177294462,14.932700540997919,-1.4688015863911374,8287255.235897436,3561407.6702831364,0.69,0.54,0.48,0.07,0.42,0.1,0.39,0.66,0.74,0.51,0.5
AT,2006-12-01,6961795,2638.521366220103,15.755947901358372,-0.37217312888868465,8287255.235897436,3561407.6702831364,0.69,0.56,0.55,0.13,0.62,0.19,0.41,0.69,0.66,0.53,0.48
AT,2007-01-01,10408659,3226.245340949755,16.15814861384954,0.5956644002886392,8287255.235897436,3561407.6702831364,0.68,0.59,0.53,0.22,0.14,0.14,0.25,0.62,0.63,0.47,0.49
AT,2007-02-01,11729233,3424.796782292345,16.27759483059749,0.9664655335088113,8287255.235897436,3561407.6702831364,0.72,0.57,0.54,0.15,0.18,0.08,0.3,0.62,0.66,0.5,0.47
AT,2007-03-01,9633012,3103.709393612746,16.08070650745683,0.3778721473904095,8287255.235897436,3561407.6702831364,0.68,0.47,0.41,0.19,0.24,0.21,0.34,0.65,0.68,0.47,0.48
AT,2007-04-01,6093335,2468.4681484677903,15.622706108845106,-0.6160261444382795,8287255.235897436,3561407.6702831364,0.67,0.4,0.43,0.32,0.34,0.28,0.33,0.55,0.65,0.46,0.48
AT,2007-05-01,5509267,2347.182779418765,15.521942141426713,-0.7800253419672627,8287255.235897436,3561407.6702831364,0.68,0.43,0.46,0.27,0.32,0.31,0.4,0.64,0.64,0.46,0.49
AT,2007-06-01,7764653,2786.51269510835,15.865092325865175,-0.14674035782482836,8287255.235897436,3561407.6702831364,0.72,0.45,0.58,0.25,0.45,0.42,0.49,0.59,0.62,0.44,0.49
AT,2007-07-01,12108103,3479.669955613607,16.309385455859946,1.07284762594977,8287255.235897436,3561407.6702831364,0.74,0.47,0.57,0.22,0.48,0.61,0.5,0.53,0.62,0.43,0.48
AT,2007-08-01,12847240,3584.304674549863,16.36863956024347,1.2803883144723052,8287255.235897436,3561407.6702831364,0.72,0.45,0.52,0.16,0.29,0.34,0.47,0.56,0.62,0.44,0.44
AT,2007-09-01,8084477,2843.3214732069955,15.905456361207746,-0.056937664730001177,8287255.235897436,3561407.6702831364,0.75,0.46,0.48,0.17,0.36,0.14,0.35,0.58,0.63,0.47,0.47
AT,2007-10-01,5511137,2347.5810955108664,15.522281511928549,-0.7795002686891869,8287255.235897436,3561407.6702831364,0.74,0.45,0.45,0.15,0.35,0.07,0.37,0.62,0.64,0.46,0.45
AT,2007-11-01,3351129,1830.6089150880916,15.024807861949848,-1.3860042693469594,8287255.235897436,3561407.6702831364,0.67,0.49,0.47,0.07,0.43,0.14,0.37,0.66,0.66,0.52,0.47
AT,2007-12-01,7600887,2756.9706200828473,15.843775508972731,-0.19272386074320683,8287255.235897436,3561407.6702831364,0.64,0.48,0.45,0.17,0.35,0.15,0.24,0.62,0.59,0.58,0.45
AT,2008-01-01,10970902,3312.235196962921,16.210757053119135,0.753535403007994,8287255.235897436,3561407.6702831364,0.64,0.53,0.47,0.18,0.34,0.21,0.38,0.57,0.56,0.47,0.43
AT,2008-02-01,12727254,3567.5277153793772,16.359256236345555,1.2466977035935847,8287255.235897436,3561407.6702831364,0.63,0.46,0.44,0.25,0.15,0.09,0.37,0.56,0.59,0.46,0.46
AT,2008-03-01,11655705,3414.045254533103,16.271306317683095,0.945819764530009,8287255.235897436,3561407.6702831364,0.69,0.42,0.39,0.22,0.21,0.27,0.33,0.57,0.57,0.48,0.46
AT,2008-04-01,4456325,2111.0009474180724,15.309834993297645,-1.075678661520059,8287255.235897436,3561407.6702831364,0.68,0.42,0.37,0.15,0.35,0.3,0.36,0.55,0.64,0.49,0.56
AT,2008-05-01,6373481,2524.5754098461784,15.667656346107078,-0.5373645516255342,8287255.235897436,3561407.6702831364,0.68,0.48,0.48,0.19,0.34,0.32,0.43,0.56,0.6,0.47,0.48
AT,2008-06-01,7547082,2747.1952970256775,15.836671556452448,-0.2078316509714798,8287255.235897436,3561407.6702831364,0.73,0.47,0.46,0.17,0.21,0.37,0.6,0.53,0.56,0.47,0.47
AT,2008-07-01,12559088,3543.880359154355,16.34595510490302,1.199478734138557,8287255.235897436,3561407.6702831364,0.7,0.4,0.51,0.27,0.31,0.38,0.42,0.52,0.55,0.45,0.45
AT,2008-08-01,13031567,3609.926176530484,16.382885202806563,1.3321450963588748,8287255.235897436,3561407.6702831364,0.65,0.4,0.5,0.22,0.26,0.28,0.44,0.54,0.56,0.46,0.43
AT,2008-09-01,8121766,2849.8712251608845,15.910058176175571,-0.04646736661974988,8287255.235897436,3561407.6702831364,0.68,0.38,0.38,0.11,0.29,0.1,0.3,0.53,0.58,0.46,0.43
AT,2008-10-01,8121766,2849.8712251608845,15.910058176175571,-0.04646736661974988,8287255.235897436,3561407.6702831364,0.65,0.38,0.41,0.11,0.32,0.17,0.23,0.55,0.53,0.48,0.42
AT,2008-11-01,3367719,1835.1345999680786,15.029746218559648,-1.3813459989280943,8287255.235897436,3561407.6702831364,0.64,0.39,0.42,0.17,0.36,0.14,0.21,0.59,0.65,0.52,0.45
AT,2008-12-01,8297160,2880.4791268120657,15.931423845539069,0.0027811374095728703,8287255.235897436,3561407.6702831364,0.64,0.4,0.4,0.14,0.29,0.14,0.26,0.57,0.51,0.56,0.44
AT,2009-01-01,11163515,3341.1846701432114,16.22816142948435,0.807618793013353,8287255.235897436,3561407.6702831364,0.62,0.42,0.4,0.11,0.32,0.02,0.29,0.51,0.54,0.46,0.43
AT,2009-02-01,12060325,3472.7978633948737,16.305431697490587,1.059432144088857,8287255.235897436,3561407.6702831364,0.64,0.38,0.34,0.1,0.31,0.21,0.3,0.54,0.58,0.48,0.49
AT,2009-03-01,9157211,3026.088399237537,16.030052214305556,0.24427300793492188,8287255.235897436,3561407.6702831364,0.6,0.35,0.33,0.16,0.37,0.11,0.25,0.51,0.54,0.46,0.45
AT,2009-04-01,6363486,2522.5950923602463,15.666086898364675,-0.5401710261786721,8287255.235897436,3561407.6702831364,0.65,0.32,0.3,0.08,0.22,0.18,0.39,0.48,0.5,0.43,0.37
AT,2009-05-01,5700545,2387.581412224513,15.556072342269136,-0.7263168037406369,8287255.235897436,3561407.6702831364,0.67,0.33,0.36,0.16,0.21,0.15,0.42,0.5,0.46,0.41,0.42
AT,2009-06-01,7550802,2747.8722677737405,15.837164340749277,-0.20678712017231288,8287255.235897436,3561407.6702831364,0.62,0.34,0.36,0.18,0.29,0.19,0.33,0.48,0.51,0.39,0.39
AT,2009-07-01,11957808,3458.006362053141,16.296895012097398,1.0306466161484822,8287255.235897436,3561407.6702831364,0.72,0.34,0.42,0.15,0.22,0.34,0.43,0.45,0.47,0.4,0.38
AT,2009-08-01,13593402,3686.923107416264,16.425095085925545,1.4899015376357403,8287255.235897436,3561407.6702831364,0.67,0.32,0.45,0.11,0.3,0.33,0.48,0.46,0.48,0.4,0.4
AT,2009-09-01,8266863,2875.2152962865234,15.927765672185075,-0.005725892058803422,8287255.235897436,3561407.6702831364,0.69,0.37,0.39,0.14,0.31,0.15,0.48,0.47,0.51,0.42,0.4
AT,2009-10-01,5532877,2352.2068361434544,15.526218491378316,-0.7733959408467437,8287255.235897436,3561407.6702831364,0.69,0.34,0.34,0.07,0.34,0.08,0.35,0.5,0.5,0.41,0.41
AT,2009-11-01,3306485,1818.3742739051277,15.011396249567586,-1.3985397620883593,8287255.235897436,3561407.6702831364,0.67,0.36,0.38,0.12,0.33,0.04,0.34,0.54,0.47,0.42,0.38
AT,2009-12-01,8179210,2859.9318173690785,15.917106126897954,-0.03033778940809831,8287255.235897436,3561407.6702831364,0.62,0.37,0.32,0.04,0.19,0.14,0.6,0.49,0.45,0.49,0.39
AT,2010-01-01,11025038,3320.397265388586,16.215679426003263,0.7687361340143649,8287255.235897436,3561407.6702831364,0.59,0.45,0.35,0.13,0.22,0.13,0.32,0.44,0.45,0.38,0.44
AT,2010-02-01,11991191,3462.8299120805805,16.299682854847838,1.0400201569196084,8287255.235897436,3561407.6702831364,0.65,0.37,0.3,0.1,0.38,0.15,0.31,0.46,0.49,0.39,0.38
AT,2010-03-01,10249264,3201.447172764217,16.14271645609255,0.5509082210592818,8287255.235897436,3561407.6702831364,0.73,0.34,0.33,0.04,0.27,0.12,0.3,0.45,0.44,0.42,0.43
AT,2010-04-01,5710200,2389.6024774007915,15.55776460728849,-0.7236057970562401,8287255.235897436,3561407.6702831364,0.64,0.29,0.33,0.13,0.33,0.11,0.43,0.42,0.43,0.38,0.35
AT,2010-05-01,5911865,2431.432705217235,15.59247190643741,-0.6669807154395748,8287255.235897436,3561407.6702831364,0.71,0.28,0.33,0.08,0.24,0.11,0.44,0.43,0.45,0.36,0.44
AT,2010-06-01,7496556,2737.9839298286615,15.829954273041931,-0.2220187378421,8287255.235897436,3561407.6702831364,0.67,0.29,0.36,0.07,0.31,0.21,0.33,0.42,0.38,0.36,0.35
AT,2010-07-01,12382808,3518.9214256644036,16.331819616949034,1.149981452074809,8287255.235897436,3561407.6702831364,0.75,0.32,0.4,0.17,0.36,0.29,0.38,0.37,0.41,0.34,0.36
AT,2010-08-01,13699892,3701.336515368469,16.432898507555603,1.5198026357011392,8287255.235897436,3561407.6702831364,0.71,0.31,0.35,0.09,0.33,0.18,0.34,0.4,0.4,0.33,0.37
AT,2010-09-01,8404723,2899.090029647234,15.944304367708305,0.03298352083720462,8287255.235897436,3561407.6702831364,0.7,0.29,0.32,0.06,0.26,0.1,0.31,0.41,0.37,0.35,0.35
AT,2010-10-01,5698150,2387.0798059553854,15.555652118719818,-0.726989290639563,8287255.235897436,3561407.6702831364,0.66,0.31,0.3,0.06,0.28,0.11,0.21,0.41,0.42,0.34,0.38
AT,2010-11-01,3575003,1890.7678334475652,15.089476573270732,-1.3231431703865584,8287255.235897436,3561407.6702831364,0.63,0.31,0.28,0.07,0.34,0.07,0.28,0.44,0.43,0.37,0.4
AT,2010-12-01,7797699,2792.436033287065,15.869339248138761,-0.13746144255889567,8287255.235897436,3561407.6702831364,0.59,0.29,0.29,0.06,0.2,0.1,0.21,0.44,0.4,0.43,0.42
AT,2011-01-01,11414381,3378.5175743216137,16.250384609581264,0.8780589176003976,8287255.235897436,3561407.6702831364,0.6,0.36,0.27,0.04,0.19,0.12,0.29,0.5,0.52,0.43,0.52
AT,2011-02-01,11377101,3372.995849389679,16.24711320904244,0.8675911465807894,8287255.235897436,3561407.6702831364,0.57,0.31,0.29,0.09,0.14,0.11,0.27,0.52,0.46,0.44,0.49
AT,2011-03-01,10414031,3227.0777802835805,16.158664589462603,0.597172792614748,8287255.235897436,3561407.6702831364,0.63,0.27,0.25,0.09,0.2,0.1,0.21,0.53,0.52,0.44,0.48
AT,2011-04-01,5668256,2380.809946215783,15.550392044616093,-0.7353831626046962,8287255.235897436,3561407.6702831364,0.6,0.24,0.28,0.04,0.21,0.12,0.27,0.51,0.48,0.43,0.47
AT,2011-05-01,5317935,2306.0648299646737,15.486595628070315,-0.8337490427377473,8287255.235897436,3561407.6702831364,0.62,0.26,0.27,0.12,0.22,0.13,0.29,0.54,0.57,0.42,0.58
AT,2011-06-01,8595245,2931.764826857707,15.966719701337563,0.08647978344980613,8287255.235897436,3561407.6702831364,0.61,0.27,0.3,0.14,0.22,0.23,0.32,0.5,0.52,0.44,0.55
AT,2011-07-01,12408582,3522.581723679381,16.333898887960935,1.1572184781010801,8287255.235897436,3561407.6702831364,0.74,0.31,0.36,0.09,0.23,0.27,0.33,0.52,0.54,0.44,0.49
AT,2011-08-01,14143929,3760.841528168928,16.464796044050583,1.6444828299134178,8287255.235897436,3561407.6702831364,0.79,0.29,0.31,0.08,0.29,0.2,0.4,0.5,0.51,0.42,0.46
AT,2011-09-01,8669528,2944.406221974135,15.975324906675011,0.1073375472547834,8287255.235897436,3561407.6702831364,0.74,0.26,0.25,0.07,0.26,0.11,0.28,0.49,0.52,0.39,0.49
AT,2011-10-01,5915966,2432.2758889566785,15.593165355669877,-0.6658292044698481,8287255.235897436,3561407.6702831364,0.74,0.27,0.29,0.06,0.27,0.08,0.29,0.56,0.56,0.4,0.52
AT,2011-11-01,3688138,1920.4525508327458,15.12063228161366,-1.2913762370629702,8287255.235897436,3561407.6702831364,0.66,0.32,0.27,0.04,0.29,0.07,0.24,0.58,0.61,0.46,0.57
AT,2011-12-01,7730799,2780.431441341433,15.860722778740723,-0.1562461496729457,8287255.235897436,3561407.6702831364,0.63,0.3,0.27,0.07,0.27,0.13,0.25,0.62,0.59,0.52,0.54
AT,2012-01-01,11686954,3418.618726912962,16.273983734910285,0.9545941040308603,8287255.235897436,3561407.6702831364,0.72,0.36,0.3,0.07,0.26,0.12,0.3,0.59,0.59,0.41,0.58
AT,2012-02-01,12694298,3562.9058365328715,16.356663474230796,1.2374440592340834,8287255.235897436,3561407.6702831364,0.67,0.31,0.27,0.07,0.31,0.1,0.25,0.55,0.57,0.44,0.55
AT,2012-03-01,10003386,3162.812988464541,16.118434193646276,0.48186866626423863,8287255.235897436,3561407.6702831364,0.65,0.25,0.23,0.07,0.22,0.08,0.27,0.52,0.56,0.43,0.5
AT,2012-04-01,6396395,2529.1095270865594,15.671245108377418,-0.5309305788480851,8287255.235897436,3561407.6702831364,0.66,0.25,0.27,0.12,0.24,0.14,0.29,0.54,0.6,0.45,0.54
AT,2012-05-01,6135581,2477.0104965461896,15.629615334169635,-0.6041639809593533,8287255.235897436,3561407.6702831364,0.66,0.26,0.27,0.05,0.25,0.16,0.32,0.53,0.59,0.43,0.59
AT,2012-06-01,8276346,2876.863917532423,15.928912124610195,-0.0030631808844755223,8287255.235897436,3561407.6702831364,0.6,0.23,0.27,0.11,0.22,0.2,0.31,0.52,0.58,0.47,0.6
AT,2012-07-01,12669327,3559.3998089565607,16.3546944332859,1.2304325058507508,8287255.235897436,3561407.6702831364,0.7,0.28,0.32,0.08,0.29,0.27,0.32,0.53,0.59,0.5,0.58
AT,2012-08-01,14446817,3800.896867845798,16.485984671441607,1.729530099993543,8287255.235897436,3561407.6702831364,0.74,0.28,0.28,0.09,0.27,0.25,0.29,0.54,0.6,0.44,0.58
AT,2012-09-01,9007088,3001.1811008334703,16.0135223808969,0.20212029364370313,8287255.235897436,3561407.6702831364,0.63,0.26,0.28,0.09,0.23,0.13,0.26,0.57,0.6,0.4,0.69
AT,2012-10-01,6052904,2460.265026374191,15.616048714843876,-0.6273786779708379,8287255.235897436,3561407.6702831364,0.59,0.25,0.22,0.05,0.24,0.1,0.22,0.57,0.61,0.45,0.56
AT,2012-11-01,3861887,1965.16844061775,15.166666482091468,-1.2425896290456446,8287255.235897436,3561407.6702831364,0.61,0.25,0.25,0.06,0.28,0.08,0.23,0.58,0.59,0.42,0.57
AT,2012-12-01,8309737,2882.661443874393,15.932938517714678,0.00631260618944443,8287255.235897436,3561407.6702831364,0.62,0.28,0.22,0.06,0.14,0.08,0.2,0.63,0.62,0.55,0.63
AT,2013-01-01,11423251,3379.8300253119237,16.251161397686616,0.8805495058231423,8287255.235897436,3561407.6702831364,0.65,0.31,0.24,0.09,0.25,0.1,0.22,0.58,0.58,0.43,0.6
AT,2013-02-01,12949846,3598.5894458801495,16.37659445414722,1.309198832531262,8287255.235897436,3561407.6702831364,0.64,0.3,0.26,0.04,0.27,0.11,0.26,0.6,0.61,0.45,0.62
AT,2013-03-01,11405503,3377.203428874251,16.24960651619149,0.8755660830748588,8287255.235897436,3561407.6702831364,0.6,0.26,0.23,0.09,0.26,0.11,0.24,0.61,0.57,0.5,0.58
AT,2013-04-01,5060220,2249.49327627357,15.436920518579365,-0.9061122833042257,8287255.235897436,3561407.6702831364,0.59,0.22,0.21,0.09,0.11,0.12,0.23,0.56,0.56,0.42,0.69
AT,2013-05-01,6462256,2542.096772351517,15.681489040799768,-0.5124376103093937,8287255.235897436,3561407.6702831364,0.59,0.22,0.22,0.08,0.17,0.11,0.24,0.57,0.59,0.45,0.58
AT,2013-06-01,7880007,2807.1350163467378,15.87983935015854,-0.11435035626378012,8287255.235897436,3561407.6702831364,0.61,0.24,0.25,0.08,0.27,0.17,0.22,0.55,0.6,0.45,0.59
AT,2013-07-01,12909698,3593.006818807891,16.373489369830388,1.2979257619600382,8287255.235897436,3561407.6702831364,0.69,0.27,0.3,0.09,0.19,0.3,0.28,0.57,0.59,0.43,0.53
AT,2013-08-01,14922105,3862.914055476772,16.51835422857911,1.8629851952823713,8287255.235897436,3561407.6702831364,0.93,0.29,0.3,0.08,0.23,0.25,0.4,0.57,0.6,0.44,0.61
AT,2013-09-01,8841808,2973.517782021826,15.995001938588342,0.15571167792157772,8287255.235897436,3561407.6702831364,0.72,0.26,0.21,0.07,0.27,0.12,0.35,0.57,0.55,0.42,0.56
AT,2013-10-01,6157330,2481.396784071423,15.633153799988316,-0.598057126026267,8287255.235897436,3561407.6702831364,0.65,0.26,0.21,0.06,0.24,0.08,0.31,0.62,0.59,0.46,0.56
AT,2013-11-01,3942773,1985.6417098761801,15.187394840824641,-1.219877823072146,8287255.235897436,3561407.6702831364,0.63,0.26,0.22,0.07,0.21,0.06,0.36,0.6,0.56,0.45,0.57
AT,2013-12-01,8732576,2955.093230339781,15.982570958745779,0.12504065957356705,8287255.235897436,3561407.6702831364,0.63,0.27,0.23,0.07,0.19,0.09,0.19,0.66,0.55,0.59,0.55
AT,2014-01-01,11148156,3338.8854427787724,16.22678466102751,0.8033061724369002,8287255.235897436,3561407.6702831364,0.62,0.31,0.26,0.08,0.27,0.12,0.26,0.61,0.6,0.47,0.63
AT,2014-02-01,11937855,3455.1201136863533,16.295225001548847,1.0250440561926282,8287255.235897436,3561407.6702831364,0.63,0.31,0.24,0.1,0.25,0.1,0.26,0.61,0.6,0.44,0.62
AT,2014-03-01,10585983,3253.610763444208,16.175041325504203,0.6454548248669921,8287255.235897436,3561407.6702831364,0.62,0.25,0.22,0.08,0.19,0.09,0.24,0.57,0.56,0.49,0.56
AT,2014-04-01,6070124,2463.762163846178,15.618889591163104,-0.6225435112069524,8287255.235897436,3561407.6702831364,0.57,0.23,0.21,0.09,0.17,0.13,0.28,0.61,0.56,0.5,0.53
AT,2014-05-01,6087653,2467.3169638293334,15.621773179527368,-0.6176215809976522,8287255.235897436,3561407.6702831364,0.59,0.27,0.23,0.07,0.18,0.13,0.28,0.64,0.6,0.45,0.58
AT,2014-06-01,8914643,2985.7399417899746,16.003205763609362,0.17616286092085776,8287255.235897436,3561407.6702831364,0.6,0.27,0.25,0.1,0.24,0.22,0.27,0.58,0.55,0.5,0.6
AT,2014-07-01,12401635,3521.5955190793848,16.33333887672189,1.1552678449124207,8287255.235897436,3561407.6702831364,0.71,0.27,0.28,0.12,0.23,0.26,0.31,0.58,0.57,0.49,0.54
AT,2014-08-01,15143327,3891.442791562019,16.533070530841545,1.9251016448665923,8287255.235897436,3561407.6702831364,0.84,0.3,0.29,0.1,0.24,0.22,0.29,0.63,0.6,0.47,0.54
AT,2014-09-01,8866857,2977.7268175573126,15.997830951018836,0.1627451327571508,8287255.235897436,3561407.6702831364,0.64,0.26,0.23,0.05,0.22,0.08,0.25,0.61,0.56,0.49,0.55
AT,2014-10-01,6416346,2533.05072985126,15.674359354755241,-0.5253285804679294,8287255.235897436,3561407.6702831364,0.59,0.25,0.21,0.06,0.2,0.06,0.25,0.63,0.6,0.49,0.57
AT,2014-11-01,3980001,1994.9939849533382,15.19679262851687,-1.2094246530206982,8287255.235897436,3561407.6702831364,0.63,0.26,0.21,0.06,0.17,0.1,0.22,0.65,0.59,0.52,0.55
AT,2014-12-01,8888196,2981.3077667359335,16.000234662263676,0.16873686467204937,8287255.235897436,3561407.6702831364,0.6,0.27,0.23,0.08,0.22,0.11,0.21,0.71,0.61,0.67,0.55
AT,2015-01-01,11166722,3341.6645552778036,16.22844866333879,0.8085192796458607,8287255.235897436,3561407.6702831364,0.61,0.3,0.23,0.07,0.25,0.12,0.26,0.63,0.58,0.51,0.58
AT,2015-02-01,13115139,3621.482983530366,16.389277769778225,1.3556110984954275,8287255.235897436,3561407.6702831364,0.59,0.26,0.21,0.06,0.18,0.08,0.23,0.62,0.59,0.49,0.58
AT,2015-03-01,10240054,3200.0084374888766,16.14181745099923,0.5483221649677961,8287255.235897436,3561407.6702831364,0.66,0.26,0.23,0.09,0.21,0.14,0.24,0.64,0.58,0.53,0.61
AT,2015-04-01,6179178,2485.795244987004,15.63669581087856,-0.5919224730961061,8287255.235897436,3561407.6702831364,0.63,0.24,0.22,0.07,0.21,0.1,0.25,0.63,0.58,0.53,0.55
AT,2015-05-01,6600771,2569.1965670224613,15.70269701835576,-0.47354428137213456,8287255.235897436,3561407.6702831364,0.64,0.25,0.25,0.08,0.21,0.13,0.28,0.67,0.59,0.53,0.58
