date,country_code,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2022-07-01,AT,1.8794529957668913,0.1231926293015944,-0.38237268400277413,-0.5412780617507128,0.14914911204347434,0.5644070417715084,0.8625520379756908,0.8581748399524546,1.6187947709640744,1.1449812696222468,1.3515572549363035
2022-08-01,AT,1.7483789472540257,-0.6603533543357177,-0.38237268400277413,-0.5412780617507128,0.0346025939940861,0.36457607539482517,0.9822752099795331,0.9682511132761421,1.4543709278589483,0.9414874041647472,1.166766184613536
2022-09-01,AT,1.4862308502282942,-0.5484182138161017,-0.5542217784648286,-0.7093602857694833,-0.3090369601540786,-0.30152714586078555,0.6829672799699273,0.8581748399524546,0.7966755554384436,0.7888670050716224,0.7971840439680009
2022-10-01,AT,1.7920702967583142,-0.43648307329648567,-0.5542217784648286,-0.7653876937757402,-0.3090369601540786,-0.5679684343630298,1.760475828004508,0.9682511132761421,1.0707152939469873,0.9414874041647472,0.5199974384838497
2022-08-01,BE,0.4813298116296569,-0.6603533543357177,-0.2678066210280712,-0.3731958377319422,-0.7099497733269374,-0.035085857358541264,-0.5142644400684957,0.7480985666287671,0.6870596600350262,0.7888670050716224,1.536348325259071
2022-09-01,BE,-0.17404043093467178,-0.8282560651151417,-0.38237268400277413,-0.5412780617507128,-0.5954032552775492,-0.5013581122374687,-0.6938491980742592,0.47290788331954814,0.24859607842135648,0.5853731396141227,1.120568417032844
2022-10-01,BE,7.249670824825188e-4,-0.8282560651151417,-0.4396557154901256,-0.4852506537444559,-0.7099497733269374,-0.5679684343630298,-0.633987612072338,0.6930604299669233,0.4130199215264826,0.43275274052099805,1.3053594873556116
2022-07-01,CY,-0.21773178043896035,-0.8282560651151417,-0.5542217784648286,-0.14908620570691475,-0.3090369601540786,0.36457607539482517,0.08435141995071586,-0.07747348329888963,1.1803311893504047,-1.0934512504102492,1.166766184613536
2022-08-01,CY,-0.3051144794475375,-0.9401912056347578,-0.5542217784648286,-0.2051136137131716,-0.2517637011293845,0.43118639752038623,-0.03537175205312645,-0.07747348329888963,1.4543709278589483,-1.0934512504102492,1.3053594873556116
2022-09-01,CY,-0.4798798774646918,-1.1080939164141819,-0.726070872926883,-0.3171684297256853,-0.42358347820346687,-0.10169617948410234,-0.03537175205312645,-0.3526641666081085,0.9610993985435697,-1.0934512504102492,0.5661952060645415
2022-10-01,CY,-0.6546452754818461,-1.2200290569337977,-0.840636935901586,-0.42922324573819903,-0.36631021917877277,-0.035085857358541264,-0.45440285406657455,-0.1325116199607334,0.9610993985435697,-1.0425777840458743,0.5661952060645415
2022-08-01,CZ,-1.4410895665590404,-0.6043857840759097,-1.0124860303636403,-0.8774425097882539,-0.6526765143022434,-0.834409722865274,-0.9332955420819438,1.3535180699090485,2.276490143384579,1.1958547359866216,1.952128233485298
2022-09-01,CZ,-1.484780916063329,-0.5484182138161017,-1.1270520933383432,-0.7653876937757402,-0.9963160684504081,-0.767799400739713,-0.9332955420819438,1.243441796585361,1.7284106663674919,1.2467282023509967,1.3515572549363035
2022-10-01,CZ,-1.484780916063329,-0.8282560651151417,-1.1843351248256948,-0.9894973258007677,-1.1108625864997963,-0.834409722865274,-0.9332955420819438,1.5186324798945798,1.9476424571743267,1.2976016687153715,1.628743860420455
2022-08-01,DE,1.8794529957668913,-0.15664522199744563,-0.726070872926883,-0.03703138969440103,1.466434069611439,0.4977967196459473,0.26393617795647933,0.5279460199813919,1.5639868232623657,0.5344996732497479,1.4439527900976874
2022-09-01,DE,1.2240827532025627,-0.26858036251706163,-0.6687878414395315,-0.14908620570691475,1.3518875515620508,0.031524464767019804,0.144213005952637,0.6380222933050794,0.8514835031401523,0.7379935387072475,1.0743706494521523
2022-10-01,DE,1.3551568017154283,-0.3805155030366777,-0.726070872926883,-0.26114102171942843,1.0655212564385803,-0.1683065016096634,-0.0952333380550476,0.8581748399524546,1.0707152939469873,0.8906139378003722,1.212963952194228
2022-08-01,DK,1.5299221997325827,-1.2200290569337977,-0.2678066210280712,-0.3731958377319422,-0.022670665030608023,0.4977967196459473,-0.633987612072338,0.14267906334848549,0.7418676077367349,-0.025108456758376082,1.166766184613536
2022-09-01,DK,0.6997865591510998,-1.3319641974534138,-0.38237268400277413,-0.7093602857694833,-0.2517637011293845,-0.30152714586078555,-0.7537107840761803,0.03260279002479793,0.4678278692281913,-0.07598192312275098,1.166766184613536
2022-10-01,DK,0.9619346561768312,-1.4438993379730298,-0.4969387469774771,-0.6533328777632265,-0.3090369601540786,-0.1683065016096634,-0.3945412680646534,0.25275533667217304,0.7418676077367349,-0.025108456758376082,0.7971840439680009
2022-08-01,ES,0.6997865591510998,-0.43648307329648567,-0.38237268400277413,-0.26114102171942843,0.26369563009286257,0.29796575326926406,1.4611678979949023,0.8581748399524546,0.19378813071964773,0.7379935387072475,1.6749416280011467
2022-09-01,ES,0.6124038601425226,-0.6603533543357177,-0.2105235895407197,-0.3731958377319422,0.20642237106816846,0.09813478689258087,1.34144472599106,0.5279460199813919,-0.3542913462974394,0.5344996732497479,1.2591617197749199
2022-10-01,ES,0.6124038601425226,-0.8282560651151417,-0.38237268400277413,-0.42922324573819903,-0.022670665030608023,-0.10169617948410234,1.1019983819833754,0.8581748399524546,-0.24467545089402198,0.43275274052099805,1.3053594873556116
2022-08-01,FI,-0.39249717845611465,-0.8842236353749497,-0.7833539044142345,-0.4852506537444559,-0.3090369601540786,-0.5013581122374687,-0.633987612072338,0.03260279002479793,0.19378813071964773,0.8906139378003722,-0.403957913129988
2022-09-01,FI,-0.4798798774646918,-0.9961587758945658,-0.726070872926883,-0.6533328777632265,-0.48085673722816097,-0.6345787564885909,-0.8135723700781015,-0.1325116199607334,0.24859607842135648,0.7379935387072475,-0.6349467510334474
