DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-04,82.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-05,82.4,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-06,82.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-07,82.2,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-08,82.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-09,82.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-10,82.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-11,82.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2003-12,82.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-01,83.1,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-02,83.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-03,83.1,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-04,83.2,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-05,83.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-06,83.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-07,84.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-08,84.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-09,85.1,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-10,85.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-11,85.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2004-12,85.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-01,87.2,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-02,87.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-03,87.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-04,87.6,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-05,87.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-06,87.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-07,86.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-08,86.7,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-09,86.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-10,86.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-11,87.1,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2005-12,86.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-01,87.2,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-02,87.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-03,88.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-04,88.4,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-05,89.1,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-06,88.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-07,89.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-08,89.6,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-09,89.4,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-10,89.4,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-11,89.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2006-12,89.6,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-01,90.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-02,90.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-03,91.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-04,91.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-05,92.2,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-06,92.5,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-07,92.9,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-08,93.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-09,93.1,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-10,93.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-11,94.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2007-12,94.2,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-01,95.2,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-02,95.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-03,96.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-04,96.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-05,96.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-06,97.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-07,98.6,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-08,98.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-09,98.6,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-10,98.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-11,97.0,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2008-12,95.8,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2009-01,95.6,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2009-02,95.6,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2009-03,94.8,p
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2009-04,94.1,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2009-05,94.3,
ESTAT:STS_INPPD_M(1.0),29/04/23 11:00:00,M,PRIN,B-E36,NSA,I15,AT,2009-06,94.7,
