geo,date,yhat
AT,2023-04-01,133.2
BE,2023-04-01,127.9
BG,2023-04-01,120.5
CY,2023-04-01,133.4
CZ,2023-04-01,114.2
DE,2023-04-01,98.2
DK,2023-04-01,142.6
EE,2023-04-01,120.5
EL,2023-04-01,121.2
ES,2023-04-01,105.9
FI,2023-04-01,118.2
FR,2023-04-01,99.6
HR,2023-04-01,111.6
HU,2023-04-01,120.4
IT,2023-04-01,104
LT,2023-04-01,147.7
LV,2023-04-01,121.2
MT,2023-04-01,111.5
PL,2023-04-01,150
PT,2023-04-01,98.9
RO,2023-04-01,107.3
SE,2023-04-01,121.1
SI,2023-04-01,128
SK,2023-04-01,108.1
