date,geo,yhat,bic,rmse,mae,acf
2023-03-01,AT,133.5751493413385,-522.2296272260502,0.10062830767881104,0.06416105431148048,-0.005759269032935951
2023-04-01,AT,133.24555266105816,-522.2296272260502,0.10062830767881104,0.06416105431148048,-0.005759269032935951
2023-05-01,AT,133.23376040873666,-522.2296272260502,0.10062830767881104,0.06416105431148048,-0.005759269032935951
2023-06-01,AT,133.49920763240723,-522.2296272260502,0.10062830767881104,0.06416105431148048,-0.005759269032935951
2023-03-01,BE,127.40165180385077,-158.48586808468121,0.1716584440148806,0.12566897491271542,-0.01686352605446083
2023-04-01,BE,127.94605274865293,-158.48586808468121,0.1716584440148806,0.12566897491271542,-0.01686352605446083
2023-05-01,BE,126.95842245340916,-158.48586808468121,0.1716584440148806,0.12566897491271542,-0.01686352605446083
2023-06-01,BE,125.81272472406357,-158.48586808468121,0.1716584440148806,0.12566897491271542,-0.01686352605446083
2023-03-01,BG,119.82212482716781,-270.3797930922734,0.14078381201574133,0.10147887064689899,-0.005174607158467029
2023-04-01,BG,120.49734023632337,-270.3797930922734,0.14078381201574133,0.10147887064689899,-0.005174607158467029
2023-05-01,BG,120.64463916782708,-270.3797930922734,0.14078381201574133,0.10147887064689899,-0.005174607158467029
2023-06-01,BG,120.81532668559458,-270.3797930922734,0.14078381201574133,0.10147887064689899,-0.005174607158467029
2023-03-01,CY,133.88402871539935,33.0165160134238,0.2486135726492995,0.14908177242837303,-0.002329382777044148
2023-04-01,CY,133.43039657978085,33.0165160134238,0.2486135726492995,0.14908177242837303,-0.002329382777044148
2023-05-01,CY,133.43039657978085,33.0165160134238,0.2486135726492995,0.14908177242837303,-0.002329382777044148
2023-06-01,CY,133.43039657978085,33.0165160134238,0.2486135726492995,0.14908177242837303,-0.002329382777044148
2023-03-01,CZ,113.72494205103663,-208.81013321828075,0.16062641800963157,0.09262328266143083,0.01264973432668993
2023-04-01,CZ,114.20781200715943,-208.81013321828075,0.16062641800963157,0.09262328266143083,0.01264973432668993
2023-05-01,CZ,114.14320007245449,-208.81013321828075,0.16062641800963157,0.09262328266143083,0.01264973432668993
2023-06-01,CZ,113.9896803322738,-208.81013321828075,0.16062641800963157,0.09262328266143083,0.01264973432668993
2023-03-01,DE,98.2,-281.87276616071165,0.16628775447350067,0.09994465033407036,0.029991653455081202
2023-04-01,DE,98.2,-281.87276616071165,0.16628775447350067,0.09994465033407036,0.029991653455081202
2023-05-01,DE,98.2,-281.87276616071165,0.16628775447350067,0.09994465033407036,0.029991653455081202
2023-06-01,DE,98.2,-281.87276616071165,0.16628775447350067,0.09994465033407036,0.029991653455081202
2023-03-01,DK,141.51808305688792,222.4226212729676,0.342517122415051,0.2522171116131042,0.015872010422549276
2023-04-01,DK,142.57346831009528,222.4226212729676,0.342517122415051,0.2522171116131042,0.015872010422549276
2023-05-01,DK,143.2170028881334,222.4226212729676,0.342517122415051,0.2522171116131042,0.015872010422549276
2023-06-01,DK,144.00611983682475,222.4226212729676,0.342517122415051,0.2522171116131042,0.015872010422549276
2023-03-01,EE,120.98726395486497,-417.97355559176947,0.10775450040557531,0.07436078760580417,0.010761501227665216
2023-04-01,EE,120.47686142947528,-417.97355559176947,0.10775450040557531,0.07436078760580417,0.010761501227665216
2023-05-01,EE,121.58455431371182,-417.97355559176947,0.10775450040557531,0.07436078760580417,0.010761501227665216
2023-06-01,EE,122.01080620416163,-417.97355559176947,0.10775450040557531,0.07436078760580417,0.010761501227665216
2023-03-01,EL,120.08576621304371,-161.7853561405323,0.17478891829013374,0.1341403065477308,-0.036693922160417974
2023-04-01,EL,121.2174564696346,-161.7853561405323,0.17478891829013374,0.1341403065477308,-0.036693922160417974
2023-05-01,EL,120.82918317202959,-161.7853561405323,0.17478891829013374,0.1341403065477308,-0.036693922160417974
2023-06-01,EL,120.27538450459245,-161.7853561405323,0.17478891829013374,0.1341403065477308,-0.036693922160417974
2023-03-01,ES,106.04440318423904,-298.725275832348,0.15807251740377598,0.08731869076841033,-0.005969385997809822
2023-04-01,ES,105.85495916929048,-298.725275832348,0.15807251740377598,0.08731869076841033,-0.005969385997809822
2023-05-01,ES,105.87267555421874,-298.725275832348,0.15807251740377598,0.08731869076841033,-0.005969385997809822
2023-06-01,ES,105.77811674652068,-298.725275832348,0.15807251740377598,0.08731869076841033,-0.005969385997809822
2023-03-01,FI,118.3728820534932,-83.85664897758437,0.20391528195009015,0.14098708722509914,-0.003022872709783679
2023-04-01,FI,118.1581304352136,-83.85664897758437,0.20391528195009015,0.14098708722509914,-0.003022872709783679
2023-05-01,FI,118.12639838522298,-83.85664897758437,0.20391528195009015,0.14098708722509914,-0.003022872709783679
2023-06-01,FI,118.4520680364211,-83.85664897758437,0.20391528195009015,0.14098708722509914,-0.003022872709783679
2023-03-01,FR,99.40695141839281,91.45089092613858,0.26097999466287597,0.15952973942831297,0.014794333594710031
2023-04-01,FR,99.59323133112183,91.45089092613858,0.26097999466287597,0.15952973942831297,0.014794333594710031
2023-05-01,FR,99.32670291960557,91.45089092613858,0.26097999466287597,0.15952973942831297,0.014794333594710031
2023-06-01,FR,99.07832171030614,91.45089092613858,0.26097999466287597,0.15952973942831297,0.014794333594710031
2023-04-01,HR,111.55663163891876,39.99221816291909,0.24610664371216007,0.1822559306256622,-0.0013818198385409741
2023-05-01,HR,111.45381772059807,39.99221816291909,0.24610664371216007,0.1822559306256622,-0.0013818198385409741
2023-06-01,HR,111.43484704209396,39.99221816291909,0.24610664371216007,0.1822559306256622,-0.0013818198385409741
