month_end,geo,yhat,bic,rmse,mae,acf
2023-03-01,IT,11099514.874775343,-586.9354152339507,0.1006305155359451,0.06348359524375573,0.014120201778539882
2022-12-01,LT,515119.36778020416,-150.76474680599623,0.15405377585973334,0.09743155926909103,0.0012828235046729352
2023-01-01,LT,434087.05833147024,-150.76474680599623,0.15405377585973334,0.09743155926909103,0.0012828235046729352
2023-02-01,LT,431668.133922023,-150.76474680599623,0.15405377585973334,0.09743155926909103,0.0012828235046729352
2023-03-01,LT,458321.1899743864,-150.76474680599623,0.15405377585973334,0.09743155926909103,0.0012828235046729352
2022-12-01,LU,126765.42017050783,-118.10597115468153,0.19544812160700578,0.11586998924147542,0.001969421487080369
2023-01-01,LU,94765.71035912306,-118.10597115468153,0.19544812160700578,0.11586998924147542,0.001969421487080369
2023-02-01,LU,97422.79288088216,-118.10597115468153,0.19544812160700578,0.11586998924147542,0.001969421487080369
2023-03-01,LU,123268.36658533462,-118.10597115468153,0.19544812160700578,0.11586998924147542,0.001969421487080369
2022-12-01,LV,249661.1505705479,-54.442111267080534,0.1962668212412021,0.13146724903053655,0.012443834636438564
2023-01-01,LV,218737.23186239295,-54.442111267080534,0.1962668212412021,0.13146724903053655,0.012443834636438564
2023-02-01,LV,214331.64168150458,-54.442111267080534,0.1962668212412021,0.13146724903053655,0.012443834636438564
2023-03-01,LV,222118.26376016083,-54.442111267080534,0.1962668212412021,0.13146724903053655,0.012443834636438564
2021-09-01,MT,339185.0396261532,105.87363739661191,0.2621831130579881,0.12536870841952183,0.007556724757474052
2021-10-01,MT,248053.89810249425,105.87363739661191,0.2621831130579881,0.12536870841952183,0.007556724757474052
2021-11-01,MT,318817.4492426623,105.87363739661191,0.2621831130579881,0.12536870841952183,0.007556724757474052
2021-12-01,MT,354265.0117765734,105.87363739661191,0.2621831130579881,0.12536870841952183,0.007556724757474052
2022-12-01,NL,6139939.824630109,-49.97118824831235,0.20572366752342477,0.12757683960830332,-0.004641609109544648
2023-01-01,NL,5347580.120241294,-49.97118824831235,0.20572366752342477,0.12757683960830332,-0.004641609109544648
2023-02-01,NL,5825382.9606792545,-49.97118824831235,0.20572366752342477,0.12757683960830332,-0.004641609109544648
2023-03-01,NL,6464895.377718712,-49.97118824831235,0.20572366752342477,0.12757683960830332,-0.004641609109544648
2022-12-01,PL,5279138.991530594,-170.29220634333203,0.14650702410957114,0.0852650444434485,0.013081701631977798
2023-01-01,PL,5243430.802696922,-170.29220634333203,0.14650702410957114,0.0852650444434485,0.013081701631977798
2023-02-01,PL,5720884.340755762,-170.29220634333203,0.14650702410957114,0.0852650444434485,0.013081701631977798
2023-03-01,PL,5233283.376921018,-170.29220634333203,0.14650702410957114,0.0852650444434485,0.013081701631977798
2022-12-01,PT,3849893.1188208833,-298.4253562282126,0.15002519946647108,0.08752757137008582,0.0011527163088168502
2023-01-01,PT,3410163.780428102,-298.4253562282126,0.15002519946647108,0.08752757137008582,0.0011527163088168502
2023-02-01,PT,3695971.7374867406,-298.4253562282126,0.15002519946647108,0.08752757137008582,0.0011527163088168502
2023-03-01,PT,4145436.162748379,-298.4253562282126,0.15002519946647108,0.08752757137008582,0.0011527163088168502
2022-12-01,RO,1441313.4480219851,-149.03146213695075,0.16309243750306626,0.10692471713973833,-0.00894619128530906
2023-01-01,RO,1406745.7586618718,-149.03146213695075,0.16309243750306626,0.10692471713973833,-0.00894619128530906
2023-02-01,RO,1351906.7479738297,-149.03146213695075,0.16309243750306626,0.10692471713973833,-0.00894619128530906
2023-03-01,RO,1216271.6051072371,-149.03146213695075,0.16309243750306626,0.10692471713973833,-0.00894619128530906
2022-11-01,SE,3635651.0116887563,-237.14735405351283,0.16774023442635258,0.07739857032808148,0.005370639912380574
2022-12-01,SE,3005479.260704072,-237.14735405351283,0.16774023442635258,0.07739857032808148,0.005370639912380574
2023-01-01,SE,2497210.8469626154,-237.14735405351283,0.16774023442635258,0.07739857032808148,0.005370639912380574
2023-02-01,SE,3023210.2508593793,-237.14735405351283,0.16774023442635258,0.07739857032808148,0.005370639912380574
2022-12-01,SI,718407.6245903525,-118.51848988667206,0.17781833903473568,0.10846713293344934,-0.009703215502760917
2023-01-01,SI,585012.2137144977,-118.51848988667206,0.17781833903473568,0.10846713293344934,-0.009703215502760917
2023-02-01,SI,650612.4117380781,-118.51848988667206,0.17781833903473568,0.10846713293344934,-0.009703215502760917
2023-03-01,SI,590814.0571733381,-118.51848988667206,0.17781833903473568,0.10846713293344934,-0.009703215502760917
2022-12-01,SK,717643.3879297354,62.24356966672095,0.24982514202949271,0.14984338137964526,0.005212938596487954
2023-01-01,SK,896636.8797663425,62.24356966672095,0.24982514202949271,0.14984338137964526,0.005212938596487954
2023-02-01,SK,1065099.5940585204,62.24356966672095,0.24982514202949271,0.14984338137964526,0.005212938596487954
2023-03-01,SK,721321.2988019593,62.24356966672095,0.24982514202949271,0.14984338137964526,0.005212938596487954
